,y,lag1,window258,expanding,sin5_1,cos5_1,sin5_2,cos5_2,sin5_3,cos5_3,sin5_4,cos5_4,sin5_5,cos5_5,sin5_6,cos5_6,sin5_7,cos5_7,sin5_8,cos5_8,sin5_9,cos5_9,sin5_10,cos5_10,sin258_1,cos258_1,sin258_2,cos258_2,sin258_3,cos258_3,sin258_4,cos258_4,sin258_5,cos258_5,sin258_6,cos258_6,sin258_7,cos258_7,sin258_8,cos258_8,sin258_9,cos258_9,sin258_10,cos258_10,sin5_1,cos5_1,sin5_2,cos5_2,sin5_3,cos5_3,sin5_4,cos5_4,sin5_5,cos5_5,sin5_6,cos5_6,sin5_7,cos5_7,sin5_8,cos5_8,sin5_9,cos5_9,sin5_10,cos5_10,sin258_1,cos258_1,sin258_2,cos258_2,sin258_3,cos258_3,sin258_4,cos258_4,sin258_5,cos258_5,sin258_6,cos258_6,sin258_7,cos258_7,sin258_8,cos258_8,sin258_9,cos258_9,sin258_10,cos258_10,sin5_1,cos5_1,sin5_2,cos5_2,sin5_3,cos5_3,sin5_4,cos5_4,sin5_5,cos5_5,sin5_6,cos5_6,sin5_7,cos5_7,sin5_8,cos5_8,sin5_9,cos5_9,sin5_10,cos5_10,sin258_1,cos258_1,sin258_2,cos258_2,sin258_3,cos258_3,sin258_4,cos258_4,sin258_5,cos258_5,sin258_6,cos258_6,sin258_7,cos258_7,sin258_8,cos258_8,sin258_9,cos258_9,sin258_10,cos258_10
258,755.0,804.0,463.6589147286822,463.6589147286822,-0.5877852522924744,-0.8090169943749465,0.9510565162951545,0.30901699437494445,-0.9510565162951521,0.3090169943749519,0.587785252292468,-0.8090169943749511,-1.0582433898160944e-13,1.0,-0.5877852522924808,-0.8090169943749419,0.9510565162951921,0.3090169943748288,-0.9510565162951496,0.3090169943749594,0.5877852522925536,-0.8090169943748889,-2.1164867796321887e-13,1.0,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,-1.2246467991473533e-15,1.0,-1.4695761589768238e-15,1.0,-1.7145055188062944e-15,1.0,-1.959434878635765e-15,1.0,-2.204364238465236e-15,1.0,-2.4492935982947065e-15,1.0,-0.5877852522924744,-0.8090169943749465,0.9510565162951545,0.30901699437494445,-0.9510565162951521,0.3090169943749519,0.587785252292468,-0.8090169943749511,-1.0582433898160944e-13,1.0,-0.5877852522924808,-0.8090169943749419,0.9510565162951921,0.3090169943748288,-0.9510565162951496,0.3090169943749594,0.5877852522925536,-0.8090169943748889,-2.1164867796321887e-13,1.0,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,-1.2246467991473533e-15,1.0,-1.4695761589768238e-15,1.0,-1.7145055188062944e-15,1.0,-1.959434878635765e-15,1.0,-2.204364238465236e-15,1.0,-2.4492935982947065e-15,1.0,-0.5877852522924744,-0.8090169943749465,0.9510565162951545,0.30901699437494445,-0.9510565162951521,0.3090169943749519,0.587785252292468,-0.8090169943749511,-1.0582433898160944e-13,1.0,-0.5877852522924808,-0.8090169943749419,0.9510565162951921,0.3090169943748288,-0.9510565162951496,0.3090169943749594,0.5877852522925536,-0.8090169943748889,-2.1164867796321887e-13,1.0,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0,-1.2246467991473533e-15,1.0,-1.4695761589768238e-15,1.0,-1.7145055188062944e-15,1.0,-1.959434878635765e-15,1.0,-2.204364238465236e-15,1.0,-2.4492935982947065e-15,1.0
259,88.0,755.0,463.2596899224806,464.7837837837838,-0.9510565162951685,0.30901699437490154,-0.5877852522923951,-0.8090169943750041,0.5877852522925902,-0.8090169943748624,0.951056516295094,0.30901699437513086,-1.273855504142419e-13,1.0,-0.951056516295243,0.3090169943746723,-0.5877852522922921,-0.809016994375079,0.5877852522927852,-0.8090169943747207,0.9510565162951249,0.30901699437503577,-2.547711008284838e-13,1.0,0.024351024199989427,0.9997034698451394,0.048687606774024776,0.998814055240823,0.07299531466090448,0.9973322836635519,0.09725973192386851,0.9952590338932359,0.12146646830009082,0.9925955354920266,0.14560116773499884,0.9893433680751111,0.1696495168962812,0.9855044603739034,0.19359725366252897,0.9810810890921945,0.2174301755815515,0.9760758775559284,0.24113414829330784,0.970491794157406,-0.9510565162951685,0.30901699437490154,-0.5877852522923951,-0.8090169943750041,0.5877852522925902,-0.8090169943748624,0.951056516295094,0.30901699437513086,-1.273855504142419e-13,1.0,-0.951056516295243,0.3090169943746723,-0.5877852522922921,-0.809016994375079,0.5877852522927852,-0.8090169943747207,0.9510565162951249,0.30901699437503577,-2.547711008284838e-13,1.0,0.024351024199989427,0.9997034698451394,0.048687606774024776,0.998814055240823,0.07299531466090448,0.9973322836635519,0.09725973192386851,0.9952590338932359,0.12146646830009082,0.9925955354920266,0.14560116773499884,0.9893433680751111,0.1696495168962812,0.9855044603739034,0.19359725366252897,0.9810810890921945,0.2174301755815515,0.9760758775559284,0.24113414829330784,0.970491794157406,-0.9510565162951685,0.30901699437490154,-0.5877852522923951,-0.8090169943750041,0.5877852522925902,-0.8090169943748624,0.951056516295094,0.30901699437513086,-1.273855504142419e-13,1.0,-0.951056516295243,0.3090169943746723,-0.5877852522922921,-0.809016994375079,0.5877852522927852,-0.8090169943747207,0.9510565162951249,0.30901699437503577,-2.547711008284838e-13,1.0,0.024351024199989427,0.9997034698451394,0.048687606774024776,0.998814055240823,0.07299531466090448,0.9973322836635519,0.09725973192386851,0.9952590338932359,0.12146646830009082,0.9925955354920266,0.14560116773499884,0.9893433680751111,0.1696495168962812,0.9855044603739034,0.19359725366252897,0.9810810890921945,0.2174301755815515,0.9760758775559284,0.24113414829330784,0.970491794157406
260,733.0,88.0,462.11240310077517,463.3346153846154,-4.115803614153648e-14,1.0,-8.231607228307296e-14,1.0,-6.663068956380142e-14,1.0,-1.6463214456614593e-13,1.0,-1.4894676184687438e-13,1.0,-1.3326137912760285e-13,1.0,-1.1757599640833132e-13,1.0,-3.2926428913229185e-13,1.0,-8.620523096978826e-14,1.0,-2.9789352369374875e-13,1.0,0.04868760677402413,0.9988140552408231,0.09725973192386722,0.995259033893236,0.1456011677350031,0.9893433680751105,0.19359725366252645,0.9810810890921949,0.24113414829330904,0.9704917941574057,0.2880990993652341,0.957600599908407,0.3343807112031343,0.9424380828337139,0.37986920893697873,0.9250402067486548,0.4244566988758134,0.9054482374931474,0.46803742441958285,0.8837086450537209,-4.115803614153648e-14,1.0,-8.231607228307296e-14,1.0,-6.663068956380142e-14,1.0,-1.6463214456614593e-13,1.0,-1.4894676184687438e-13,1.0,-1.3326137912760285e-13,1.0,-1.1757599640833132e-13,1.0,-3.2926428913229185e-13,1.0,-8.620523096978826e-14,1.0,-2.9789352369374875e-13,1.0,0.04868760677402413,0.9988140552408231,0.09725973192386722,0.995259033893236,0.1456011677350031,0.9893433680751105,0.19359725366252645,0.9810810890921949,0.24113414829330904,0.9704917941574057,0.2880990993652341,0.957600599908407,0.3343807112031343,0.9424380828337139,0.37986920893697873,0.9250402067486548,0.4244566988758134,0.9054482374931474,0.46803742441958285,0.8837086450537209,-4.115803614153648e-14,1.0,-8.231607228307296e-14,1.0,-6.663068956380142e-14,1.0,-1.6463214456614593e-13,1.0,-1.4894676184687438e-13,1.0,-1.3326137912760285e-13,1.0,-1.1757599640833132e-13,1.0,-3.2926428913229185e-13,1.0,-8.620523096978826e-14,1.0,-2.9789352369374875e-13,1.0,0.04868760677402413,0.9988140552408231,0.09725973192386722,0.995259033893236,0.1456011677350031,0.9893433680751105,0.19359725366252645,0.9810810890921949,0.24113414829330904,0.9704917941574057,0.2880990993652341,0.957600599908407,0.3343807112031343,0.9424380828337139,0.37986920893697873,0.9250402067486548,0.4244566988758134,0.9054482374931474,0.46803742441958285,0.8837086450537209
261,654.0,733.0,461.17054263565893,464.367816091954,0.951056516295143,0.30901699437497987,0.5877852522925283,-0.8090169943749074,-0.5877852522923903,-0.8090169943750075,-0.9510565162951957,0.30901699437481767,5.68657021637252e-14,1.0,0.9510565162950904,0.309016994375142,0.5877852522924824,-0.8090169943749408,-0.5877852522922524,-0.8090169943751078,-0.9510565162951782,0.3090169943748718,1.137314043274504e-13,1.0,0.07299531466090674,0.9973322836635518,0.1456011677350033,0.9893433680751105,0.21743017558155642,0.9760758775559273,0.2880990993652346,0.9576005999084068,0.35723088980113077,0.9340161087325488,0.42445669887581405,0.9054482374931471,0.48941784781107917,0.8720494081438112,0.5517677407704407,0.8339978178898814,0.6111737140978507,0.791496488429253,0.6673188112222362,0.7447721827437848,0.951056516295143,0.30901699437497987,0.5877852522925283,-0.8090169943749074,-0.5877852522923903,-0.8090169943750075,-0.9510565162951957,0.30901699437481767,5.68657021637252e-14,1.0,0.9510565162950904,0.309016994375142,0.5877852522924824,-0.8090169943749408,-0.5877852522922524,-0.8090169943751078,-0.9510565162951782,0.3090169943748718,1.137314043274504e-13,1.0,0.07299531466090674,0.9973322836635518,0.1456011677350033,0.9893433680751105,0.21743017558155642,0.9760758775559273,0.2880990993652346,0.9576005999084068,0.35723088980113077,0.9340161087325488,0.42445669887581405,0.9054482374931471,0.48941784781107917,0.8720494081438112,0.5517677407704407,0.8339978178898814,0.6111737140978507,0.791496488429253,0.6673188112222362,0.7447721827437848,0.951056516295143,0.30901699437497987,0.5877852522925283,-0.8090169943749074,-0.5877852522923903,-0.8090169943750075,-0.9510565162951957,0.30901699437481767,5.68657021637252e-14,1.0,0.9510565162950904,0.309016994375142,0.5877852522924824,-0.8090169943749408,-0.5877852522922524,-0.8090169943751078,-0.9510565162951782,0.3090169943748718,1.137314043274504e-13,1.0,0.07299531466090674,0.9973322836635518,0.1456011677350033,0.9893433680751105,0.21743017558155642,0.9760758775559273,0.2880990993652346,0.9576005999084068,0.35723088980113077,0.9340161087325488,0.42445669887581405,0.9054482374931471,0.48941784781107917,0.8720494081438112,0.5517677407704407,0.8339978178898814,0.6111737140978507,0.791496488429253,0.6673188112222362,0.7447721827437848
262,953.0,654.0,460.1007751937984,465.0916030534351,0.587785252292449,-0.809016994374965,-0.9510565162951351,0.30901699437500413,0.9510565162951461,0.30901699437497054,-0.5877852522925695,-0.8090169943748774,-1.9206918471213935e-13,1.0,0.5877852522925124,-0.8090169943749189,-0.9510565162951242,0.30901699437503766,0.9510565162952272,0.3090169943747207,-0.5877852522924142,-0.8090169943749903,-3.841383694242787e-13,1.0,0.09725973192386923,0.9952590338932358,0.19359725366253042,0.9810810890921942,0.2880990993652382,0.9576005999084057,0.3798692089369862,0.9250402067486517,0.46803742441958396,0.8837086450537203,0.551767740770447,0.8339978178898773,0.630266232805707,0.7763790799505756,0.702788583145033,0.7113987682031766,0.768647139778531,0.6396730215588925,0.8272174363365271,0.5618819386853645,0.587785252292449,-0.809016994374965,-0.9510565162951351,0.30901699437500413,0.9510565162951461,0.30901699437497054,-0.5877852522925695,-0.8090169943748774,-1.9206918471213935e-13,1.0,0.5877852522925124,-0.8090169943749189,-0.9510565162951242,0.30901699437503766,0.9510565162952272,0.3090169943747207,-0.5877852522924142,-0.8090169943749903,-3.841383694242787e-13,1.0,0.09725973192386923,0.9952590338932358,0.19359725366253042,0.9810810890921942,0.2880990993652382,0.9576005999084057,0.3798692089369862,0.9250402067486517,0.46803742441958396,0.8837086450537203,0.551767740770447,0.8339978178898773,0.630266232805707,0.7763790799505756,0.702788583145033,0.7113987682031766,0.768647139778531,0.6396730215588925,0.8272174363365271,0.5618819386853645,0.587785252292449,-0.809016994374965,-0.9510565162951351,0.30901699437500413,0.9510565162951461,0.30901699437497054,-0.5877852522925695,-0.8090169943748774,-1.9206918471213935e-13,1.0,0.5877852522925124,-0.8090169943749189,-0.9510565162951242,0.30901699437503766,0.9510565162952272,0.3090169943747207,-0.5877852522924142,-0.8090169943749903,-3.841383694242787e-13,1.0,0.09725973192386923,0.9952590338932358,0.19359725366253042,0.9810810890921942,0.2880990993652382,0.9576005999084057,0.3798692089369862,0.9250402067486517,0.46803742441958396,0.8837086450537203,0.551767740770447,0.8339978178898773,0.630266232805707,0.7763790799505756,0.702788583145033,0.7113987682031766,0.768647139778531,0.6396730215588925,0.8272174363365271,0.5618819386853645
263,650.0,953.0,461.33720930232556,466.9467680608365,-0.5877852522924569,-0.8090169943749592,0.9510565162951412,0.3090169943749854,-0.951056516295137,0.3090169943749985,0.5877852522925379,-0.8090169943749004,-2.1363039614477183e-13,1.0,-0.5877852522925601,-0.8090169943748843,0.9510565162950751,0.3090169943751886,-0.9510565162952029,0.30901699437479535,0.5877852522925266,-0.8090169943749085,-4.2726079228954366e-13,1.0,0.12146646830009268,0.9925955354920264,0.24113414829331148,0.9704917941574052,0.35723088980113454,0.9340161087325474,0.4680374244195873,0.8837086450537185,0.5719128260430008,0.8203144027795125,0.6673188112222422,0.7447721827437793,0.7528425194950769,0.658200684320751,0.8272174363365314,0.5618819386853582,0.8893421488825166,0.45724232330464293,0.9382966566748149,0.34583143881501666,-0.5877852522924569,-0.8090169943749592,0.9510565162951412,0.3090169943749854,-0.951056516295137,0.3090169943749985,0.5877852522925379,-0.8090169943749004,-2.1363039614477183e-13,1.0,-0.5877852522925601,-0.8090169943748843,0.9510565162950751,0.3090169943751886,-0.9510565162952029,0.30901699437479535,0.5877852522925266,-0.8090169943749085,-4.2726079228954366e-13,1.0,0.12146646830009268,0.9925955354920264,0.24113414829331148,0.9704917941574052,0.35723088980113454,0.9340161087325474,0.4680374244195873,0.8837086450537185,0.5719128260430008,0.8203144027795125,0.6673188112222422,0.7447721827437793,0.7528425194950769,0.658200684320751,0.8272174363365314,0.5618819386853582,0.8893421488825166,0.45724232330464293,0.9382966566748149,0.34583143881501666,-0.5877852522924569,-0.8090169943749592,0.9510565162951412,0.3090169943749854,-0.951056516295137,0.3090169943749985,0.5877852522925379,-0.8090169943749004,-2.1363039614477183e-13,1.0,-0.5877852522925601,-0.8090169943748843,0.9510565162950751,0.3090169943751886,-0.9510565162952029,0.30901699437479535,0.5877852522925266,-0.8090169943749085,-4.2726079228954366e-13,1.0,0.12146646830009268,0.9925955354920264,0.24113414829331148,0.9704917941574052,0.35723088980113454,0.9340161087325474,0.4680374244195873,0.8837086450537185,0.5719128260430008,0.8203144027795125,0.6673188112222422,0.7447721827437793,0.7528425194950769,0.658200684320751,0.8272174363365314,0.5618819386853582,0.8893421488825166,0.45724232330464293,0.9382966566748149,0.34583143881501666
264,608.0,650.0,462.9922480620155,467.6401515151515,-0.9510565162951575,0.30901699437493513,-0.5877852522924522,-0.8090169943749627,0.5877852522924585,-0.809016994374958,0.9510565162951375,0.30901699437499663,-2.351916075774043e-13,1.0,-0.9510565162951424,0.30901699437498176,-0.5877852522923539,-0.809016994375034,0.5877852522925568,-0.8090169943748866,0.9510565162951352,0.3090169943750041,-4.703832151548086e-13,1.0,0.14560116773500445,0.9893433680751103,0.28809909936523675,0.9576005999084062,0.4244566988758147,0.9054482374931468,0.5517677407704444,0.8339978178898789,0.6673188112222371,0.7447721827437839,0.7686471397785315,0.6396730215588919,0.8535930890373472,0.5209403404879291,0.9203461835691581,0.3911047204901592,0.967483697057425,0.25293338239168195,0.9940009752399452,0.10937120837788049,-0.9510565162951575,0.30901699437493513,-0.5877852522924522,-0.8090169943749627,0.5877852522924585,-0.809016994374958,0.9510565162951375,0.30901699437499663,-2.351916075774043e-13,1.0,-0.9510565162951424,0.30901699437498176,-0.5877852522923539,-0.809016994375034,0.5877852522925568,-0.8090169943748866,0.9510565162951352,0.3090169943750041,-4.703832151548086e-13,1.0,0.14560116773500445,0.9893433680751103,0.28809909936523675,0.9576005999084062,0.4244566988758147,0.9054482374931468,0.5517677407704444,0.8339978178898789,0.6673188112222371,0.7447721827437839,0.7686471397785315,0.6396730215588919,0.8535930890373472,0.5209403404879291,0.9203461835691581,0.3911047204901592,0.967483697057425,0.25293338239168195,0.9940009752399452,0.10937120837788049,-0.9510565162951575,0.30901699437493513,-0.5877852522924522,-0.8090169943749627,0.5877852522924585,-0.809016994374958,0.9510565162951375,0.30901699437499663,-2.351916075774043e-13,1.0,-0.9510565162951424,0.30901699437498176,-0.5877852522923539,-0.809016994375034,0.5877852522925568,-0.8090169943748866,0.9510565162951352,0.3090169943750041,-4.703832151548086e-13,1.0,0.14560116773500445,0.9893433680751103,0.28809909936523675,0.9576005999084062,0.4244566988758147,0.9054482374931468,0.5517677407704444,0.8339978178898789,0.6673188112222371,0.7447721827437839,0.7686471397785315,0.6396730215588919,0.8535930890373472,0.5209403404879291,0.9203461835691581,0.3911047204901592,0.967483697057425,0.25293338239168195,0.9940009752399452,0.10937120837788049
265,704.0,608.0,463.7480620155039,468.1698113207547,-5.875828713360942e-15,1.0,-1.1751657426721884e-14,1.0,-1.3131432386169885e-13,1.0,-2.3503314853443768e-14,1.0,-2.937914356680471e-14,1.0,-2.626286477233977e-13,1.0,-4.113080099352659e-14,1.0,-4.7006629706887536e-14,1.0,-5.288245842024848e-14,1.0,-5.875828713360942e-14,1.0,0.16964951689628438,0.9855044603739028,0.3343807112031321,0.9424380828337147,0.4894178478110831,0.8720494081438089,0.6302662328057076,0.7763790799505751,0.7528425194950819,0.6582006843207453,0.8535930890373435,0.5209403404879349,0.929597073686206,0.36857737395836215,0.9786510358992206,0.20552895156980305,0.9993328483702395,0.036522023057656394,0.9910429230348337,-0.13354371831940534,-5.875828713360942e-15,1.0,-1.1751657426721884e-14,1.0,-1.3131432386169885e-13,1.0,-2.3503314853443768e-14,1.0,-2.937914356680471e-14,1.0,-2.626286477233977e-13,1.0,-4.113080099352659e-14,1.0,-4.7006629706887536e-14,1.0,-5.288245842024848e-14,1.0,-5.875828713360942e-14,1.0,0.16964951689628438,0.9855044603739028,0.3343807112031321,0.9424380828337147,0.4894178478110831,0.8720494081438089,0.6302662328057076,0.7763790799505751,0.7528425194950819,0.6582006843207453,0.8535930890373435,0.5209403404879349,0.929597073686206,0.36857737395836215,0.9786510358992206,0.20552895156980305,0.9993328483702395,0.036522023057656394,0.9910429230348337,-0.13354371831940534,-5.875828713360942e-15,1.0,-1.1751657426721884e-14,1.0,-1.3131432386169885e-13,1.0,-2.3503314853443768e-14,1.0,-2.937914356680471e-14,1.0,-2.626286477233977e-13,1.0,-4.113080099352659e-14,1.0,-4.7006629706887536e-14,1.0,-5.288245842024848e-14,1.0,-5.875828713360942e-14,1.0,0.16964951689628438,0.9855044603739028,0.3343807112031321,0.9424380828337147,0.4894178478110831,0.8720494081438089,0.6302662328057076,0.7763790799505751,0.7528425194950819,0.6582006843207453,0.8535930890373435,0.5209403404879349,0.929597073686206,0.36857737395836215,0.9786510358992206,0.20552895156980305,0.9993328483702395,0.036522023057656394,0.9910429230348337,-0.13354371831940534
266,162.0,704.0,463.06201550387595,469.0563909774436,0.951056516295154,0.3090169943749463,0.5877852522924712,-0.8090169943749488,-0.5877852522924301,-0.8090169943749788,-0.9510565162951521,0.3090169943749519,-5.0940354999437183e-14,1.0,0.9510565162951207,0.3090169943750488,0.5877852522924204,-0.8090169943749856,-0.5877852522924808,-0.8090169943749419,-0.9510565162951679,0.3090169943749035,-1.0188070999887437e-13,1.0,0.19359725366252978,0.9810810890921943,0.37986920893698506,0.9250402067486522,0.5517677407704447,0.8339978178898788,0.7027885831450312,0.7113987682031784,0.8272174363365318,0.5618819386853576,0.9203461835691583,0.39110472049015876,0.9786510358992221,0.20552895156979586,0.9999258647132645,0.012176414801999168,0.9833656768294663,-0.1816368509794355,0.9295970736862037,-0.3685773739583681,0.951056516295154,0.3090169943749463,0.5877852522924712,-0.8090169943749488,-0.5877852522924301,-0.8090169943749788,-0.9510565162951521,0.3090169943749519,-5.0940354999437183e-14,1.0,0.9510565162951207,0.3090169943750488,0.5877852522924204,-0.8090169943749856,-0.5877852522924808,-0.8090169943749419,-0.9510565162951679,0.3090169943749035,-1.0188070999887437e-13,1.0,0.19359725366252978,0.9810810890921943,0.37986920893698506,0.9250402067486522,0.5517677407704447,0.8339978178898788,0.7027885831450312,0.7113987682031784,0.8272174363365318,0.5618819386853576,0.9203461835691583,0.39110472049015876,0.9786510358992221,0.20552895156979586,0.9999258647132645,0.012176414801999168,0.9833656768294663,-0.1816368509794355,0.9295970736862037,-0.3685773739583681,0.951056516295154,0.3090169943749463,0.5877852522924712,-0.8090169943749488,-0.5877852522924301,-0.8090169943749788,-0.9510565162951521,0.3090169943749519,-5.0940354999437183e-14,1.0,0.9510565162951207,0.3090169943750488,0.5877852522924204,-0.8090169943749856,-0.5877852522924808,-0.8090169943749419,-0.9510565162951679,0.3090169943749035,-1.0188070999887437e-13,1.0,0.19359725366252978,0.9810810890921943,0.37986920893698506,0.9250402067486522,0.5517677407704447,0.8339978178898788,0.7027885831450312,0.7113987682031784,0.8272174363365318,0.5618819386853576,0.9203461835691583,0.39110472049015876,0.9786510358992221,0.20552895156979586,0.9999258647132645,0.012176414801999168,0.9833656768294663,-0.1816368509794355,0.9295970736862037,-0.3685773739583681
267,616.0,162.0,462.26356589147287,467.9063670411985,0.5877852522924665,-0.8090169943749522,-0.9510565162951485,0.3090169943749631,0.9510565162951261,0.30901699437503205,-0.5877852522924998,-0.809016994374928,-7.250156643206966e-14,1.0,0.5877852522926171,-0.8090169943748429,-0.9510565162952411,0.3090169943746779,0.951056516295174,0.3090169943748848,-0.5877852522924412,-0.8090169943749707,-1.4500313286413932e-13,1.0,0.2174301755815569,0.9760758775559272,0.42445669887581494,0.9054482374931467,0.611173714097849,0.7914964884292542,0.7686471397785318,0.6396730215588915,0.8893421488825171,0.4572423233046421,0.9674836970574251,0.2529333823916813,0.9993328483702392,0.036522023057663,0.9833656768294663,-0.18163685097943574,0.9203461835691611,-0.391104720490152,0.81328974073557,-0.5818589155579463,0.5877852522924665,-0.8090169943749522,-0.9510565162951485,0.3090169943749631,0.9510565162951261,0.30901699437503205,-0.5877852522924998,-0.809016994374928,-7.250156643206966e-14,1.0,0.5877852522926171,-0.8090169943748429,-0.9510565162952411,0.3090169943746779,0.951056516295174,0.3090169943748848,-0.5877852522924412,-0.8090169943749707,-1.4500313286413932e-13,1.0,0.2174301755815569,0.9760758775559272,0.42445669887581494,0.9054482374931467,0.611173714097849,0.7914964884292542,0.7686471397785318,0.6396730215588915,0.8893421488825171,0.4572423233046421,0.9674836970574251,0.2529333823916813,0.9993328483702392,0.036522023057663,0.9833656768294663,-0.18163685097943574,0.9203461835691611,-0.391104720490152,0.81328974073557,-0.5818589155579463,0.5877852522924665,-0.8090169943749522,-0.9510565162951485,0.3090169943749631,0.9510565162951261,0.30901699437503205,-0.5877852522924998,-0.809016994374928,-7.250156643206966e-14,1.0,0.5877852522926171,-0.8090169943748429,-0.9510565162952411,0.3090169943746779,0.951056516295174,0.3090169943748848,-0.5877852522924412,-0.8090169943749707,-1.4500313286413932e-13,1.0,0.2174301755815569,0.9760758775559272,0.42445669887581494,0.9054482374931467,0.611173714097849,0.7914964884292542,0.7686471397785318,0.6396730215588915,0.8893421488825171,0.4572423233046421,0.9674836970574251,0.2529333823916813,0.9993328483702392,0.036522023057663,0.9833656768294663,-0.18163685097943574,0.9203461835691611,-0.391104720490152,0.81328974073557,-0.5818589155579463
