No,date,Lottery_result,hundreds_place,tens_place,ones_place
1,2014/1/6,98,0,9,8
2,2014/1/7,578,5,7,8
3,2014/1/8,721,7,2,1
4,2014/1/9,613,6,1,3
5,2014/1/10,5,0,0,5
6,2014/1/13,136,1,3,6
7,2014/1/14,560,5,6,0
8,2014/1/15,506,5,0,6
9,2014/1/16,641,6,4,1
10,2014/1/17,720,7,2,0
11,2014/1/20,921,9,2,1
12,2014/1/21,119,1,1,9
13,2014/1/22,154,1,5,4
14,2014/1/23,314,3,1,4
15,2014/1/24,311,3,1,1
16,2014/1/27,138,1,3,8
17,2014/1/28,369,3,6,9
18,2014/1/29,70,0,7,0
19,2014/1/30,327,3,2,7
20,2014/1/31,729,7,2,9
21,2014/2/3,44,0,4,4
22,2014/2/4,861,8,6,1
23,2014/2/5,200,2,0,0
24,2014/2/6,95,0,9,5
25,2014/2/7,264,2,6,4
26,2014/2/10,423,4,2,3
27,2014/2/11,343,3,4,3
28,2014/2/12,951,9,5,1
29,2014/2/13,805,8,0,5
30,2014/2/14,709,7,0,9
31,2014/2/17,271,2,7,1
32,2014/2/18,687,6,8,7
33,2014/2/19,722,7,2,2
34,2014/2/20,99,0,9,9
35,2014/2/21,172,1,7,2
36,2014/2/24,287,2,8,7
37,2014/2/25,61,0,6,1
38,2014/2/26,272,2,7,2
39,2014/2/27,171,1,7,1
40,2014/2/28,101,1,0,1
41,2014/3/3,992,9,9,2
42,2014/3/4,834,8,3,4
43,2014/3/5,624,6,2,4
44,2014/3/6,87,0,8,7
45,2014/3/7,169,1,6,9
46,2014/3/10,975,9,7,5
47,2014/3/11,661,6,6,1
48,2014/3/12,558,5,5,8
49,2014/3/13,619,6,1,9
50,2014/3/14,784,7,8,4
51,2014/3/17,198,1,9,8
52,2014/3/18,729,7,2,9
53,2014/3/19,45,0,4,5
54,2014/3/20,608,6,0,8
55,2014/3/21,787,7,8,7
56,2014/3/24,263,2,6,3
57,2014/3/25,636,6,3,6
58,2014/3/26,710,7,1,0
59,2014/3/27,841,8,4,1
60,2014/3/28,643,6,4,3
61,2014/3/31,98,0,9,8
62,2014/4/1,108,1,0,8
63,2014/4/2,606,6,0,6
64,2014/4/3,858,8,5,8
65,2014/4/4,740,7,4,0
66,2014/4/7,942,9,4,2
67,2014/4/8,701,7,0,1
68,2014/4/9,295,2,9,5
69,2014/4/10,808,8,0,8
70,2014/4/11,135,1,3,5
71,2014/4/14,123,1,2,3
72,2014/4/15,160,1,6,0
73,2014/4/16,637,6,3,7
74,2014/4/17,493,4,9,3
75,2014/4/18,725,7,2,5
76,2014/4/21,17,0,1,7
77,2014/4/22,290,2,9,0
78,2014/4/23,951,9,5,1
79,2014/4/24,809,8,0,9
80,2014/4/25,589,5,8,9
81,2014/4/28,442,4,4,2
82,2014/4/29,199,1,9,9
83,2014/4/30,495,4,9,5
84,2014/5/1,808,8,0,8
85,2014/5/2,336,3,3,6
86,2014/5/5,994,9,9,4
87,2014/5/6,806,8,0,6
88,2014/5/7,297,2,9,7
89,2014/5/8,353,3,5,3
90,2014/5/9,154,1,5,4
91,2014/5/12,367,3,6,7
92,2014/5/13,934,9,3,4
93,2014/5/14,463,4,6,3
94,2014/5/15,153,1,5,3
95,2014/5/16,65,0,6,5
96,2014/5/19,836,8,3,6
