No,date,Lottery_result,hundreds_place,tens_place,ones_place
1,2011/1/4,534,5,3,4
2,2011/1/5,692,6,9,2
3,2011/1/6,880,8,8,0
4,2011/1/7,775,7,7,5
5,2011/1/10,975,9,7,5
6,2011/1/11,757,7,5,7
7,2011/1/12,282,2,8,2
8,2011/1/13,798,7,9,8
9,2011/1/14,449,4,4,9
10,2011/1/17,525,5,2,5
11,2011/1/18,691,6,9,1
12,2011/1/19,424,4,2,4
13,2011/1/20,353,3,5,3
14,2011/1/21,923,9,2,3
15,2011/1/24,193,1,9,3
16,2011/1/25,269,2,6,9
17,2011/1/26,99,0,9,9
18,2011/1/27,479,4,7,9
19,2011/1/28,222,2,2,2
20,2011/1/31,819,8,1,9
21,2011/2/1,110,1,1,0
22,2011/2/2,594,5,9,4
23,2011/2/3,327,3,2,7
24,2011/2/4,761,7,6,1
25,2011/2/7,628,6,2,8
26,2011/2/8,166,1,6,6
27,2011/2/9,576,5,7,6
28,2011/2/10,841,8,4,1
29,2011/2/11,946,9,4,6
30,2011/2/14,457,4,5,7
31,2011/2/15,47,0,4,7
32,2011/2/16,205,2,0,5
33,2011/2/17,263,2,6,3
34,2011/2/18,80,0,8,0
35,2011/2/21,8,0,0,8
36,2011/2/22,402,4,0,2
37,2011/2/23,374,3,7,4
38,2011/2/24,4,0,0,4
39,2011/2/25,475,4,7,5
40,2011/2/28,345,3,4,5
41,2011/3/1,82,0,8,2
42,2011/3/2,331,3,3,1
43,2011/3/3,806,8,0,6
44,2011/3/4,545,5,4,5
45,2011/3/7,976,9,7,6
46,2011/3/8,152,1,5,2
47,2011/3/9,215,2,1,5
48,2011/3/10,724,7,2,4
49,2011/3/11,437,4,3,7
50,2011/3/14,635,6,3,5
51,2011/3/15,746,7,4,6
52,2011/3/16,402,4,0,2
53,2011/3/17,557,5,5,7
54,2011/3/18,95,0,9,5
55,2011/3/21,138,1,3,8
56,2011/3/22,318,3,1,8
57,2011/3/23,261,2,6,1
58,2011/3/24,704,7,0,4
59,2011/3/25,298,2,9,8
60,2011/3/28,335,3,3,5
61,2011/3/29,680,6,8,0
62,2011/3/30,352,3,5,2
63,2011/3/31,225,2,2,5
64,2011/4/1,929,9,2,9
65,2011/4/4,643,6,4,3
66,2011/4/5,303,3,0,3
67,2011/4/6,763,7,6,3
68,2011/4/7,360,3,6,0
69,2011/4/8,61,0,6,1
70,2011/4/11,495,4,9,5
71,2011/4/12,657,6,5,7
72,2011/4/13,200,2,0,0
73,2011/4/14,963,9,6,3
74,2011/4/15,788,7,8,8
75,2011/4/18,504,5,0,4
76,2011/4/19,150,1,5,0
77,2011/4/20,929,9,2,9
78,2011/4/21,339,3,3,9
79,2011/4/22,509,5,0,9
80,2011/4/25,657,6,5,7
81,2011/4/26,92,0,9,2
82,2011/4/27,66,0,6,6
83,2011/4/28,24,0,2,4
84,2011/4/29,355,3,5,5
85,2011/5/2,606,6,0,6
86,2011/5/3,192,1,9,2
87,2011/5/4,807,8,0,7
88,2011/5/5,586,5,8,6
89,2011/5/6,500,5,0,0
90,2011/5/9,869,8,6,9
91,2011/5/10,447,4,4,7
92,2011/5/11,671,6,7,1
93,2011/5/12,514,5,1,4
94,2011/5/13,574,5,7,4
95,2011/5/16,705,7,0,5
96,2011/5/17,310,3,1,0
97,2011/5/18,74,0,7,4
98,2011/5/19,674,6,7,4
99,2011/5/20,966,9,6,6
100,2011/5/23,995,9,9,5
101,2011/5/24,362,3,6,2
102,2011/5/25,655,6,5,5
103,2011/5/26,199,1,9,9
104,2011/5/27,359,3,5,9
105,2011/5/30,91,0,9,1
106,2011/5/31,253,2,5,3
107,2011/6/1,82,0,8,2
108,2011/6/2,168,1,6,8
109,2011/6/3,719,7,1,9
110,2011/6/6,580,5,8,0
111,2011/6/7,998,9,9,8
112,2011/6/8,910,9,1,0
113,2011/6/9,600,6,0,0
114,2011/6/10,922,9,2,2
115,2011/6/13,201,2,0,1
116,2011/6/14,655,6,5,5
117,2011/6/15,944,9,4,4
118,2011/6/16,397,3,9,7
119,2011/6/17,5,0,0,5
120,2011/6/20,714,7,1,4
121,2011/6/21,643,6,4,3
122,2011/6/22,324,3,2,4
123,2011/6/23,845,8,4,5
124,2011/6/24,997,9,9,7
125,2011/6/27,674,6,7,4
126,2011/6/28,734,7,3,4
127,2011/6/29,210,2,1,0
128,2011/6/30,825,8,2,5
129,2011/7/1,872,8,7,2
130,2011/7/4,140,1,4,0
131,2011/7/5,833,8,3,3
132,2011/7/6,408,4,0,8
133,2011/7/7,594,5,9,4
134,2011/7/8,827,8,2,7
135,2011/7/11,161,1,6,1
136,2011/7/12,747,7,4,7
137,2011/7/13,366,3,6,6
138,2011/7/14,973,9,7,3
139,2011/7/15,291,2,9,1
140,2011/7/18,988,9,8,8
141,2011/7/19,194,1,9,4
142,2011/7/20,319,3,1,9
143,2011/7/21,534,5,3,4
144,2011/7/22,571,5,7,1
145,2011/7/25,420,4,2,0
146,2011/7/26,954,9,5,4
147,2011/7/27,706,7,0,6
148,2011/7/28,759,7,5,9
149,2011/7/29,622,6,2,2
150,2011/8/1,983,9,8,3
151,2011/8/2,6,0,0,6
152,2011/8/3,981,9,8,1
153,2011/8/4,815,8,1,5
154,2011/8/5,811,8,1,1
155,2011/8/8,449,4,4,9
156,2011/8/9,676,6,7,6
157,2011/8/10,662,6,6,2
158,2011/8/11,376,3,7,6
159,2011/8/12,767,7,6,7
160,2011/8/15,391,3,9,1
161,2011/8/16,293,2,9,3
162,2011/8/17,220,2,2,0
163,2011/8/18,393,3,9,3
164,2011/8/19,508,5,0,8
165,2011/8/22,142,1,4,2
166,2011/8/23,183,1,8,3
167,2011/8/24,863,8,6,3
168,2011/8/25,267,2,6,7
169,2011/8/26,703,7,0,3
170,2011/8/29,922,9,2,2
171,2011/8/30,891,8,9,1
172,2011/8/31,725,7,2,5
173,2011/9/1,469,4,6,9
174,2011/9/2,674,6,7,4
175,2011/9/5,262,2,6,2
176,2011/9/6,464,4,6,4
177,2011/9/7,854,8,5,4
178,2011/9/8,401,4,0,1
179,2011/9/9,7,0,0,7
180,2011/9/12,425,4,2,5
181,2011/9/13,705,7,0,5
182,2011/9/14,286,2,8,6
183,2011/9/15,606,6,0,6
184,2011/9/16,966,9,6,6
185,2011/9/19,203,2,0,3
186,2011/9/20,316,3,1,6
187,2011/9/21,874,8,7,4
188,2011/9/22,251,2,5,1
189,2011/9/23,703,7,0,3
190,2011/9/26,180,1,8,0
191,2011/9/27,679,6,7,9
192,2011/9/28,232,2,3,2
193,2011/9/29,404,4,0,4
194,2011/9/30,978,9,7,8
195,2011/10/3,418,4,1,8
196,2011/10/4,854,8,5,4
197,2011/10/5,256,2,5,6
198,2011/10/6,47,0,4,7
199,2011/10/7,208,2,0,8
200,2011/10/10,393,3,9,3
201,2011/10/11,644,6,4,4
202,2011/10/12,353,3,5,3
203,2011/10/13,589,5,8,9
204,2011/10/14,680,6,8,0
205,2011/10/17,957,9,5,7
206,2011/10/18,82,0,8,2
207,2011/10/19,237,2,3,7
208,2011/10/20,87,0,8,7
209,2011/10/21,859,8,5,9
210,2011/10/24,369,3,6,9
211,2011/10/25,760,7,6,0
212,2011/10/26,877,8,7,7
213,2011/10/27,856,8,5,6
214,2011/10/28,677,6,7,7
215,2011/10/31,488,4,8,8
216,2011/11/1,740,7,4,0
217,2011/11/2,569,5,6,9
218,2011/11/3,750,7,5,0
219,2011/11/4,218,2,1,8
220,2011/11/7,770,7,7,0
221,2011/11/8,711,7,1,1
222,2011/11/9,252,2,5,2
223,2011/11/10,901,9,0,1
224,2011/11/11,798,7,9,8
225,2011/11/14,124,1,2,4
226,2011/11/15,103,1,0,3
227,2011/11/16,213,2,1,3
228,2011/11/17,660,6,6,0
229,2011/11/18,875,8,7,5
230,2011/11/21,984,9,8,4
231,2011/11/22,835,8,3,5
232,2011/11/23,347,3,4,7
233,2011/11/24,642,6,4,2
234,2011/11/25,90,0,9,0
235,2011/11/28,180,1,8,0
236,2011/11/29,861,8,6,1
237,2011/11/30,267,2,6,7
238,2011/12/1,300,3,0,0
239,2011/12/2,883,8,8,3
240,2011/12/5,48,0,4,8
241,2011/12/6,603,6,0,3
242,2011/12/7,318,3,1,8
243,2011/12/8,174,1,7,4
244,2011/12/9,166,1,6,6
245,2011/12/12,188,1,8,8
246,2011/12/13,317,3,1,7
247,2011/12/14,29,0,2,9
248,2011/12/15,409,4,0,9
249,2011/12/16,591,5,9,1
250,2011/12/19,526,5,2,6
251,2011/12/20,853,8,5,3
252,2011/12/21,198,1,9,8
253,2011/12/22,45,0,4,5
254,2011/12/23,427,4,2,7
255,2011/12/26,29,0,2,9
256,2011/12/27,941,9,4,1
257,2011/12/28,228,2,2,8
258,2011/12/29,389,3,8,9
259,2011/12/30,786,7,8,6
