No,date,Lottery_result,hundreds_place,tens_place,ones_place
1,2023/1/4,91,0,9,1
2,2023/1/5,433,4,3,3
3,2023/1/6,185,1,8,5
4,2023/1/9,661,6,6,1
5,2023/1/10,203,2,0,3
6,2023/1/11,204,2,0,4
7,2023/1/12,55,0,5,5
8,2023/1/13,118,1,1,8
9,2023/1/16,169,1,6,9
10,2023/1/17,625,6,2,5
11,2023/1/18,963,9,6,3
12,2023/1/19,611,6,1,1
13,2023/1/20,630,6,3,0
14,2023/1/23,606,6,0,6
15,2023/1/24,167,1,6,7
16,2023/1/25,252,2,5,2
17,2023/1/26,637,6,3,7
18,2023/1/27,310,3,1,0
19,2023/1/30,108,1,0,8
20,2023/1/31,482,4,8,2
21,2023/2/1,226,2,2,6
22,2023/2/2,596,5,9,6
23,2023/2/3,566,5,6,6
24,2023/2/6,514,5,1,4
25,2023/2/7,168,1,6,8
26,2023/2/8,716,7,1,6
27,2023/2/9,310,3,1,0
28,2023/2/10,470,4,7,0
29,2023/2/13,309,3,0,9
30,2023/2/14,727,7,2,7
31,2023/2/15,268,2,6,8
32,2023/2/16,657,6,5,7
33,2023/2/17,986,9,8,6
34,2023/2/20,800,8,0,0
35,2023/2/21,520,5,2,0
36,2023/2/22,460,4,6,0
37,2023/2/23,909,9,0,9
38,2023/2/24,432,4,3,2
39,2023/2/27,424,4,2,4
40,2023/2/28,715,7,1,5
41,2023/3/1,989,9,8,9
42,2023/3/2,474,4,7,4
43,2023/3/3,609,6,0,9
44,2023/3/6,145,1,4,5
45,2023/3/7,276,2,7,6
46,2023/3/8,175,1,7,5
47,2023/3/9,92,0,9,2
48,2023/3/10,429,4,2,9
49,2023/3/13,674,6,7,4
50,2023/3/14,144,1,4,4
51,2023/3/15,134,1,3,4
52,2023/3/16,232,2,3,2
53,2023/3/17,161,1,6,1
54,2023/3/20,675,6,7,5
55,2023/3/21,337,3,3,7
56,2023/3/22,928,9,2,8
57,2023/3/23,325,3,2,5
58,2023/3/24,484,4,8,4
59,2023/3/27,321,3,2,1
60,2023/3/28,137,1,3,7
61,2023/3/29,320,3,2,0
62,2023/3/30,839,8,3,9
63,2023/3/31,694,6,9,4
64,2023/4/3,9,0,0,9
65,2023/4/4,911,9,1,1
66,2023/4/5,644,6,4,4
67,2023/4/6,258,2,5,8
68,2023/4/7,278,2,7,8
69,2023/4/10,847,8,4,7
70,2023/4/11,600,6,0,0
71,2023/4/12,890,8,9,0
72,2023/4/13,101,1,0,1
73,2023/4/14,543,5,4,3
74,2023/4/17,72,0,7,2
75,2023/4/18,188,1,8,8
76,2023/4/19,733,7,3,3
77,2023/4/20,423,4,2,3
78,2023/4/21,962,9,6,2
79,2023/4/24,178,1,7,8
80,2023/4/25,273,2,7,3
81,2023/4/26,799,7,9,9
82,2023/4/27,958,9,5,8
83,2023/4/28,953,9,5,3
84,2023/5/1,237,2,3,7
85,2023/5/2,372,3,7,2
86,2023/5/3,828,8,2,8
87,2023/5/4,19,0,1,9
88,2023/5/5,788,7,8,8
