No,date,Lottery_result,hundreds_place,tens_place,ones_place
1,1995/1/6,743,7,4,3
2,1995/1/10,19,0,1,9
3,1995/1/13,179,1,7,9
4,1995/1/17,475,4,7,5
5,1995/1/20,291,2,9,1
6,1995/1/24,852,8,5,2
7,1995/1/27,502,5,0,2
8,1995/1/31,558,5,5,8
9,1995/2/3,951,9,5,1
10,1995/2/7,912,9,1,2
11,1995/2/10,39,0,3,9
12,1995/2/14,458,4,5,8
13,1995/2/17,984,9,8,4
14,1995/2/21,917,9,1,7
15,1995/2/24,789,7,8,9
16,1995/2/28,589,5,8,9
17,1995/3/3,725,7,2,5
18,1995/3/7,73,0,7,3
19,1995/3/10,547,5,4,7
20,1995/3/14,63,0,6,3
21,1995/3/17,634,6,3,4
22,1995/3/21,333,3,3,3
23,1995/3/24,405,4,0,5
24,1995/3/28,168,1,6,8
25,1995/3/31,389,3,8,9
26,1995/4/4,587,5,8,7
27,1995/4/7,304,3,0,4
28,1995/4/11,48,0,4,8
29,1995/4/14,228,2,2,8
30,1995/4/18,922,9,2,2
31,1995/4/21,697,6,9,7
32,1995/4/25,970,9,7,0
33,1995/4/28,298,2,9,8
34,1995/5/2,989,9,8,9
35,1995/5/5,202,2,0,2
36,1995/5/9,476,4,7,6
37,1995/5/12,42,0,4,2
38,1995/5/16,802,8,0,2
39,1995/5/19,717,7,1,7
40,1995/5/23,889,8,8,9
41,1995/5/26,226,2,2,6
42,1995/5/30,728,7,2,8
43,1995/6/2,929,9,2,9
44,1995/6/6,836,8,3,6
45,1995/6/9,383,3,8,3
46,1995/6/13,410,4,1,0
47,1995/6/16,980,9,8,0
48,1995/6/20,542,5,4,2
49,1995/6/23,725,7,2,5
50,1995/6/27,251,2,5,1
51,1995/6/30,260,2,6,0
52,1995/7/4,588,5,8,8
53,1995/7/7,512,5,1,2
54,1995/7/11,512,5,1,2
55,1995/7/14,750,7,5,0
56,1995/7/18,902,9,0,2
57,1995/7/21,963,9,6,3
58,1995/7/25,661,6,6,1
59,1995/7/28,879,8,7,9
60,1995/8/1,452,4,5,2
61,1995/8/4,174,1,7,4
62,1995/8/8,283,2,8,3
63,1995/8/11,238,2,3,8
64,1995/8/15,972,9,7,2
65,1995/8/18,241,2,4,1
66,1995/8/22,310,3,1,0
67,1995/8/25,882,8,8,2
68,1995/8/29,269,2,6,9
69,1995/9/1,144,1,4,4
70,1995/9/5,174,1,7,4
71,1995/9/8,882,8,8,2
72,1995/9/12,307,3,0,7
73,1995/9/15,864,8,6,4
74,1995/9/19,370,3,7,0
75,1995/9/22,739,7,3,9
76,1995/9/26,697,6,9,7
77,1995/9/29,689,6,8,9
78,1995/10/3,168,1,6,8
79,1995/10/6,957,9,5,7
80,1995/10/10,910,9,1,0
81,1995/10/13,933,9,3,3
82,1995/10/17,306,3,0,6
83,1995/10/20,944,9,4,4
84,1995/10/24,988,9,8,8
85,1995/10/27,562,5,6,2
86,1995/10/31,571,5,7,1
87,1995/11/3,899,8,9,9
88,1995/11/7,945,9,4,5
89,1995/11/10,560,5,6,0
90,1995/11/14,824,8,2,4
91,1995/11/17,610,6,1,0
92,1995/11/21,619,6,1,9
93,1995/11/24,86,0,8,6
94,1995/11/28,82,0,8,2
95,1995/12/1,254,2,5,4
96,1995/12/5,191,1,9,1
97,1995/12/8,385,3,8,5
98,1995/12/12,56,0,5,6
99,1995/12/15,167,1,6,7
100,1995/12/19,744,7,4,4
101,1995/12/22,205,2,0,5
102,1995/12/26,770,7,7,0
103,1995/12/29,366,3,6,6
