No,date,Lottery_result,hundreds_place,tens_place,ones_place
1,2013/1/4,609,6,0,9
2,2013/1/7,778,7,7,8
3,2013/1/8,877,8,7,7
4,2013/1/9,239,2,3,9
5,2013/1/10,240,2,4,0
6,2013/1/11,44,0,4,4
7,2013/1/14,238,2,3,8
8,2013/1/15,447,4,4,7
9,2013/1/16,663,6,6,3
10,2013/1/17,433,4,3,3
11,2013/1/18,228,2,2,8
12,2013/1/21,871,8,7,1
13,2013/1/22,68,0,6,8
14,2013/1/23,352,3,5,2
15,2013/1/24,794,7,9,4
16,2013/1/25,272,2,7,2
17,2013/1/28,481,4,8,1
18,2013/1/29,533,5,3,3
19,2013/1/30,15,0,1,5
20,2013/1/31,158,1,5,8
21,2013/2/1,844,8,4,4
22,2013/2/4,258,2,5,8
23,2013/2/5,300,3,0,0
24,2013/2/6,68,0,6,8
25,2013/2/7,252,2,5,2
26,2013/2/8,199,1,9,9
27,2013/2/11,481,4,8,1
28,2013/2/12,731,7,3,1
29,2013/2/13,381,3,8,1
30,2013/2/14,507,5,0,7
31,2013/2/15,574,5,7,4
32,2013/2/18,972,9,7,2
33,2013/2/19,139,1,3,9
34,2013/2/20,230,2,3,0
35,2013/2/21,396,3,9,6
36,2013/2/22,728,7,2,8
37,2013/2/25,751,7,5,1
38,2013/2/26,199,1,9,9
39,2013/2/27,181,1,8,1
40,2013/2/28,717,7,1,7
41,2013/3/1,837,8,3,7
42,2013/3/4,723,7,2,3
43,2013/3/5,797,7,9,7
44,2013/3/6,473,4,7,3
45,2013/3/7,158,1,5,8
46,2013/3/8,168,1,6,8
47,2013/3/11,898,8,9,8
48,2013/3/12,986,9,8,6
49,2013/3/13,980,9,8,0
50,2013/3/14,528,5,2,8
51,2013/3/15,888,8,8,8
52,2013/3/18,369,3,6,9
53,2013/3/19,349,3,4,9
54,2013/3/20,333,3,3,3
55,2013/3/21,735,7,3,5
56,2013/3/22,448,4,4,8
57,2013/3/25,291,2,9,1
58,2013/3/26,782,7,8,2
59,2013/3/27,538,5,3,8
60,2013/3/28,510,5,1,0
61,2013/3/29,259,2,5,9
62,2013/4/1,44,0,4,4
63,2013/4/2,344,3,4,4
64,2013/4/3,893,8,9,3
65,2013/4/4,422,4,2,2
66,2013/4/5,318,3,1,8
67,2013/4/8,233,2,3,3
68,2013/4/9,582,5,8,2
69,2013/4/10,45,0,4,5
70,2013/4/11,102,1,0,2
71,2013/4/12,318,3,1,8
72,2013/4/15,760,7,6,0
73,2013/4/16,210,2,1,0
74,2013/4/17,114,1,1,4
75,2013/4/18,44,0,4,4
76,2013/4/19,3,0,0,3
77,2013/4/22,947,9,4,7
78,2013/4/23,715,7,1,5
79,2013/4/24,722,7,2,2
80,2013/4/25,294,2,9,4
81,2013/4/26,921,9,2,1
82,2013/4/29,693,6,9,3
83,2013/4/30,706,7,0,6
84,2013/5/1,104,1,0,4
85,2013/5/2,832,8,3,2
86,2013/5/3,714,7,1,4
87,2013/5/6,160,1,6,0
88,2013/5/7,570,5,7,0
89,2013/5/8,407,4,0,7
90,2013/5/9,314,3,1,4
91,2013/5/10,34,0,3,4
92,2013/5/13,488,4,8,8
93,2013/5/14,164,1,6,4
94,2013/5/15,531,5,3,1
95,2013/5/16,318,3,1,8
96,2013/5/17,165,1,6,5
97,2013/5/20,963,9,6,3
98,2013/5/21,444,4,4,4
99,2013/5/22,244,2,4,4
100,2013/5/23,899,8,9,9
101,2013/5/24,456,4,5,6
102,2013/5/27,345,3,4,5
103,2013/5/28,819,8,1,9
104,2013/5/29,980,9,8,0
105,2013/5/30,41,0,4,1
106,2013/5/31,953,9,5,3
107,2013/6/3,723,7,2,3
108,2013/6/4,611,6,1,1
109,2013/6/5,143,1,4,3
110,2013/6/6,292,2,9,2
111,2013/6/7,4,0,0,4
112,2013/6/10,497,4,9,7
113,2013/6/11,137,1,3,7
114,2013/6/12,378,3,7,8
115,2013/6/13,165,1,6,5
116,2013/6/14,477,4,7,7
117,2013/6/17,883,8,8,3
118,2013/6/18,481,4,8,1
119,2013/6/19,238,2,3,8
120,2013/6/20,31,0,3,1
