No,date,Lottery_result,hundreds_place,tens_place,ones_place
1,2008/1/4,29,0,2,9
2,2008/1/7,965,9,6,5
3,2008/1/8,682,6,8,2
4,2008/1/9,443,4,4,3
5,2008/1/10,972,9,7,2
6,2008/1/11,900,9,0,0
7,2008/1/14,978,9,7,8
8,2008/1/15,651,6,5,1
9,2008/1/16,178,1,7,8
10,2008/1/17,810,8,1,0
11,2008/1/18,66,0,6,6
12,2008/1/21,875,8,7,5
13,2008/1/22,297,2,9,7
14,2008/1/23,390,3,9,0
15,2008/1/24,18,0,1,8
16,2008/1/25,4,0,0,4
17,2008/1/28,982,9,8,2
18,2008/1/29,488,4,8,8
19,2008/1/30,514,5,1,4
20,2008/1/31,309,3,0,9
21,2008/2/1,170,1,7,0
22,2008/2/4,122,1,2,2
23,2008/2/5,699,6,9,9
24,2008/2/6,745,7,4,5
25,2008/2/7,14,0,1,4
26,2008/2/8,86,0,8,6
27,2008/2/11,14,0,1,4
28,2008/2/12,610,6,1,0
29,2008/2/13,569,5,6,9
30,2008/2/14,705,7,0,5
31,2008/2/15,435,4,3,5
32,2008/2/18,599,5,9,9
33,2008/2/19,802,8,0,2
34,2008/2/20,215,2,1,5
35,2008/2/21,276,2,7,6
36,2008/2/22,175,1,7,5
37,2008/2/25,128,1,2,8
38,2008/2/26,472,4,7,2
39,2008/2/27,348,3,4,8
40,2008/2/28,956,9,5,6
41,2008/2/29,616,6,1,6
42,2008/3/3,648,6,4,8
43,2008/3/4,199,1,9,9
44,2008/3/5,22,0,2,2
45,2008/3/6,858,8,5,8
46,2008/3/7,842,8,4,2
47,2008/3/10,686,6,8,6
48,2008/3/11,685,6,8,5
49,2008/3/12,633,6,3,3
50,2008/3/13,139,1,3,9
51,2008/3/14,317,3,1,7
52,2008/3/17,281,2,8,1
53,2008/3/18,440,4,4,0
54,2008/3/19,240,2,4,0
55,2008/3/20,418,4,1,8
56,2008/3/21,411,4,1,1
57,2008/3/24,48,0,4,8
58,2008/3/25,849,8,4,9
59,2008/3/26,22,0,2,2
60,2008/3/27,631,6,3,1
61,2008/3/28,197,1,9,7
62,2008/3/31,909,9,0,9
63,2008/4/1,401,4,0,1
64,2008/4/2,601,6,0,1
65,2008/4/3,279,2,7,9
66,2008/4/4,889,8,8,9
67,2008/4/7,457,4,5,7
68,2008/4/8,478,4,7,8
69,2008/4/9,412,4,1,2
70,2008/4/10,499,4,9,9
71,2008/4/11,946,9,4,6
72,2008/4/14,422,4,2,2
73,2008/4/15,165,1,6,5
74,2008/4/16,230,2,3,0
75,2008/4/17,237,2,3,7
76,2008/4/18,617,6,1,7
77,2008/4/21,668,6,6,8
78,2008/4/22,679,6,7,9
79,2008/4/23,621,6,2,1
80,2008/4/24,774,7,7,4
81,2008/4/25,117,1,1,7
82,2008/4/28,670,6,7,0
83,2008/4/29,212,2,1,2
84,2008/4/30,724,7,2,4
85,2008/5/1,162,1,6,2
86,2008/5/2,751,7,5,1
87,2008/5/5,779,7,7,9
88,2008/5/6,627,6,2,7
89,2008/5/7,46,0,4,6
90,2008/5/8,276,2,7,6
91,2008/5/9,655,6,5,5
92,2008/5/12,970,9,7,0
93,2008/5/13,907,9,0,7
94,2008/5/14,357,3,5,7
95,2008/5/15,302,3,0,2
96,2008/5/16,119,1,1,9
97,2008/5/19,728,7,2,8
98,2008/5/20,874,8,7,4
99,2008/5/21,950,9,5,0
100,2008/5/22,677,6,7,7
101,2008/5/23,316,3,1,6
102,2008/5/26,613,6,1,3
103,2008/5/27,183,1,8,3
104,2008/5/28,975,9,7,5
105,2008/5/29,842,8,4,2
106,2008/5/30,772,7,7,2
107,2008/6/2,342,3,4,2
108,2008/6/3,41,0,4,1
109,2008/6/4,471,4,7,1
110,2008/6/5,739,7,3,9
111,2008/6/6,453,4,5,3
112,2008/6/9,91,0,9,1
113,2008/6/10,596,5,9,6
114,2008/6/11,704,7,0,4
115,2008/6/12,538,5,3,8
116,2008/6/13,272,2,7,2
117,2008/6/16,474,4,7,4
118,2008/6/17,809,8,0,9
119,2008/6/18,215,2,1,5
120,2008/6/19,401,4,0,1
121,2008/6/20,70,0,7,0
122,2008/6/23,991,9,9,1
123,2008/6/24,777,7,7,7
124,2008/6/25,597,5,9,7
125,2008/6/26,9,0,0,9
126,2008/6/27,816,8,1,6
127,2008/6/30,960,9,6,0
128,2008/7/1,856,8,5,6
129,2008/7/2,703,7,0,3
130,2008/7/3,943,9,4,3
131,2008/7/4,618,6,1,8
132,2008/7/7,271,2,7,1
133,2008/7/8,202,2,0,2
134,2008/7/9,808,8,0,8
135,2008/7/10,200,2,0,0
136,2008/7/11,372,3,7,2
137,2008/7/14,286,2,8,6
138,2008/7/15,141,1,4,1
139,2008/7/16,568,5,6,8
140,2008/7/17,66,0,6,6
141,2008/7/18,733,7,3,3
142,2008/7/21,141,1,4,1
143,2008/7/22,626,6,2,6
144,2008/7/23,475,4,7,5
145,2008/7/24,142,1,4,2
146,2008/7/25,271,2,7,1
147,2008/7/28,900,9,0,0
148,2008/7/29,325,3,2,5
149,2008/7/30,963,9,6,3
150,2008/7/31,8,0,0,8
151,2008/8/1,169,1,6,9
152,2008/8/4,3,0,0,3
153,2008/8/5,531,5,3,1
154,2008/8/6,140,1,4,0
155,2008/8/7,801,8,0,1
156,2008/8/8,703,7,0,3
157,2008/8/11,117,1,1,7
158,2008/8/12,928,9,2,8
159,2008/8/13,750,7,5,0
160,2008/8/14,158,1,5,8
161,2008/8/15,311,3,1,1
162,2008/8/18,247,2,4,7
163,2008/8/19,812,8,1,2
164,2008/8/20,16,0,1,6
165,2008/8/21,677,6,7,7
166,2008/8/22,551,5,5,1
167,2008/8/25,667,6,6,7
168,2008/8/26,725,7,2,5
169,2008/8/27,764,7,6,4
170,2008/8/28,483,4,8,3
171,2008/8/29,734,7,3,4
172,2008/9/1,200,2,0,0
173,2008/9/2,200,2,0,0
174,2008/9/3,425,4,2,5
175,2008/9/4,532,5,3,2
176,2008/9/5,801,8,0,1
177,2008/9/8,148,1,4,8
178,2008/9/9,417,4,1,7
179,2008/9/10,953,9,5,3
180,2008/9/11,718,7,1,8
181,2008/9/12,621,6,2,1
182,2008/9/15,472,4,7,2
183,2008/9/16,232,2,3,2
184,2008/9/17,748,7,4,8
185,2008/9/18,432,4,3,2
186,2008/9/19,314,3,1,4
187,2008/9/22,675,6,7,5
188,2008/9/23,223,2,2,3
189,2008/9/24,440,4,4,0
190,2008/9/25,544,5,4,4
191,2008/9/26,972,9,7,2
192,2008/9/29,321,3,2,1
193,2008/9/30,817,8,1,7
194,2008/10/1,802,8,0,2
195,2008/10/2,157,1,5,7
196,2008/10/3,234,2,3,4
197,2008/10/6,187,1,8,7
198,2008/10/7,591,5,9,1
199,2008/10/8,15,0,1,5
200,2008/10/9,493,4,9,3
201,2008/10/10,410,4,1,0
202,2008/10/13,468,4,6,8
203,2008/10/14,560,5,6,0
204,2008/10/15,950,9,5,0
205,2008/10/16,136,1,3,6
206,2008/10/17,327,3,2,7
207,2008/10/20,618,6,1,8
208,2008/10/21,53,0,5,3
209,2008/10/22,213,2,1,3
210,2008/10/23,562,5,6,2
211,2008/10/24,247,2,4,7
212,2008/10/27,969,9,6,9
213,2008/10/28,625,6,2,5
214,2008/10/29,942,9,4,2
215,2008/10/30,108,1,0,8
216,2008/10/31,449,4,4,9
217,2008/11/3,226,2,2,6
218,2008/11/4,600,6,0,0
219,2008/11/5,89,0,8,9
220,2008/11/6,150,1,5,0
221,2008/11/7,996,9,9,6
222,2008/11/10,634,6,3,4
223,2008/11/11,758,7,5,8
224,2008/11/12,178,1,7,8
225,2008/11/13,868,8,6,8
226,2008/11/14,654,6,5,4
227,2008/11/17,424,4,2,4
228,2008/11/18,862,8,6,2
229,2008/11/19,278,2,7,8
230,2008/11/20,870,8,7,0
231,2008/11/21,933,9,3,3
232,2008/11/24,560,5,6,0
233,2008/11/25,381,3,8,1
234,2008/11/26,425,4,2,5
235,2008/11/27,20,0,2,0
236,2008/11/28,879,8,7,9
237,2008/12/1,908,9,0,8
238,2008/12/2,415,4,1,5
239,2008/12/3,707,7,0,7
240,2008/12/4,82,0,8,2
241,2008/12/5,588,5,8,8
242,2008/12/8,341,3,4,1
243,2008/12/9,260,2,6,0
244,2008/12/10,927,9,2,7
245,2008/12/11,75,0,7,5
246,2008/12/12,308,3,0,8
247,2008/12/15,420,4,2,0
248,2008/12/16,155,1,5,5
249,2008/12/17,640,6,4,0
250,2008/12/18,669,6,6,9
251,2008/12/19,12,0,1,2
252,2008/12/22,514,5,1,4
253,2008/12/23,630,6,3,0
254,2008/12/24,300,3,0,0
255,2008/12/25,817,8,1,7
256,2008/12/26,885,8,8,5
257,2008/12/29,610,6,1,0
258,2008/12/30,654,6,5,4
