No,date,Lottery_result,hundreds_place,tens_place,ones_place
1,2001/1/5,817,8,1,7
2,2001/1/8,793,7,9,3
3,2001/1/10,468,4,6,8
4,2001/1/12,405,4,0,5
5,2001/1/15,331,3,3,1
6,2001/1/17,224,2,2,4
7,2001/1/19,221,2,2,1
8,2001/1/22,122,1,2,2
9,2001/1/24,296,2,9,6
10,2001/1/26,127,1,2,7
11,2001/1/29,929,9,2,9
12,2001/1/31,559,5,5,9
13,2001/2/2,614,6,1,4
14,2001/2/5,96,0,9,6
15,2001/2/7,873,8,7,3
16,2001/2/9,839,8,3,9
17,2001/2/12,650,6,5,0
18,2001/2/14,922,9,2,2
19,2001/2/16,427,4,2,7
20,2001/2/19,369,3,6,9
21,2001/2/21,33,0,3,3
22,2001/2/23,292,2,9,2
23,2001/2/26,459,4,5,9
24,2001/2/28,535,5,3,5
25,2001/3/2,102,1,0,2
26,2001/3/5,339,3,3,9
27,2001/3/7,823,8,2,3
28,2001/3/9,802,8,0,2
29,2001/3/12,939,9,3,9
30,2001/3/14,442,4,4,2
31,2001/3/16,247,2,4,7
32,2001/3/19,764,7,6,4
33,2001/3/21,626,6,2,6
34,2001/3/23,826,8,2,6
35,2001/3/26,594,5,9,4
36,2001/3/28,309,3,0,9
37,2001/3/30,926,9,2,6
38,2001/4/2,539,5,3,9
39,2001/4/4,524,5,2,4
40,2001/4/6,679,6,7,9
41,2001/4/9,59,0,5,9
42,2001/4/11,306,3,0,6
43,2001/4/13,219,2,1,9
44,2001/4/16,768,7,6,8
45,2001/4/18,170,1,7,0
46,2001/4/20,274,2,7,4
47,2001/4/23,531,5,3,1
48,2001/4/25,473,4,7,3
49,2001/4/27,98,0,9,8
50,2001/4/30,539,5,3,9
51,2001/5/2,646,6,4,6
52,2001/5/4,717,7,1,7
53,2001/5/7,57,0,5,7
54,2001/5/9,363,3,6,3
55,2001/5/11,112,1,1,2
56,2001/5/14,939,9,3,9
57,2001/5/16,99,0,9,9
58,2001/5/18,921,9,2,1
59,2001/5/21,510,5,1,0
60,2001/5/23,400,4,0,0
61,2001/5/25,963,9,6,3
62,2001/5/28,931,9,3,1
63,2001/5/30,883,8,8,3
64,2001/6/1,585,5,8,5
65,2001/6/4,426,4,2,6
66,2001/6/6,329,3,2,9
67,2001/6/8,571,5,7,1
68,2001/6/11,432,4,3,2
69,2001/6/13,634,6,3,4
70,2001/6/15,245,2,4,5
71,2001/6/18,772,7,7,2
72,2001/6/20,639,6,3,9
73,2001/6/22,755,7,5,5
74,2001/6/25,367,3,6,7
75,2001/6/27,454,4,5,4
76,2001/6/29,778,7,7,8
77,2001/7/2,845,8,4,5
78,2001/7/4,589,5,8,9
79,2001/7/6,318,3,1,8
80,2001/7/9,908,9,0,8
81,2001/7/11,678,6,7,8
82,2001/7/13,494,4,9,4
83,2001/7/16,703,7,0,3
84,2001/7/18,745,7,4,5
85,2001/7/20,388,3,8,8
86,2001/7/23,307,3,0,7
87,2001/7/25,302,3,0,2
88,2001/7/27,672,6,7,2
89,2001/7/30,691,6,9,1
90,2001/8/1,139,1,3,9
91,2001/8/3,332,3,3,2
92,2001/8/6,254,2,5,4
93,2001/8/8,353,3,5,3
94,2001/8/10,184,1,8,4
95,2001/8/13,592,5,9,2
96,2001/8/15,614,6,1,4
97,2001/8/17,108,1,0,8
98,2001/8/20,55,0,5,5
99,2001/8/22,980,9,8,0
100,2001/8/24,350,3,5,0
101,2001/8/27,88,0,8,8
102,2001/8/29,694,6,9,4
103,2001/8/31,377,3,7,7
104,2001/9/3,648,6,4,8
105,2001/9/5,5,0,0,5
106,2001/9/7,812,8,1,2
107,2001/9/10,202,2,0,2
108,2001/9/12,865,8,6,5
109,2001/9/14,42,0,4,2
110,2001/9/17,116,1,1,6
111,2001/9/19,947,9,4,7
112,2001/9/21,972,9,7,2
113,2001/9/24,891,8,9,1
114,2001/9/26,524,5,2,4
115,2001/9/28,737,7,3,7
116,2001/10/1,356,3,5,6
117,2001/10/3,276,2,7,6
118,2001/10/5,502,5,0,2
119,2001/10/8,997,9,9,7
120,2001/10/10,223,2,2,3
121,2001/10/12,498,4,9,8
122,2001/10/15,315,3,1,5
123,2001/10/17,893,8,9,3
124,2001/10/19,232,2,3,2
125,2001/10/22,511,5,1,1
126,2001/10/24,971,9,7,1
127,2001/10/26,373,3,7,3
128,2001/10/29,468,4,6,8
129,2001/10/31,848,8,4,8
130,2001/11/2,32,0,3,2
131,2001/11/5,905,9,0,5
132,2001/11/7,330,3,3,0
133,2001/11/9,471,4,7,1
134,2001/11/12,337,3,3,7
135,2001/11/14,361,3,6,1
136,2001/11/16,304,3,0,4
137,2001/11/19,666,6,6,6
138,2001/11/21,865,8,6,5
139,2001/11/23,603,6,0,3
140,2001/11/26,308,3,0,8
141,2001/11/28,188,1,8,8
142,2001/11/30,59,0,5,9
143,2001/12/3,614,6,1,4
144,2001/12/5,881,8,8,1
145,2001/12/7,937,9,3,7
146,2001/12/10,19,0,1,9
147,2001/12/12,361,3,6,1
148,2001/12/14,220,2,2,0
149,2001/12/17,478,4,7,8
150,2001/12/19,788,7,8,8
151,2001/12/21,707,7,0,7
152,2001/12/24,147,1,4,7
153,2001/12/26,549,5,4,9
154,2001/12/28,875,8,7,5
