No,date,Lottery_result,hundreds_place,tens_place,ones_place
1,2016/1/4,748,7,4,8
2,2016/1/5,988,9,8,8
3,2016/1/6,274,2,7,4
4,2016/1/7,603,6,0,3
5,2016/1/8,797,7,9,7
6,2016/1/11,787,7,8,7
7,2016/1/12,946,9,4,6
8,2016/1/13,81,0,8,1
9,2016/1/14,727,7,2,7
10,2016/1/15,992,9,9,2
11,2016/1/18,283,2,8,3
12,2016/1/19,392,3,9,2
13,2016/1/20,814,8,1,4
14,2016/1/21,725,7,2,5
15,2016/1/22,751,7,5,1
16,2016/1/25,211,2,1,1
17,2016/1/26,564,5,6,4
18,2016/1/27,504,5,0,4
19,2016/1/28,234,2,3,4
20,2016/1/29,694,6,9,4
21,2016/2/1,366,3,6,6
22,2016/2/2,602,6,0,2
23,2016/2/3,712,7,1,2
24,2016/2/4,182,1,8,2
25,2016/2/5,418,4,1,8
26,2016/2/8,305,3,0,5
27,2016/2/9,344,3,4,4
28,2016/2/10,307,3,0,7
29,2016/2/11,136,1,3,6
30,2016/2/12,147,1,4,7
31,2016/2/15,886,8,8,6
32,2016/2/16,721,7,2,1
33,2016/2/17,92,0,9,2
34,2016/2/18,934,9,3,4
35,2016/2/19,55,0,5,5
36,2016/2/22,456,4,5,6
37,2016/2/23,908,9,0,8
38,2016/2/24,837,8,3,7
39,2016/2/25,878,8,7,8
40,2016/2/26,250,2,5,0
41,2016/2/29,311,3,1,1
42,2016/3/1,99,0,9,9
43,2016/3/2,927,9,2,7
44,2016/3/3,2,0,0,2
45,2016/3/4,201,2,0,1
46,2016/3/7,405,4,0,5
47,2016/3/8,500,5,0,0
48,2016/3/9,334,3,3,4
49,2016/3/10,244,2,4,4
50,2016/3/11,200,2,0,0
51,2016/3/14,426,4,2,6
52,2016/3/15,986,9,8,6
53,2016/3/16,937,9,3,7
54,2016/3/17,146,1,4,6
55,2016/3/18,213,2,1,3
56,2016/3/21,257,2,5,7
57,2016/3/22,187,1,8,7
58,2016/3/23,355,3,5,5
59,2016/3/24,207,2,0,7
60,2016/3/25,913,9,1,3
61,2016/3/28,457,4,5,7
62,2016/3/29,446,4,4,6
63,2016/3/30,622,6,2,2
64,2016/3/31,654,6,5,4
65,2016/4/1,375,3,7,5
66,2016/4/4,304,3,0,4
67,2016/4/5,602,6,0,2
68,2016/4/6,878,8,7,8
69,2016/4/7,65,0,6,5
70,2016/4/8,863,8,6,3
71,2016/4/11,900,9,0,0
72,2016/4/12,813,8,1,3
73,2016/4/13,763,7,6,3
74,2016/4/14,661,6,6,1
75,2016/4/15,836,8,3,6
76,2016/4/18,180,1,8,0
77,2016/4/19,230,2,3,0
78,2016/4/20,660,6,6,0
79,2016/4/21,603,6,0,3
80,2016/4/22,99,0,9,9
81,2016/4/25,188,1,8,8
82,2016/4/26,263,2,6,3
83,2016/4/27,962,9,6,2
84,2016/4/28,183,1,8,3
85,2016/4/29,183,1,8,3
86,2016/5/2,701,7,0,1
87,2016/5/3,732,7,3,2
88,2016/5/4,942,9,4,2
89,2016/5/5,987,9,8,7
90,2016/5/6,528,5,2,8
91,2016/5/9,468,4,6,8
92,2016/5/10,933,9,3,3
93,2016/5/11,511,5,1,1
94,2016/5/12,497,4,9,7
95,2016/5/13,339,3,3,9
96,2016/5/16,975,9,7,5
97,2016/5/17,750,7,5,0
98,2016/5/18,590,5,9,0
99,2016/5/19,237,2,3,7
100,2016/5/20,402,4,0,2
101,2016/5/23,985,9,8,5
102,2016/5/24,664,6,6,4
103,2016/5/25,70,0,7,0
104,2016/5/26,642,6,4,2
105,2016/5/27,271,2,7,1
106,2016/5/30,921,9,2,1
107,2016/5/31,397,3,9,7
108,2016/6/1,658,6,5,8
109,2016/6/2,256,2,5,6
110,2016/6/3,93,0,9,3
111,2016/6/6,617,6,1,7
112,2016/6/7,34,0,3,4
113,2016/6/8,262,2,6,2
114,2016/6/9,355,3,5,5
115,2016/6/10,809,8,0,9
116,2016/6/13,244,2,4,4
117,2016/6/14,543,5,4,3
118,2016/6/15,742,7,4,2
119,2016/6/16,370,3,7,0
120,2016/6/17,63,0,6,3
121,2016/6/20,724,7,2,4
122,2016/6/21,615,6,1,5
123,2016/6/22,125,1,2,5
124,2016/6/23,693,6,9,3
125,2016/6/24,88,0,8,8
126,2016/6/27,440,4,4,0
127,2016/6/28,546,5,4,6
128,2016/6/29,748,7,4,8
129,2016/6/30,602,6,0,2
130,2016/7/1,958,9,5,8
131,2016/7/4,728,7,2,8
132,2016/7/5,514,5,1,4
133,2016/7/6,510,5,1,0
134,2016/7/7,3,0,0,3
135,2016/7/8,443,4,4,3
136,2016/7/11,826,8,2,6
137,2016/7/12,716,7,1,6
138,2016/7/13,291,2,9,1
139,2016/7/14,1,0,0,1
140,2016/7/15,292,2,9,2
141,2016/7/18,914,9,1,4
142,2016/7/19,804,8,0,4
143,2016/7/20,451,4,5,1
144,2016/7/21,95,0,9,5
145,2016/7/22,141,1,4,1
146,2016/7/25,97,0,9,7
147,2016/7/26,356,3,5,6
148,2016/7/27,52,0,5,2
149,2016/7/28,47,0,4,7
150,2016/7/29,532,5,3,2
151,2016/8/1,806,8,0,6
152,2016/8/2,206,2,0,6
153,2016/8/3,308,3,0,8
154,2016/8/4,867,8,6,7
155,2016/8/5,623,6,2,3
156,2016/8/8,682,6,8,2
157,2016/8/9,58,0,5,8
158,2016/8/10,472,4,7,2
159,2016/8/11,67,0,6,7
160,2016/8/12,377,3,7,7
161,2016/8/15,367,3,6,7
162,2016/8/16,773,7,7,3
163,2016/8/17,1,0,0,1
164,2016/8/18,142,1,4,2
165,2016/8/19,768,7,6,8
166,2016/8/22,621,6,2,1
167,2016/8/23,695,6,9,5
168,2016/8/24,431,4,3,1
169,2016/8/25,111,1,1,1
170,2016/8/26,100,1,0,0
171,2016/8/29,595,5,9,5
172,2016/8/30,988,9,8,8
173,2016/8/31,103,1,0,3
174,2016/9/1,54,0,5,4
175,2016/9/2,284,2,8,4
176,2016/9/5,337,3,3,7
177,2016/9/6,509,5,0,9
178,2016/9/7,701,7,0,1
179,2016/9/8,346,3,4,6
180,2016/9/9,879,8,7,9
181,2016/9/12,450,4,5,0
182,2016/9/13,437,4,3,7
183,2016/9/14,927,9,2,7
184,2016/9/15,53,0,5,3
185,2016/9/16,804,8,0,4
186,2016/9/19,470,4,7,0
187,2016/9/20,401,4,0,1
188,2016/9/21,211,2,1,1
189,2016/9/22,373,3,7,3
190,2016/9/23,947,9,4,7
191,2016/9/26,545,5,4,5
192,2016/9/27,237,2,3,7
193,2016/9/28,139,1,3,9
194,2016/9/29,161,1,6,1
195,2016/9/30,719,7,1,9
196,2016/10/3,636,6,3,6
197,2016/10/4,167,1,6,7
198,2016/10/5,861,8,6,1
199,2016/10/6,787,7,8,7
200,2016/10/7,316,3,1,6
201,2016/10/10,657,6,5,7
202,2016/10/11,480,4,8,0
203,2016/10/12,829,8,2,9
204,2016/10/13,662,6,6,2
205,2016/10/14,271,2,7,1
206,2016/10/17,946,9,4,6
207,2016/10/18,410,4,1,0
208,2016/10/19,774,7,7,4
209,2016/10/20,693,6,9,3
210,2016/10/21,471,4,7,1
211,2016/10/24,217,2,1,7
212,2016/10/25,111,1,1,1
213,2016/10/26,90,0,9,0
214,2016/10/27,640,6,4,0
215,2016/10/28,568,5,6,8
