No,date,Lottery_result,hundreds_place,tens_place,ones_place
1,2015/1/5,25,0,2,5
2,2015/1/6,202,2,0,2
3,2015/1/7,826,8,2,6
4,2015/1/8,211,2,1,1
5,2015/1/9,31,0,3,1
6,2015/1/12,763,7,6,3
7,2015/1/13,836,8,3,6
8,2015/1/14,271,2,7,1
9,2015/1/15,765,7,6,5
10,2015/1/16,48,0,4,8
11,2015/1/19,222,2,2,2
12,2015/1/20,597,5,9,7
13,2015/1/21,772,7,7,2
14,2015/1/22,849,8,4,9
15,2015/1/23,432,4,3,2
16,2015/1/26,996,9,9,6
17,2015/1/27,722,7,2,2
18,2015/1/28,740,7,4,0
19,2015/1/29,809,8,0,9
20,2015/1/30,355,3,5,5
21,2015/2/2,192,1,9,2
22,2015/2/3,250,2,5,0
23,2015/2/4,365,3,6,5
24,2015/2/5,690,6,9,0
25,2015/2/6,201,2,0,1
26,2015/2/9,377,3,7,7
27,2015/2/10,583,5,8,3
28,2015/2/11,266,2,6,6
29,2015/2/12,349,3,4,9
30,2015/2/13,539,5,3,9
31,2015/2/16,202,2,0,2
32,2015/2/17,845,8,4,5
33,2015/2/18,682,6,8,2
34,2015/2/19,521,5,2,1
35,2015/2/20,829,8,2,9
36,2015/2/23,618,6,1,8
37,2015/2/24,904,9,0,4
38,2015/2/25,824,8,2,4
39,2015/2/26,574,5,7,4
40,2015/2/27,311,3,1,1
41,2015/3/2,161,1,6,1
42,2015/3/3,462,4,6,2
43,2015/3/4,227,2,2,7
44,2015/3/5,751,7,5,1
45,2015/3/6,526,5,2,6
46,2015/3/9,862,8,6,2
47,2015/3/10,100,1,0,0
48,2015/3/11,623,6,2,3
49,2015/3/12,553,5,5,3
50,2015/3/13,302,3,0,2
51,2015/3/16,813,8,1,3
52,2015/3/17,607,6,0,7
53,2015/3/18,944,9,4,4
54,2015/3/19,339,3,3,9
55,2015/3/20,663,6,6,3
56,2015/3/23,11,0,1,1
57,2015/3/24,245,2,4,5
58,2015/3/25,427,4,2,7
59,2015/3/26,908,9,0,8
60,2015/3/27,928,9,2,8
61,2015/3/30,187,1,8,7
62,2015/3/31,7,0,0,7
63,2015/4/1,336,3,3,6
64,2015/4/2,677,6,7,7
65,2015/4/3,845,8,4,5
66,2015/4/6,159,1,5,9
67,2015/4/7,589,5,8,9
68,2015/4/8,521,5,2,1
69,2015/4/9,988,9,8,8
70,2015/4/10,658,6,5,8
71,2015/4/13,507,5,0,7
72,2015/4/14,986,9,8,6
73,2015/4/15,675,6,7,5
74,2015/4/16,9,0,0,9
75,2015/4/17,348,3,4,8
76,2015/4/20,164,1,6,4
77,2015/4/21,222,2,2,2
78,2015/4/22,220,2,2,0
79,2015/4/23,81,0,8,1
80,2015/4/24,153,1,5,3
81,2015/4/27,190,1,9,0
82,2015/4/28,450,4,5,0
83,2015/4/29,899,8,9,9
84,2015/4/30,242,2,4,2
85,2015/5/1,897,8,9,7
86,2015/5/4,636,6,3,6
87,2015/5/5,856,8,5,6
88,2015/5/6,906,9,0,6
89,2015/5/7,905,9,0,5
90,2015/5/8,440,4,4,0
91,2015/5/11,356,3,5,6
92,2015/5/12,800,8,0,0
93,2015/5/13,595,5,9,5
94,2015/5/14,361,3,6,1
95,2015/5/15,735,7,3,5
96,2015/5/18,991,9,9,1
97,2015/5/19,433,4,3,3
98,2015/5/20,576,5,7,6
99,2015/5/21,934,9,3,4
100,2015/5/22,977,9,7,7
101,2015/5/25,362,3,6,2
102,2015/5/26,166,1,6,6
103,2015/5/27,309,3,0,9
104,2015/5/28,384,3,8,4
105,2015/5/29,778,7,7,8
106,2015/6/1,465,4,6,5
107,2015/6/2,641,6,4,1
108,2015/6/3,537,5,3,7
109,2015/6/4,858,8,5,8
110,2015/6/5,191,1,9,1
111,2015/6/8,81,0,8,1
112,2015/6/9,240,2,4,0
113,2015/6/10,455,4,5,5
114,2015/6/11,402,4,0,2
115,2015/6/12,549,5,4,9
116,2015/6/15,690,6,9,0
117,2015/6/16,589,5,8,9
118,2015/6/17,451,4,5,1
119,2015/6/18,313,3,1,3
120,2015/6/19,258,2,5,8
121,2015/6/22,880,8,8,0
122,2015/6/23,454,4,5,4
123,2015/6/24,691,6,9,1
124,2015/6/25,885,8,8,5
125,2015/6/26,86,0,8,6
126,2015/6/29,319,3,1,9
127,2015/6/30,686,6,8,6
128,2015/7/1,470,4,7,0
129,2015/7/2,516,5,1,6
130,2015/7/3,447,4,4,7
131,2015/7/6,174,1,7,4
132,2015/7/7,97,0,9,7
133,2015/7/8,583,5,8,3
134,2015/7/9,590,5,9,0
135,2015/7/10,818,8,1,8
136,2015/7/13,721,7,2,1
137,2015/7/14,279,2,7,9
138,2015/7/15,23,0,2,3
139,2015/7/16,334,3,3,4
140,2015/7/17,598,5,9,8
141,2015/7/20,844,8,4,4
142,2015/7/21,895,8,9,5
143,2015/7/22,13,0,1,3
144,2015/7/23,300,3,0,0
145,2015/7/24,468,4,6,8
146,2015/7/27,287,2,8,7
147,2015/7/28,80,0,8,0
148,2015/7/29,461,4,6,1
149,2015/7/30,409,4,0,9
150,2015/7/31,4,0,0,4
151,2015/8/3,336,3,3,6
152,2015/8/4,907,9,0,7
153,2015/8/5,275,2,7,5
154,2015/8/6,426,4,2,6
155,2015/8/7,802,8,0,2
156,2015/8/10,567,5,6,7
157,2015/8/11,419,4,1,9
158,2015/8/12,119,1,1,9
159,2015/8/13,809,8,0,9
160,2015/8/14,859,8,5,9
161,2015/8/17,507,5,0,7
162,2015/8/18,978,9,7,8
163,2015/8/19,580,5,8,0
164,2015/8/20,214,2,1,4
165,2015/8/21,372,3,7,2
166,2015/8/24,315,3,1,5
167,2015/8/25,282,2,8,2
168,2015/8/26,920,9,2,0
169,2015/8/27,778,7,7,8
170,2015/8/28,169,1,6,9
171,2015/8/31,763,7,6,3
172,2015/9/1,104,1,0,4
173,2015/9/2,787,7,8,7
174,2015/9/3,890,8,9,0
175,2015/9/4,489,4,8,9
176,2015/9/7,678,6,7,8
177,2015/9/8,423,4,2,3
178,2015/9/9,896,8,9,6
179,2015/9/10,468,4,6,8
180,2015/9/11,549,5,4,9
181,2015/9/14,820,8,2,0
182,2015/9/15,759,7,5,9
183,2015/9/16,117,1,1,7
184,2015/9/17,306,3,0,6
185,2015/9/18,302,3,0,2
186,2015/9/21,243,2,4,3
187,2015/9/22,264,2,6,4
188,2015/9/23,144,1,4,4
189,2015/9/24,924,9,2,4
190,2015/9/25,792,7,9,2
191,2015/9/28,191,1,9,1
192,2015/9/29,166,1,6,6
193,2015/9/30,945,9,4,5
194,2015/10/1,203,2,0,3
195,2015/10/2,468,4,6,8
196,2015/10/5,173,1,7,3
197,2015/10/6,524,5,2,4
198,2015/10/7,425,4,2,5
199,2015/10/8,321,3,2,1
200,2015/10/9,658,6,5,8
201,2015/10/12,185,1,8,5
202,2015/10/13,418,4,1,8
203,2015/10/14,119,1,1,9
204,2015/10/15,288,2,8,8
205,2015/10/16,503,5,0,3
206,2015/10/19,363,3,6,3
207,2015/10/20,504,5,0,4
208,2015/10/21,458,4,5,8
209,2015/10/22,396,3,9,6
210,2015/10/23,686,6,8,6
211,2015/10/26,370,3,7,0
212,2015/10/27,906,9,0,6
213,2015/10/28,49,0,4,9
214,2015/10/29,118,1,1,8
215,2015/10/30,394,3,9,4
216,2015/11/2,675,6,7,5
217,2015/11/3,230,2,3,0
218,2015/11/4,675,6,7,5
219,2015/11/5,715,7,1,5
220,2015/11/6,220,2,2,0
221,2015/11/9,708,7,0,8
222,2015/11/10,945,9,4,5
223,2015/11/11,493,4,9,3
224,2015/11/12,711,7,1,1
225,2015/11/13,50,0,5,0
226,2015/11/16,305,3,0,5
227,2015/11/17,757,7,5,7
228,2015/11/18,414,4,1,4
229,2015/11/19,161,1,6,1
230,2015/11/20,851,8,5,1
231,2015/11/23,359,3,5,9
232,2015/11/24,691,6,9,1
233,2015/11/25,748,7,4,8
234,2015/11/26,895,8,9,5
235,2015/11/27,372,3,7,2
236,2015/11/30,547,5,4,7
237,2015/12/1,784,7,8,4
238,2015/12/2,999,9,9,9
239,2015/12/3,422,4,2,2
240,2015/12/4,192,1,9,2
241,2015/12/7,429,4,2,9
242,2015/12/8,368,3,6,8
243,2015/12/9,687,6,8,7
244,2015/12/10,336,3,3,6
245,2015/12/11,332,3,3,2
246,2015/12/14,671,6,7,1
247,2015/12/15,484,4,8,4
248,2015/12/16,166,1,6,6
249,2015/12/17,308,3,0,8
250,2015/12/18,966,9,6,6
251,2015/12/21,530,5,3,0
252,2015/12/22,454,4,5,4
253,2015/12/23,447,4,4,7
254,2015/12/24,187,1,8,7
255,2015/12/25,166,1,6,6
256,2015/12/28,549,5,4,9
257,2015/12/29,710,7,1,0
258,2015/12/30,350,3,5,0
