No,date,Lottery_result,hundreds_place,tens_place,ones_place
1,1997/1/7,112,1,1,2
2,1997/1/10,514,5,1,4
3,1997/1/14,227,2,2,7
4,1997/1/17,333,3,3,3
5,1997/1/21,466,4,6,6
6,1997/1/24,751,7,5,1
7,1997/1/28,952,9,5,2
8,1997/1/31,188,1,8,8
9,1997/2/4,14,0,1,4
10,1997/2/7,409,4,0,9
11,1997/2/11,383,3,8,3
12,1997/2/14,523,5,2,3
13,1997/2/18,945,9,4,5
14,1997/2/21,65,0,6,5
15,1997/2/25,317,3,1,7
16,1997/2/28,582,5,8,2
17,1997/3/4,830,8,3,0
18,1997/3/7,648,6,4,8
19,1997/3/11,414,4,1,4
20,1997/3/14,741,7,4,1
21,1997/3/18,229,2,2,9
22,1997/3/21,400,4,0,0
23,1997/3/25,66,0,6,6
24,1997/3/28,608,6,0,8
25,1997/4/1,140,1,4,0
26,1997/4/4,827,8,2,7
27,1997/4/8,593,5,9,3
28,1997/4/11,537,5,3,7
29,1997/4/15,193,1,9,3
30,1997/4/18,624,6,2,4
31,1997/4/22,180,1,8,0
32,1997/4/25,227,2,2,7
33,1997/4/29,4,0,0,4
34,1997/5/2,616,6,1,6
35,1997/5/6,238,2,3,8
36,1997/5/9,770,7,7,0
37,1997/5/13,88,0,8,8
38,1997/5/16,935,9,3,5
39,1997/5/20,447,4,4,7
40,1997/5/23,216,2,1,6
41,1997/5/27,61,0,6,1
42,1997/5/30,596,5,9,6
43,1997/6/3,42,0,4,2
44,1997/6/6,839,8,3,9
45,1997/6/10,362,3,6,2
46,1997/6/13,928,9,2,8
47,1997/6/17,972,9,7,2
48,1997/6/20,93,0,9,3
49,1997/6/24,24,0,2,4
50,1997/6/27,782,7,8,2
51,1997/7/1,793,7,9,3
52,1997/7/4,823,8,2,3
53,1997/7/8,783,7,8,3
54,1997/7/11,526,5,2,6
55,1997/7/15,854,8,5,4
56,1997/7/18,806,8,0,6
57,1997/7/22,385,3,8,5
58,1997/7/25,632,6,3,2
59,1997/7/29,877,8,7,7
60,1997/8/1,891,8,9,1
61,1997/8/5,326,3,2,6
62,1997/8/8,907,9,0,7
63,1997/8/12,743,7,4,3
64,1997/8/15,940,9,4,0
65,1997/8/19,588,5,8,8
66,1997/8/22,760,7,6,0
67,1997/8/26,272,2,7,2
68,1997/8/29,925,9,2,5
69,1997/9/2,144,1,4,4
70,1997/9/5,838,8,3,8
71,1997/9/9,167,1,6,7
72,1997/9/12,85,0,8,5
73,1997/9/16,737,7,3,7
74,1997/9/19,663,6,6,3
75,1997/9/23,107,1,0,7
76,1997/9/26,75,0,7,5
77,1997/9/30,880,8,8,0
78,1997/10/3,144,1,4,4
79,1997/10/6,104,1,0,4
80,1997/10/8,155,1,5,5
81,1997/10/10,126,1,2,6
82,1997/10/13,330,3,3,0
83,1997/10/15,1,0,0,1
84,1997/10/17,497,4,9,7
85,1997/10/20,399,3,9,9
86,1997/10/22,367,3,6,7
87,1997/10/24,748,7,4,8
88,1997/10/27,690,6,9,0
89,1997/10/29,519,5,1,9
90,1997/10/31,777,7,7,7
91,1997/11/3,575,5,7,5
92,1997/11/5,104,1,0,4
93,1997/11/7,68,0,6,8
94,1997/11/10,69,0,6,9
95,1997/11/12,242,2,4,2
96,1997/11/14,137,1,3,7
97,1997/11/17,218,2,1,8
98,1997/11/19,190,1,9,0
99,1997/11/21,537,5,3,7
100,1997/11/24,395,3,9,5
101,1997/11/26,598,5,9,8
102,1997/11/28,429,4,2,9
103,1997/12/1,64,0,6,4
104,1997/12/3,375,3,7,5
105,1997/12/5,805,8,0,5
106,1997/12/8,531,5,3,1
107,1997/12/10,930,9,3,0
108,1997/12/12,980,9,8,0
109,1997/12/15,736,7,3,6
110,1997/12/17,543,5,4,3
111,1997/12/19,179,1,7,9
112,1997/12/22,196,1,9,6
113,1997/12/24,167,1,6,7
114,1997/12/26,238,2,3,8
115,1997/12/29,480,4,8,0
