No,date,Lottery_result,hundreds_place,tens_place,ones_place
1,2000/1/5,584,5,8,4
2,2000/1/7,732,7,3,2
3,2000/1/10,175,1,7,5
4,2000/1/12,44,0,4,4
5,2000/1/14,282,2,8,2
6,2000/1/17,969,9,6,9
7,2000/1/19,345,3,4,5
8,2000/1/21,258,2,5,8
9,2000/1/24,37,0,3,7
10,2000/1/26,507,5,0,7
11,2000/1/28,798,7,9,8
12,2000/1/31,28,0,2,8
13,2000/2/2,959,9,5,9
14,2000/2/4,553,5,5,3
15,2000/2/7,649,6,4,9
16,2000/2/9,875,8,7,5
17,2000/2/11,81,0,8,1
18,2000/2/14,646,6,4,6
19,2000/2/16,70,0,7,0
20,2000/2/18,195,1,9,5
21,2000/2/21,297,2,9,7
22,2000/2/23,277,2,7,7
23,2000/2/25,943,9,4,3
24,2000/2/28,157,1,5,7
25,2000/3/1,367,3,6,7
26,2000/3/3,811,8,1,1
27,2000/3/6,682,6,8,2
28,2000/3/8,916,9,1,6
29,2000/3/10,385,3,8,5
30,2000/3/13,478,4,7,8
31,2000/3/15,944,9,4,4
32,2000/3/17,830,8,3,0
33,2000/3/20,68,0,6,8
34,2000/3/22,628,6,2,8
35,2000/3/24,261,2,6,1
36,2000/3/27,277,2,7,7
37,2000/3/29,503,5,0,3
38,2000/3/31,973,9,7,3
39,2000/4/3,632,6,3,2
40,2000/4/5,715,7,1,5
41,2000/4/7,947,9,4,7
42,2000/4/10,790,7,9,0
43,2000/4/12,751,7,5,1
44,2000/4/14,232,2,3,2
45,2000/4/17,42,0,4,2
46,2000/4/19,274,2,7,4
47,2000/4/21,132,1,3,2
48,2000/4/24,548,5,4,8
49,2000/4/26,94,0,9,4
50,2000/4/28,900,9,0,0
51,2000/5/1,797,7,9,7
52,2000/5/3,3,0,0,3
53,2000/5/5,971,9,7,1
54,2000/5/8,907,9,0,7
55,2000/5/10,278,2,7,8
56,2000/5/12,232,2,3,2
57,2000/5/15,883,8,8,3
58,2000/5/17,993,9,9,3
59,2000/5/19,424,4,2,4
60,2000/5/22,869,8,6,9
61,2000/5/24,94,0,9,4
62,2000/5/26,948,9,4,8
63,2000/5/29,851,8,5,1
64,2000/5/31,337,3,3,7
65,2000/6/2,762,7,6,2
66,2000/6/5,114,1,1,4
67,2000/6/7,755,7,5,5
68,2000/6/9,428,4,2,8
69,2000/6/12,620,6,2,0
70,2000/6/14,943,9,4,3
71,2000/6/16,40,0,4,0
72,2000/6/19,469,4,6,9
73,2000/6/21,743,7,4,3
74,2000/6/23,241,2,4,1
75,2000/6/26,234,2,3,4
76,2000/6/28,217,2,1,7
77,2000/6/30,889,8,8,9
78,2000/7/3,214,2,1,4
79,2000/7/5,739,7,3,9
80,2000/7/7,376,3,7,6
81,2000/7/10,397,3,9,7
82,2000/7/12,629,6,2,9
83,2000/7/14,125,1,2,5
84,2000/7/17,743,7,4,3
85,2000/7/19,189,1,8,9
86,2000/7/21,974,9,7,4
87,2000/7/24,808,8,0,8
88,2000/7/26,715,7,1,5
89,2000/7/28,179,1,7,9
90,2000/7/31,496,4,9,6
91,2000/8/2,610,6,1,0
92,2000/8/4,603,6,0,3
93,2000/8/7,821,8,2,1
94,2000/8/9,65,0,6,5
95,2000/8/11,918,9,1,8
96,2000/8/14,602,6,0,2
97,2000/8/16,54,0,5,4
98,2000/8/18,286,2,8,6
99,2000/8/21,854,8,5,4
100,2000/8/23,946,9,4,6
101,2000/8/25,31,0,3,1
102,2000/8/28,134,1,3,4
103,2000/8/30,831,8,3,1
104,2000/9/1,617,6,1,7
105,2000/9/4,920,9,2,0
106,2000/9/6,912,9,1,2
107,2000/9/8,266,2,6,6
108,2000/9/11,370,3,7,0
109,2000/9/13,208,2,0,8
110,2000/9/15,307,3,0,7
111,2000/9/18,982,9,8,2
112,2000/9/20,386,3,8,6
113,2000/9/22,375,3,7,5
114,2000/9/25,88,0,8,8
115,2000/9/27,548,5,4,8
116,2000/9/29,699,6,9,9
117,2000/10/2,805,8,0,5
118,2000/10/4,804,8,0,4
119,2000/10/6,610,6,1,0
120,2000/10/9,94,0,9,4
121,2000/10/11,117,1,1,7
122,2000/10/13,835,8,3,5
123,2000/10/16,618,6,1,8
124,2000/10/18,192,1,9,2
125,2000/10/20,220,2,2,0
126,2000/10/23,325,3,2,5
127,2000/10/25,522,5,2,2
128,2000/10/27,574,5,7,4
129,2000/10/30,811,8,1,1
130,2000/11/1,80,0,8,0
131,2000/11/3,923,9,2,3
132,2000/11/6,302,3,0,2
133,2000/11/8,237,2,3,7
134,2000/11/10,226,2,2,6
135,2000/11/13,167,1,6,7
136,2000/11/15,33,0,3,3
137,2000/11/17,472,4,7,2
138,2000/11/20,14,0,1,4
139,2000/11/22,924,9,2,4
140,2000/11/24,703,7,0,3
141,2000/11/27,908,9,0,8
142,2000/11/29,160,1,6,0
143,2000/12/1,221,2,2,1
144,2000/12/4,433,4,3,3
145,2000/12/6,787,7,8,7
146,2000/12/8,807,8,0,7
147,2000/12/11,552,5,5,2
148,2000/12/13,220,2,2,0
149,2000/12/15,685,6,8,5
150,2000/12/18,199,1,9,9
151,2000/12/20,461,4,6,1
152,2000/12/22,360,3,6,0
153,2000/12/25,418,4,1,8
154,2000/12/27,477,4,7,7
155,2000/12/29,953,9,5,3
