No,date,Lottery_result,hundreds_place,tens_place,ones_place
1,1998/1/5,950,9,5,0
2,1998/1/7,551,5,5,1
3,1998/1/9,632,6,3,2
4,1998/1/12,704,7,0,4
5,1998/1/14,152,1,5,2
6,1998/1/16,992,9,9,2
7,1998/1/19,259,2,5,9
8,1998/1/21,686,6,8,6
9,1998/1/23,997,9,9,7
10,1998/1/26,35,0,3,5
11,1998/1/28,513,5,1,3
12,1998/1/30,0,0,0,0
13,1998/2/2,718,7,1,8
14,1998/2/4,394,3,9,4
15,1998/2/6,431,4,3,1
16,1998/2/9,638,6,3,8
17,1998/2/11,417,4,1,7
18,1998/2/13,38,0,3,8
19,1998/2/16,996,9,9,6
20,1998/2/18,750,7,5,0
21,1998/2/20,487,4,8,7
22,1998/2/23,852,8,5,2
23,1998/2/25,756,7,5,6
24,1998/2/27,469,4,6,9
25,1998/3/2,277,2,7,7
26,1998/3/4,965,9,6,5
27,1998/3/6,965,9,6,5
28,1998/3/9,640,6,4,0
29,1998/3/11,458,4,5,8
30,1998/3/13,908,9,0,8
31,1998/3/16,887,8,8,7
32,1998/3/18,841,8,4,1
33,1998/3/20,778,7,7,8
34,1998/3/23,805,8,0,5
35,1998/3/25,135,1,3,5
36,1998/3/27,91,0,9,1
37,1998/3/30,798,7,9,8
38,1998/4/1,202,2,0,2
39,1998/4/3,417,4,1,7
40,1998/4/6,409,4,0,9
41,1998/4/8,994,9,9,4
42,1998/4/10,274,2,7,4
43,1998/4/13,155,1,5,5
44,1998/4/15,75,0,7,5
45,1998/4/17,649,6,4,9
46,1998/4/20,820,8,2,0
47,1998/4/22,885,8,8,5
48,1998/4/24,606,6,0,6
49,1998/4/27,81,0,8,1
50,1998/4/29,690,6,9,0
51,1998/5/1,332,3,3,2
52,1998/5/4,578,5,7,8
53,1998/5/6,396,3,9,6
54,1998/5/8,227,2,2,7
55,1998/5/11,275,2,7,5
56,1998/5/13,956,9,5,6
57,1998/5/15,66,0,6,6
58,1998/5/18,426,4,2,6
59,1998/5/20,29,0,2,9
60,1998/5/22,729,7,2,9
61,1998/5/25,440,4,4,0
62,1998/5/27,963,9,6,3
63,1998/5/29,345,3,4,5
64,1998/6/1,274,2,7,4
65,1998/6/3,816,8,1,6
66,1998/6/5,596,5,9,6
67,1998/6/8,354,3,5,4
68,1998/6/10,58,0,5,8
69,1998/6/12,431,4,3,1
70,1998/6/15,109,1,0,9
71,1998/6/17,891,8,9,1
72,1998/6/19,222,2,2,2
73,1998/6/22,42,0,4,2
74,1998/6/24,237,2,3,7
75,1998/6/26,400,4,0,0
76,1998/6/29,866,8,6,6
77,1998/7/1,636,6,3,6
78,1998/7/3,514,5,1,4
79,1998/7/6,910,9,1,0
80,1998/7/8,737,7,3,7
81,1998/7/10,834,8,3,4
82,1998/7/13,1,0,0,1
83,1998/7/15,371,3,7,1
84,1998/7/17,429,4,2,9
85,1998/7/20,723,7,2,3
86,1998/7/22,427,4,2,7
87,1998/7/24,402,4,0,2
88,1998/7/27,495,4,9,5
89,1998/7/29,367,3,6,7
90,1998/7/31,43,0,4,3
91,1998/8/3,535,5,3,5
92,1998/8/5,618,6,1,8
93,1998/8/7,159,1,5,9
94,1998/8/10,512,5,1,2
95,1998/8/12,641,6,4,1
96,1998/8/14,652,6,5,2
97,1998/8/17,219,2,1,9
98,1998/8/19,163,1,6,3
99,1998/8/21,255,2,5,5
100,1998/8/24,698,6,9,8
101,1998/8/26,161,1,6,1
102,1998/8/28,244,2,4,4
103,1998/8/31,727,7,2,7
104,1998/9/2,235,2,3,5
105,1998/9/4,605,6,0,5
106,1998/9/7,520,5,2,0
107,1998/9/9,196,1,9,6
108,1998/9/11,174,1,7,4
109,1998/9/14,198,1,9,8
110,1998/9/16,107,1,0,7
111,1998/9/18,87,0,8,7
112,1998/9/21,531,5,3,1
113,1998/9/23,453,4,5,3
114,1998/9/25,785,7,8,5
115,1998/9/28,48,0,4,8
116,1998/9/30,33,0,3,3
117,1998/10/2,423,4,2,3
118,1998/10/5,666,6,6,6
119,1998/10/7,102,1,0,2
120,1998/10/9,713,7,1,3
121,1998/10/12,612,6,1,2
122,1998/10/14,887,8,8,7
123,1998/10/16,189,1,8,9
124,1998/10/19,383,3,8,3
125,1998/10/21,620,6,2,0
126,1998/10/23,150,1,5,0
127,1998/10/26,190,1,9,0
128,1998/10/28,292,2,9,2
129,1998/10/30,994,9,9,4
130,1998/11/2,86,0,8,6
131,1998/11/4,95,0,9,5
132,1998/11/6,256,2,5,6
133,1998/11/9,882,8,8,2
134,1998/11/11,687,6,8,7
135,1998/11/13,949,9,4,9
136,1998/11/16,577,5,7,7
137,1998/11/18,301,3,0,1
138,1998/11/20,616,6,1,6
139,1998/11/23,407,4,0,7
140,1998/11/25,41,0,4,1
141,1998/11/27,583,5,8,3
142,1998/11/30,111,1,1,1
143,1998/12/2,498,4,9,8
144,1998/12/4,277,2,7,7
145,1998/12/7,962,9,6,2
146,1998/12/9,335,3,3,5
147,1998/12/11,550,5,5,0
148,1998/12/14,818,8,1,8
149,1998/12/16,75,0,7,5
150,1998/12/18,899,8,9,9
151,1998/12/21,485,4,8,5
152,1998/12/23,932,9,3,2
153,1998/12/25,856,8,5,6
154,1998/12/28,115,1,1,5
155,1998/12/30,618,6,1,8
