No,date,Lottery_result,hundreds_place,tens_place,ones_place
1,2009/1/5,534,5,3,4
2,2009/1/6,799,7,9,9
3,2009/1/7,797,7,9,7
4,2009/1/8,724,7,2,4
5,2009/1/9,685,6,8,5
6,2009/1/12,328,3,2,8
7,2009/1/13,1,0,0,1
8,2009/1/14,243,2,4,3
9,2009/1/15,715,7,1,5
10,2009/1/16,308,3,0,8
11,2009/1/19,233,2,3,3
12,2009/1/20,776,7,7,6
13,2009/1/21,828,8,2,8
14,2009/1/22,614,6,1,4
15,2009/1/23,593,5,9,3
16,2009/1/26,509,5,0,9
17,2009/1/27,762,7,6,2
18,2009/1/28,826,8,2,6
19,2009/1/29,845,8,4,5
20,2009/1/30,631,6,3,1
21,2009/2/2,412,4,1,2
22,2009/2/3,461,4,6,1
23,2009/2/4,434,4,3,4
24,2009/2/5,573,5,7,3
25,2009/2/6,147,1,4,7
26,2009/2/9,69,0,6,9
27,2009/2/10,320,3,2,0
28,2009/2/11,776,7,7,6
29,2009/2/12,319,3,1,9
30,2009/2/13,31,0,3,1
31,2009/2/16,529,5,2,9
32,2009/2/17,648,6,4,8
33,2009/2/18,134,1,3,4
34,2009/2/19,133,1,3,3
35,2009/2/20,70,0,7,0
36,2009/2/23,484,4,8,4
37,2009/2/24,686,6,8,6
38,2009/2/25,787,7,8,7
39,2009/2/26,788,7,8,8
40,2009/2/27,660,6,6,0
41,2009/3/2,596,5,9,6
42,2009/3/3,403,4,0,3
43,2009/3/4,660,6,6,0
44,2009/3/5,11,0,1,1
45,2009/3/6,992,9,9,2
46,2009/3/9,779,7,7,9
47,2009/3/10,481,4,8,1
48,2009/3/11,814,8,1,4
49,2009/3/12,571,5,7,1
50,2009/3/13,195,1,9,5
51,2009/3/16,404,4,0,4
52,2009/3/17,828,8,2,8
53,2009/3/18,118,1,1,8
54,2009/3/19,586,5,8,6
55,2009/3/20,50,0,5,0
56,2009/3/23,611,6,1,1
57,2009/3/24,445,4,4,5
58,2009/3/25,753,7,5,3
59,2009/3/26,667,6,6,7
60,2009/3/27,117,1,1,7
61,2009/3/30,413,4,1,3
62,2009/3/31,566,5,6,6
63,2009/4/1,597,5,9,7
64,2009/4/2,308,3,0,8
65,2009/4/3,477,4,7,7
66,2009/4/6,890,8,9,0
67,2009/4/7,283,2,8,3
68,2009/4/8,472,4,7,2
69,2009/4/9,169,1,6,9
70,2009/4/10,400,4,0,0
71,2009/4/13,910,9,1,0
72,2009/4/14,396,3,9,6
73,2009/4/15,401,4,0,1
74,2009/4/16,870,8,7,0
75,2009/4/17,925,9,2,5
76,2009/4/20,125,1,2,5
77,2009/4/21,397,3,9,7
78,2009/4/22,315,3,1,5
79,2009/4/23,916,9,1,6
80,2009/4/24,179,1,7,9
81,2009/4/27,938,9,3,8
82,2009/4/28,263,2,6,3
83,2009/4/29,943,9,4,3
84,2009/4/30,124,1,2,4
85,2009/5/1,775,7,7,5
86,2009/5/4,714,7,1,4
87,2009/5/5,967,9,6,7
88,2009/5/6,401,4,0,1
89,2009/5/7,972,9,7,2
90,2009/5/8,183,1,8,3
91,2009/5/11,637,6,3,7
92,2009/5/12,713,7,1,3
93,2009/5/13,117,1,1,7
94,2009/5/14,769,7,6,9
95,2009/5/15,948,9,4,8
96,2009/5/18,854,8,5,4
97,2009/5/19,23,0,2,3
98,2009/5/20,748,7,4,8
99,2009/5/21,125,1,2,5
100,2009/5/22,87,0,8,7
101,2009/5/25,869,8,6,9
102,2009/5/26,870,8,7,0
103,2009/5/27,412,4,1,2
104,2009/5/28,114,1,1,4
105,2009/5/29,227,2,2,7
106,2009/6/1,108,1,0,8
107,2009/6/2,679,6,7,9
108,2009/6/3,643,6,4,3
109,2009/6/4,109,1,0,9
110,2009/6/5,617,6,1,7
111,2009/6/8,831,8,3,1
112,2009/6/9,668,6,6,8
113,2009/6/10,207,2,0,7
114,2009/6/11,47,0,4,7
115,2009/6/12,569,5,6,9
116,2009/6/15,759,7,5,9
117,2009/6/16,613,6,1,3
118,2009/6/17,275,2,7,5
119,2009/6/18,308,3,0,8
120,2009/6/19,354,3,5,4
121,2009/6/22,619,6,1,9
122,2009/6/23,875,8,7,5
123,2009/6/24,996,9,9,6
124,2009/6/25,406,4,0,6
125,2009/6/26,524,5,2,4
126,2009/6/29,209,2,0,9
127,2009/6/30,536,5,3,6
128,2009/7/1,934,9,3,4
129,2009/7/2,66,0,6,6
130,2009/7/3,175,1,7,5
131,2009/7/6,814,8,1,4
132,2009/7/7,548,5,4,8
133,2009/7/8,974,9,7,4
134,2009/7/9,819,8,1,9
135,2009/7/10,818,8,1,8
136,2009/7/13,658,6,5,8
137,2009/7/14,466,4,6,6
138,2009/7/15,183,1,8,3
139,2009/7/16,781,7,8,1
140,2009/7/17,613,6,1,3
141,2009/7/20,381,3,8,1
142,2009/7/21,605,6,0,5
143,2009/7/22,923,9,2,3
144,2009/7/23,422,4,2,2
145,2009/7/24,891,8,9,1
146,2009/7/27,89,0,8,9
147,2009/7/28,195,1,9,5
148,2009/7/29,166,1,6,6
149,2009/7/30,222,2,2,2
150,2009/7/31,236,2,3,6
151,2009/8/3,70,0,7,0
152,2009/8/4,156,1,5,6
153,2009/8/5,809,8,0,9
154,2009/8/6,196,1,9,6
155,2009/8/7,395,3,9,5
156,2009/8/10,878,8,7,8
157,2009/8/11,992,9,9,2
158,2009/8/12,711,7,1,1
159,2009/8/13,733,7,3,3
160,2009/8/14,40,0,4,0
161,2009/8/17,259,2,5,9
162,2009/8/18,382,3,8,2
163,2009/8/19,248,2,4,8
164,2009/8/20,271,2,7,1
165,2009/8/21,376,3,7,6
166,2009/8/24,436,4,3,6
167,2009/8/25,420,4,2,0
168,2009/8/26,824,8,2,4
169,2009/8/27,434,4,3,4
170,2009/8/28,565,5,6,5
171,2009/8/31,935,9,3,5
172,2009/9/1,298,2,9,8
173,2009/9/2,130,1,3,0
174,2009/9/3,805,8,0,5
175,2009/9/4,507,5,0,7
176,2009/9/7,129,1,2,9
177,2009/9/8,833,8,3,3
178,2009/9/9,760,7,6,0
179,2009/9/10,469,4,6,9
180,2009/9/11,977,9,7,7
181,2009/9/14,584,5,8,4
182,2009/9/15,336,3,3,6
183,2009/9/16,624,6,2,4
184,2009/9/17,834,8,3,4
185,2009/9/18,32,0,3,2
186,2009/9/21,799,7,9,9
187,2009/9/22,728,7,2,8
188,2009/9/23,565,5,6,5
189,2009/9/24,446,4,4,6
190,2009/9/25,225,2,2,5
191,2009/9/28,545,5,4,5
192,2009/9/29,76,0,7,6
193,2009/9/30,368,3,6,8
194,2009/10/1,341,3,4,1
195,2009/10/2,684,6,8,4
196,2009/10/5,853,8,5,3
197,2009/10/6,943,9,4,3
198,2009/10/7,280,2,8,0
199,2009/10/8,493,4,9,3
200,2009/10/9,145,1,4,5
201,2009/10/12,721,7,2,1
202,2009/10/13,71,0,7,1
203,2009/10/14,767,7,6,7
204,2009/10/15,951,9,5,1
205,2009/10/16,153,1,5,3
206,2009/10/19,113,1,1,3
207,2009/10/20,493,4,9,3
208,2009/10/21,295,2,9,5
209,2009/10/22,132,1,3,2
210,2009/10/23,659,6,5,9
211,2009/10/26,572,5,7,2
212,2009/10/27,911,9,1,1
213,2009/10/28,709,7,0,9
214,2009/10/29,837,8,3,7
215,2009/10/30,803,8,0,3
216,2009/11/2,24,0,2,4
217,2009/11/3,505,5,0,5
218,2009/11/4,747,7,4,7
219,2009/11/5,414,4,1,4
220,2009/11/6,578,5,7,8
221,2009/11/9,611,6,1,1
222,2009/11/10,309,3,0,9
223,2009/11/11,286,2,8,6
224,2009/11/12,977,9,7,7
225,2009/11/13,864,8,6,4
226,2009/11/16,141,1,4,1
227,2009/11/17,790,7,9,0
228,2009/11/18,184,1,8,4
229,2009/11/19,204,2,0,4
230,2009/11/20,967,9,6,7
231,2009/11/23,887,8,8,7
232,2009/11/24,702,7,0,2
233,2009/11/25,660,6,6,0
234,2009/11/26,973,9,7,3
235,2009/11/27,342,3,4,2
236,2009/11/30,676,6,7,6
237,2009/12/1,502,5,0,2
238,2009/12/2,875,8,7,5
239,2009/12/3,640,6,4,0
240,2009/12/4,606,6,0,6
241,2009/12/7,26,0,2,6
242,2009/12/8,50,0,5,0
243,2009/12/9,385,3,8,5
244,2009/12/10,967,9,6,7
245,2009/12/11,941,9,4,1
246,2009/12/14,476,4,7,6
247,2009/12/15,437,4,3,7
248,2009/12/16,336,3,3,6
249,2009/12/17,200,2,0,0
250,2009/12/18,589,5,8,9
251,2009/12/21,891,8,9,1
252,2009/12/22,551,5,5,1
253,2009/12/23,198,1,9,8
254,2009/12/24,237,2,3,7
255,2009/12/25,756,7,5,6
256,2009/12/28,355,3,5,5
257,2009/12/29,812,8,1,2
258,2009/12/30,552,5,5,2
