No,date,Lottery_result,hundreds_place,tens_place,ones_place
1,2004/1/5,491,4,9,1
2,2004/1/7,669,6,6,9
3,2004/1/9,409,4,0,9
4,2004/1/12,884,8,8,4
5,2004/1/14,121,1,2,1
6,2004/1/16,445,4,4,5
7,2004/1/19,136,1,3,6
8,2004/1/21,4,0,0,4
9,2004/1/23,320,3,2,0
10,2004/1/26,68,0,6,8
11,2004/1/28,337,3,3,7
12,2004/1/30,281,2,8,1
13,2004/2/2,427,4,2,7
14,2004/2/4,869,8,6,9
15,2004/2/6,777,7,7,7
16,2004/2/9,465,4,6,5
17,2004/2/11,583,5,8,3
18,2004/2/13,822,8,2,2
19,2004/2/16,40,0,0,0
20,2004/2/18,204,2,0,4
21,2004/2/20,513,5,1,3
22,2004/2/23,990,9,9,0
23,2004/2/25,119,1,1,9
24,2004/2/27,51,0,5,1
25,2004/3/1,745,7,4,5
26,2004/3/3,30,0,0,0
27,2004/3/5,407,4,0,7
28,2004/3/8,162,1,6,2
29,2004/3/10,517,5,1,7
30,2004/3/12,725,7,2,5
31,2004/3/15,0,0,0,0
32,2004/3/17,558,5,5,8
33,2004/3/19,170,1,7,0
34,2004/3/22,893,8,9,3
35,2004/3/24,526,5,2,6
36,2004/3/26,174,1,7,4
37,2004/3/29,211,2,1,1
38,2004/3/31,590,5,9,0
39,2004/4/2,820,8,2,0
40,2004/4/5,189,1,8,9
41,2004/4/7,330,3,3,0
42,2004/4/9,308,3,0,8
43,2004/4/12,936,9,3,6
44,2004/4/14,563,5,6,3
45,2004/4/16,900,9,0,0
46,2004/4/19,733,7,3,3
47,2004/4/21,374,3,7,4
48,2004/4/23,842,8,4,2
49,2004/4/26,922,9,2,2
50,2004/4/28,764,7,6,4
51,2004/4/30,671,6,7,1
52,2004/5/3,653,6,5,3
53,2004/5/5,758,7,5,8
54,2004/5/7,953,9,5,3
55,2004/5/10,737,7,3,7
56,2004/5/12,308,3,0,8
57,2004/5/14,567,5,6,7
58,2004/5/17,452,4,5,2
59,2004/5/19,490,4,9,0
60,2004/5/21,784,7,8,4
61,2004/5/24,302,3,0,2
62,2004/5/26,855,8,5,5
63,2004/5/28,226,2,2,6
64,2004/5/31,673,6,7,3
65,2004/6/2,215,2,1,5
66,2004/6/4,376,3,7,6
67,2004/6/7,554,5,5,4
68,2004/6/9,76,0,7,6
69,2004/6/11,859,8,5,9
70,2004/6/14,978,9,7,8
71,2004/6/16,134,1,3,4
72,2004/6/18,236,2,3,6
73,2004/6/21,462,4,6,2
74,2004/6/23,206,2,0,6
75,2004/6/25,814,8,1,4
76,2004/6/28,837,8,3,7
77,2004/6/30,902,9,0,2
78,2004/7/1,597,5,9,7
79,2004/7/2,670,6,7,0
80,2004/7/5,543,5,4,3
81,2004/7/6,879,8,7,9
82,2004/7/7,342,3,4,2
83,2004/7/8,994,9,9,4
84,2004/7/9,765,7,6,5
85,2004/7/12,18,0,1,8
86,2004/7/13,821,8,2,1
87,2004/7/14,498,4,9,8
88,2004/7/15,632,6,3,2
89,2004/7/16,240,2,4,0
90,2004/7/19,562,5,6,2
91,2004/7/20,931,9,3,1
92,2004/7/21,590,5,9,0
93,2004/7/22,78,0,7,8
94,2004/7/23,998,9,9,8
95,2004/7/26,883,8,8,3
96,2004/7/27,166,1,6,6
97,2004/7/28,973,9,7,3
98,2004/7/29,109,1,0,9
99,2004/7/30,223,2,2,3
100,2004/8/2,286,2,8,6
101,2004/8/3,844,8,4,4
102,2004/8/4,843,8,4,3
103,2004/8/5,970,9,7,0
104,2004/8/6,112,1,1,2
105,2004/8/9,451,4,5,1
106,2004/8/10,480,4,8,0
107,2004/8/11,955,9,5,5
108,2004/8/12,497,4,9,7
109,2004/8/13,822,8,2,2
110,2004/8/16,383,3,8,3
111,2004/8/17,611,6,1,1
112,2004/8/18,5,0,0,5
113,2004/8/19,281,2,8,1
114,2004/8/20,114,1,1,4
115,2004/8/23,66,0,6,6
116,2004/8/24,200,2,0,0
117,2004/8/25,717,7,1,7
118,2004/8/26,983,9,8,3
119,2004/8/27,558,5,5,8
120,2004/8/30,601,6,0,1
121,2004/8/31,512,5,1,2
122,2004/9/1,525,5,2,5
123,2004/9/2,355,3,5,5
124,2004/9/3,489,4,8,9
125,2004/9/6,905,9,0,5
126,2004/9/7,632,6,3,2
127,2004/9/8,463,4,6,3
128,2004/9/9,782,7,8,2
129,2004/9/10,808,8,0,8
130,2004/9/13,921,9,2,1
131,2004/9/14,190,1,9,0
132,2004/9/15,593,5,9,3
133,2004/9/16,234,2,3,4
134,2004/9/17,621,6,2,1
135,2004/9/20,934,9,3,4
