No,date,Lottery_result,hundreds_place,tens_place,ones_place
1,2006/1/4,266,2,6,6
2,2006/1/5,998,9,9,8
3,2006/1/6,119,1,1,9
4,2006/1/9,674,6,7,4
5,2006/1/10,897,8,9,7
6,2006/1/11,733,7,3,3
7,2006/1/12,675,6,7,5
8,2006/1/13,433,4,3,3
9,2006/1/16,771,7,7,1
10,2006/1/17,884,8,8,4
11,2006/1/18,801,8,0,1
12,2006/1/19,503,5,0,3
13,2006/1/20,916,9,1,6
14,2006/1/23,846,8,4,6
15,2006/1/24,188,1,8,8
16,2006/1/25,979,9,7,9
17,2006/1/26,293,2,9,3
18,2006/1/27,562,5,6,2
19,2006/1/30,21,0,2,1
20,2006/1/31,696,6,9,6
21,2006/2/1,870,8,7,0
22,2006/2/2,634,6,3,4
23,2006/2/3,92,0,9,2
24,2006/2/6,86,0,8,6
25,2006/2/7,559,5,5,9
26,2006/2/8,571,5,7,1
27,2006/2/9,29,0,2,9
28,2006/2/10,64,0,6,4
29,2006/2/13,148,1,4,8
30,2006/2/14,358,3,5,8
31,2006/2/15,399,3,9,9
32,2006/2/16,901,9,0,1
33,2006/2/17,484,4,8,4
34,2006/2/20,606,6,0,6
35,2006/2/21,433,4,3,3
36,2006/2/22,131,1,3,1
37,2006/2/23,455,4,5,5
38,2006/2/24,965,9,6,5
39,2006/2/27,743,7,4,3
40,2006/2/28,617,6,1,7
41,2006/3/1,755,7,5,5
42,2006/3/2,679,6,7,9
43,2006/3/3,643,6,4,3
44,2006/3/6,32,0,3,2
45,2006/3/7,431,4,3,1
46,2006/3/8,50,0,5,0
47,2006/3/9,259,2,5,9
48,2006/3/10,331,3,3,1
49,2006/3/13,831,8,3,1
50,2006/3/14,321,3,2,1
51,2006/3/15,164,1,6,4
52,2006/3/16,20,0,2,0
53,2006/3/17,435,4,3,5
54,2006/3/20,790,7,9,0
55,2006/3/21,955,9,5,5
56,2006/3/22,645,6,4,5
57,2006/3/23,323,3,2,3
58,2006/3/24,678,6,7,8
59,2006/3/27,740,7,4,0
60,2006/3/28,794,7,9,4
61,2006/3/29,619,6,1,9
62,2006/3/30,853,8,5,3
63,2006/3/31,261,2,6,1
64,2006/4/3,630,6,3,0
65,2006/4/4,28,0,2,8
66,2006/4/5,439,4,3,9
67,2006/4/6,587,5,8,7
68,2006/4/7,829,8,2,9
69,2006/4/10,748,7,4,8
70,2006/4/11,490,4,9,0
71,2006/4/12,483,4,8,3
72,2006/4/13,575,5,7,5
73,2006/4/14,372,3,7,2
74,2006/4/17,575,5,7,5
75,2006/4/18,273,2,7,3
76,2006/4/19,115,1,1,5
77,2006/4/20,872,8,7,2
78,2006/4/21,36,0,3,6
79,2006/4/24,422,4,2,2
