cols,importance,model_name,model_target
order_weekend,0.3886610148747338,tree,y_weekday
order_weekday,0.289225788164831,tree,y_weekday
order,0.05841029337266463,tree,y_weekday
order_delivery,0.033810915778736864,tree,y_weekday
order_time_15,0.027191340955245072,tree,y_weekday
order_takeout,0.020528917047934934,tree,y_weekday
order_time_21,0.019143881644758144,tree,y_weekday
order_fin,0.018784233004258744,tree,y_weekday
order_time_19,0.014779743005422667,tree,y_weekday
order_time_12,0.014620894160953506,tree,y_weekday
order_time_13,0.0137653972964062,tree,y_weekday
delta_avg,0.011647660053140937,tree,y_weekday
order_time_20,0.0111807431721521,tree,y_weekday
order_time_14,0.010491056709528518,tree,y_weekday
order_time_16,0.010191002885136836,tree,y_weekday
order_time_17,0.009989688677077398,tree,y_weekday
order_cancel,0.00709668123311429,tree,y_weekday
order_time_11,0.006796948004319633,tree,y_weekday
order_time_18,0.005155391087896684,tree,y_weekday
store_東村山店,0.0025450202055093732,tree,y_weekday
store_武蔵野店,0.0021754487039030057,tree,y_weekday
store_館林店,0.0020418910502985684,tree,y_weekday
store_日本橋店,0.0019478359991315056,tree,y_weekday
store_福生店,0.0019315185610932382,tree,y_weekday
store_大和店,0.001925211561710078,tree,y_weekday
store_日野店,0.0019093007223571021,tree,y_weekday
store_逗子店,0.0018851805669549834,tree,y_weekday
store_大田店,0.0018304383012162635,tree,y_weekday
store_高田馬場店,0.0017501923288273436,tree,y_weekday
store_栃木店,0.0016372253694212162,tree,y_weekday
store_板橋店,0.001579778865230999,tree,y_weekday
store_我孫子店,0.0015751730959446093,tree,y_weekday
store_狭山店,0.0014001538630618747,tree,y_weekday
store_神田店,0.0009976096274315841,tree,y_weekday
store_川口店,0.0009180441463834771,tree,y_weekday
store_木更津店,0.0004783859032128088,tree,y_weekday
store_石神井店,0.0,tree,y_weekday
store_相模原店,0.0,tree,y_weekday
store_渋谷店,0.0,tree,y_weekday
store_目黒店,0.0,tree,y_weekday
store_秦野店,0.0,tree,y_weekday
store_白井店,0.0,tree,y_weekday
store_町田店,0.0,tree,y_weekday
store_王子店,0.0,tree,y_weekday
store_磯子店,0.0,tree,y_weekday
store_狛江店,0.0,tree,y_weekday
store_神奈川店,0.0,tree,y_weekday
store_熊谷店,0.0,tree,y_weekday
store_瀬谷店,0.0,tree,y_weekday
store_港南店,0.0,tree,y_weekday
store_港北店,0.0,tree,y_weekday
store_浦和店,0.0,tree,y_weekday
store_清瀬店,0.0,tree,y_weekday
store_水戸店,0.0,tree,y_weekday
store_柏店,0.0,tree,y_weekday
store_栄店,0.0,tree,y_weekday
store_桐生店,0.0,tree,y_weekday
store_横浜南店,0.0,tree,y_weekday
store_横浜緑店,0.0,tree,y_weekday
store_横須賀店,0.0,tree,y_weekday
store_武蔵村山店,0.0,tree,y_weekday
store_さいたま南店,0.0,tree,y_weekday
store_江戸川店,0.0,tree,y_weekday
store_海老名店,0.0,tree,y_weekday
store_江東店,0.0,tree,y_weekday
store_池尻店,0.0,tree,y_weekday
store_池袋店,0.0,tree,y_weekday
store_泉店,0.0,tree,y_weekday
store_流山店,0.0,tree,y_weekday
store_浅草店,0.0,tree,y_weekday
store_立川店,0.0,tree,y_weekday
store_浦安店,0.0,tree,y_weekday
store_稲城店,0.0,tree,y_weekday
store_つくば店,0.0,tree,y_weekday
store_綾瀬店,0.0,tree,y_weekday
store_青梅店,0.0,tree,y_weekday
store_足利店,0.0,tree,y_weekday
store_足柄上店,0.0,tree,y_weekday
store_足立店,0.0,tree,y_weekday
store_那珂店,0.0,tree,y_weekday
store_都筑店,0.0,tree,y_weekday
store_金沢店,0.0,tree,y_weekday
store_銀座店,0.0,tree,y_weekday
store_鎌倉店,0.0,tree,y_weekday
store_青山店,0.0,tree,y_weekday
store_青葉店,0.0,tree,y_weekday
store_赤羽店,0.0,tree,y_weekday
store_あきる野店,0.0,tree,y_weekday
store_駒沢店,0.0,tree,y_weekday
store_駒込店,0.0,tree,y_weekday
store_高円寺店,0.0,tree,y_weekday
store_高島平店,0.0,tree,y_weekday
store_高崎店,0.0,tree,y_weekday
store_高座店,0.0,tree,y_weekday
store_高津店,0.0,tree,y_weekday
store_鴻巣店,0.0,tree,y_weekday
store_越谷店,0.0,tree,y_weekday
store_赤坂店,0.0,tree,y_weekday
store_東松山店,0.0,tree,y_weekday
store_草加店,0.0,tree,y_weekday
store_練馬店,0.0,tree,y_weekday
store_羽村店,0.0,tree,y_weekday
store_羽生店,0.0,tree,y_weekday
store_習志野店,0.0,tree,y_weekday
store_自由が丘店,0.0,tree,y_weekday
store_船橋店,0.0,tree,y_weekday
store_若葉店,0.0,tree,y_weekday
store_茂原店,0.0,tree,y_weekday
store_茅ヶ崎店,0.0,tree,y_weekday
store_荒川店,0.0,tree,y_weekday
store_谷中店,0.0,tree,y_weekday
store_荻窪店,0.0,tree,y_weekday
store_葛飾店,0.0,tree,y_weekday
store_蒲田店,0.0,tree,y_weekday
store_藤沢店,0.0,tree,y_weekday
store_行田店,0.0,tree,y_weekday
store_西多摩店,0.0,tree,y_weekday
store_西東京店,0.0,tree,y_weekday
store_西葛西店,0.0,tree,y_weekday
store_調布店,0.0,tree,y_weekday
store_松戸店,0.0,tree,y_weekday
store_東大和店,0.0,tree,y_weekday
store_さいたま緑店,0.0,tree,y_weekday
store_六本木店,0.0,tree,y_weekday
store_北千住店,0.0,tree,y_weekday
store_千葉中央店,0.0,tree,y_weekday
store_千葉緑店,0.0,tree,y_weekday
store_南砂店,0.0,tree,y_weekday
store_南足柄店,0.0,tree,y_weekday
store_厚木店,0.0,tree,y_weekday
store_取手店,0.0,tree,y_weekday
store_向島店,0.0,tree,y_weekday
store_君津店,0.0,tree,y_weekday
store_和光店,0.0,tree,y_weekday
store_品川店,0.0,tree,y_weekday
store_四街道店,0.0,tree,y_weekday
store_国分寺店,0.0,tree,y_weekday
store_国立店,0.0,tree,y_weekday
store_坂戸店,0.0,tree,y_weekday
store_墨田店,0.0,tree,y_weekday
store_多摩店,0.0,tree,y_weekday
store_大久保店,0.0,tree,y_weekday
store_大井店,0.0,tree,y_weekday
store_前橋店,0.0,tree,y_weekday
store_八王子店,0.0,tree,y_weekday
store_大宮店,0.0,tree,y_weekday
store_八潮店,0.0,tree,y_weekday
store_三鷹店,0.0,tree,y_weekday
store_上尾店,0.0,tree,y_weekday
store_上野店,0.0,tree,y_weekday
store_世田谷店,0.0,tree,y_weekday
store_中原店,0.0,tree,y_weekday
store_中店,0.0,tree,y_weekday
store_中野店,0.0,tree,y_weekday
store_久喜店,0.0,tree,y_weekday
store_九段店,0.0,tree,y_weekday
store_亀有店,0.0,tree,y_weekday
store_五反田店,0.0,tree,y_weekday
store_代々木店,0.0,tree,y_weekday
store_伊勢原店,0.0,tree,y_weekday
store_伊勢崎店,0.0,tree,y_weekday
store_佐倉店,0.0,tree,y_weekday
store_佐野店,0.0,tree,y_weekday
store_保土ケ谷店,0.0,tree,y_weekday
store_入間店,0.0,tree,y_weekday
store_八千代店,0.0,tree,y_weekday
store_大塚店,0.0,tree,y_weekday
store_大森店,0.0,tree,y_weekday
store_東尾久店,0.0,tree,y_weekday
store_志木店,0.0,tree,y_weekday
store_愛甲店,0.0,tree,y_weekday
store_成城店,0.0,tree,y_weekday
store_成田店,0.0,tree,y_weekday
store_戸塚店,0.0,tree,y_weekday
store_戸田店,0.0,tree,y_weekday
store_所沢店,0.0,tree,y_weekday
store_新宿店,0.0,tree,y_weekday
store_新座店,0.0,tree,y_weekday
store_さいたま西店,0.0,tree,y_weekday
store_日立店,0.0,tree,y_weekday
store_旭店,0.0,tree,y_weekday
store_春日部店,0.0,tree,y_weekday
store_昭島店,0.0,tree,y_weekday
store_本庄店,0.0,tree,y_weekday
store_本郷店,0.0,tree,y_weekday
store_杉並店,0.0,tree,y_weekday
store_東中野店,0.0,tree,y_weekday
store_東久留米店,0.0,tree,y_weekday
store_三浦店,0.0,tree,y_weekday
store_恵比寿店,0.0,tree,y_weekday
store_座間店,0.0,tree,y_weekday
store_大泉店,0.0,tree,y_weekday
store_府中店,0.0,tree,y_weekday
store_太田店,0.0,tree,y_weekday
store_宇都宮店,0.0,tree,y_weekday
store_守谷店,0.0,tree,y_weekday
store_宮前店,0.0,tree,y_weekday
store_富岡店,0.0,tree,y_weekday
store_富津店,0.0,tree,y_weekday
store_富里店,0.0,tree,y_weekday
store_小山店,0.0,tree,y_weekday
store_小平店,0.0,tree,y_weekday
store_小田原店,0.0,tree,y_weekday
store_小金井店,0.0,tree,y_weekday
store_川崎多摩店,0.0,tree,y_weekday
store_川崎店,0.0,tree,y_weekday
store_川越店,0.0,tree,y_weekday
store_巣鴨店,0.0,tree,y_weekday
store_市原店,0.0,tree,y_weekday
store_市川店,0.0,tree,y_weekday
store_平塚店,0.0,tree,y_weekday
store_幸店,0.0,tree,y_weekday
store_鶴見店,0.0,tree,y_weekday
order_weekend,0.15093877116339202,RandomForest,y_weekday
order_weekday,0.09387157856694298,RandomForest,y_weekday
order,0.05600283879824332,RandomForest,y_weekday
order_delivery,0.04857094363391265,RandomForest,y_weekday
order_fin,0.045045382570031,RandomForest,y_weekday
order_takeout,0.04109454136218451,RandomForest,y_weekday
order_cancel,0.03794578502221612,RandomForest,y_weekday
order_time_16,0.037541919904172175,RandomForest,y_weekday
delta_avg,0.03723402656621682,RandomForest,y_weekday
order_time_15,0.03684159152284128,RandomForest,y_weekday
order_time_17,0.03607221806158911,RandomForest,y_weekday
order_time_12,0.03581772686794995,RandomForest,y_weekday
order_time_11,0.03559265840545032,RandomForest,y_weekday
order_time_18,0.0353692535823352,RandomForest,y_weekday
order_time_14,0.035256819182953376,RandomForest,y_weekday
order_time_19,0.03484148020644969,RandomForest,y_weekday
order_time_20,0.03444122897432824,RandomForest,y_weekday
order_time_13,0.03437089839377403,RandomForest,y_weekday
order_time_21,0.03335127886239531,RandomForest,y_weekday
store_自由が丘店,0.0009368311039801557,RandomForest,y_weekday
store_富津店,0.0008892599273103298,RandomForest,y_weekday
store_江戸川店,0.0008647110437742574,RandomForest,y_weekday
store_稲城店,0.0008538700193380206,RandomForest,y_weekday
store_大泉店,0.0008508690842466545,RandomForest,y_weekday
store_川口店,0.0008505462021359427,RandomForest,y_weekday
store_青梅店,0.000839624460179499,RandomForest,y_weekday
store_松戸店,0.0008352419685878243,RandomForest,y_weekday
store_入間店,0.000832498441111851,RandomForest,y_weekday
store_高島平店,0.0008099162592405408,RandomForest,y_weekday
store_磯子店,0.0008087464960897518,RandomForest,y_weekday
store_金沢店,0.0007967223874427987,RandomForest,y_weekday
store_鎌倉店,0.0007808273763886431,RandomForest,y_weekday
store_宇都宮店,0.000777563306997341,RandomForest,y_weekday
store_鴻巣店,0.0007535920258827458,RandomForest,y_weekday
store_八千代店,0.0007489932776781318,RandomForest,y_weekday
store_川崎多摩店,0.0007469221098057661,RandomForest,y_weekday
store_栃木店,0.0007413583944379359,RandomForest,y_weekday
store_東村山店,0.0007388184854017683,RandomForest,y_weekday
store_羽生店,0.0007312716852065292,RandomForest,y_weekday
store_都筑店,0.0007107696165601318,RandomForest,y_weekday
store_市川店,0.0007081554106543373,RandomForest,y_weekday
store_国分寺店,0.0007053555167154806,RandomForest,y_weekday
store_福生店,0.0006987649381699816,RandomForest,y_weekday
store_太田店,0.0006973199953235273,RandomForest,y_weekday
store_さいたま緑店,0.0006956954177583175,RandomForest,y_weekday
store_伊勢崎店,0.0006864337762048041,RandomForest,y_weekday
store_成城店,0.0006860003475093829,RandomForest,y_weekday
store_巣鴨店,0.0006810435145732925,RandomForest,y_weekday
store_越谷店,0.0006769960574088718,RandomForest,y_weekday
store_武蔵野店,0.0006732583216973378,RandomForest,y_weekday
store_守谷店,0.0006725987067864085,RandomForest,y_weekday
store_多摩店,0.0006713212575579096,RandomForest,y_weekday
store_小田原店,0.0006670619763166315,RandomForest,y_weekday
store_国立店,0.0006625183260788682,RandomForest,y_weekday
store_日野店,0.0006620443702431397,RandomForest,y_weekday
store_柏店,0.0006588916579440406,RandomForest,y_weekday
store_石神井店,0.0006588257078500473,RandomForest,y_weekday
store_東尾久店,0.00065575945180108,RandomForest,y_weekday
store_和光店,0.0006521544225331372,RandomForest,y_weekday
store_立川店,0.0006514446587347699,RandomForest,y_weekday
store_駒込店,0.0006498461713370754,RandomForest,y_weekday
store_調布店,0.0006469834790708928,RandomForest,y_weekday
store_大塚店,0.0006456870280926393,RandomForest,y_weekday
store_佐倉店,0.0006312807992129544,RandomForest,y_weekday
store_西東京店,0.0006308129377971471,RandomForest,y_weekday
store_目黒店,0.0006275686083442222,RandomForest,y_weekday
store_荻窪店,0.0006249934186529008,RandomForest,y_weekday
store_那珂店,0.0006210916082552817,RandomForest,y_weekday
store_秦野店,0.0006191555234623204,RandomForest,y_weekday
store_つくば店,0.0006191486480013716,RandomForest,y_weekday
store_熊谷店,0.0006168678337228443,RandomForest,y_weekday
store_前橋店,0.0006156769901542547,RandomForest,y_weekday
store_さいたま西店,0.000614010353716647,RandomForest,y_weekday
store_北千住店,0.0006084430502368463,RandomForest,y_weekday
store_浦安店,0.0006054856246480776,RandomForest,y_weekday
store_三鷹店,0.0006053985740383949,RandomForest,y_weekday
store_高座店,0.0006016057624532836,RandomForest,y_weekday
store_戸塚店,0.000596887514723239,RandomForest,y_weekday
store_新宿店,0.0005956342747094175,RandomForest,y_weekday
store_青山店,0.0005889114285697837,RandomForest,y_weekday
store_東松山店,0.0005870706552345632,RandomForest,y_weekday
