id,place,receive_time,sensor_num,in1,out1,state1,in2,out2,state2
0,0001,2021-02-08 16:00:00.561,2,63878,59121,2,59359,63482,2
1,0001,2021-02-08 16:00:01.577,2,63878,59121,2,59359,63482,2
2,0001,2021-02-08 16:00:02.592,2,63878,59121,2,59359,63482,2
3,0001,2021-02-08 16:00:03.607,2,63878,59121,3,59359,63482,3
4,0001,2021-02-08 16:00:04.623,2,63878,59121,3,59359,63482,3
5,0001,2021-02-08 16:00:05.638,2,63878,59121,3,59359,63482,3
6,0001,2021-02-08 16:00:06.653,2,63878,59121,3,59359,63482,3
7,0001,2021-02-08 16:00:07.655,2,63878,59121,3,59359,63482,3
8,0001,2021-02-08 16:00:08.67,2,63878,59121,3,59359,63482,3
9,0001,2021-02-08 16:00:09.685,2,63878,59121,3,59359,63482,3
10,0001,2021-02-08 16:00:10.701,2,63879,59122,1,59360,63483,1
11,0001,2021-02-08 16:00:11.716,2,63879,59122,1,59360,63483,1
12,0001,2021-02-08 16:00:12.732,2,63879,59122,1,59360,63483,1
13,0001,2021-02-08 16:00:13.747,2,63879,59123,0,59361,63483,0
14,0001,2021-02-08 16:00:14.763,2,63879,59123,0,59361,63483,0
15,0001,2021-02-08 16:00:15.778,2,63879,59123,0,59361,63483,0
16,0001,2021-02-08 16:00:16.793,2,63879,59123,0,59361,63483,0
17,0001,2021-02-08 16:00:17.809,2,63879,59123,0,59361,63483,0
18,0001,2021-02-08 16:00:18.824,2,63879,59123,0,59361,63483,0
19,0001,2021-02-08 16:00:19.839,2,63879,59123,0,59361,63483,0
20,0001,2021-02-08 16:00:20.855,2,63879,59123,0,59361,63483,0
21,0001,2021-02-08 16:00:21.87,2,63879,59123,0,59361,63483,0
22,0001,2021-02-08 16:00:22.871,2,63879,59123,0,59361,63483,0
23,0001,2021-02-08 16:00:23.887,2,63879,59123,0,59361,63483,0
24,0001,2021-02-08 16:00:24.902,2,63879,59123,0,59361,63483,0
25,0001,2021-02-08 16:00:25.918,2,63879,59123,0,59361,63483,0
26,0001,2021-02-08 16:00:26.933,2,63879,59123,0,59361,63483,0
27,0001,2021-02-08 16:00:27.948,2,63879,59123,0,59361,63483,0
