id,place,receive_time,sensor_num,in1,out1,state1,in2,out2,state2
0,0001,2021-01-23 22:00:10.82,2,23470,21678,0,21709,23421,0
1,0001,2021-01-23 22:00:11.836,2,23470,21678,0,21709,23421,0
2,0001,2021-01-23 22:00:12.851,2,23470,21678,0,21709,23421,0
3,0001,2021-01-23 22:00:13.853,2,23470,21678,0,21709,23421,0
4,0001,2021-01-23 22:00:15.883,2,23470,21678,0,21709,23421,0
5,0001,2021-01-23 22:00:16.899,2,23470,21678,0,21709,23421,0
6,0001,2021-01-23 22:00:18.929,2,23470,21678,0,21709,23421,0
7,0001,2021-01-23 22:00:19.945,2,23470,21678,0,21709,23421,0
8,0001,2021-01-23 22:00:20.96,2,23470,21678,0,21709,23421,0
9,0001,2021-01-23 22:00:21.976,2,23470,21678,0,21709,23421,0
10,0001,2021-01-23 22:00:22.991,2,23470,21678,0,21709,23421,0
11,0001,2021-01-23 22:00:24.006,2,23470,21678,0,21709,23421,0
12,0001,2021-01-23 22:00:25.022,2,23470,21678,0,21709,23421,0
13,0001,2021-01-23 22:00:26.037,2,23470,21678,0,21709,23421,0
14,0001,2021-01-23 22:00:27.053,2,23470,21678,0,21709,23421,0
15,0001,2021-01-23 22:00:28.054,2,23470,21678,0,21709,23421,0
16,0001,2021-01-23 22:00:29.07,2,23470,21678,0,21709,23421,0
17,0001,2021-01-23 22:00:30.085,2,23470,21678,0,21709,23421,0
18,0001,2021-01-23 22:00:31.1,2,23470,21678,0,21709,23421,0
19,0001,2021-01-23 22:00:32.116,2,23470,21678,0,21709,23421,0
20,0001,2021-01-23 22:00:33.131,2,23470,21678,0,21709,23421,0
21,0001,2021-01-23 22:00:34.146,2,23470,21678,0,21709,23421,0
22,0001,2021-01-23 22:00:35.162,2,23470,21678,0,21709,23421,0
23,0001,2021-01-23 22:00:36.177,2,23470,21678,0,21709,23421,0
24,0001,2021-01-23 22:00:37.193,2,23470,21678,0,21709,23421,0
25,0001,2021-01-23 22:00:38.208,2,23470,21678,0,21709,23421,0
26,0001,2021-01-23 22:00:39.223,2,23470,21678,0,21709,23421,0
27,0001,2021-01-23 22:00:40.239,2,23470,21678,0,21709,23421,0
28,0001,2021-01-23 22:00:41.254,2,23470,21678,0,21709,23421,0
29,0001,2021-01-23 22:00:42.27,2,23470,21678,0,21709,23421,0
30,0001,2021-01-23 22:00:43.271,2,23470,21678,0,21709,23421,0
31,0001,2021-01-23 22:00:44.286,2,23470,21678,0,21709,23421,0
32,0001,2021-01-23 22:00:45.302,2,23470,21678,0,21709,23421,0
33,0001,2021-01-23 22:00:46.317,2,23470,21678,0,21709,23421,0
34,0001,2021-01-23 22:00:47.332,2,23470,21678,0,21709,23421,0
35,0001,2021-01-23 22:00:48.348,2,23470,21678,0,21709,23421,0
36,0001,2021-01-23 22:00:49.363,2,23470,21678,0,21709,23421,0
37,0001,2021-01-23 22:00:50.379,2,23470,21678,0,21709,23421,0
38,0001,2021-01-23 22:00:51.394,2,23470,21678,0,21709,23421,0
39,0001,2021-01-23 22:00:52.409,2,23470,21678,0,21709,23421,0
40,0001,2021-01-23 22:00:53.425,2,23470,21678,0,21709,23421,0
41,0001,2021-01-23 22:00:54.44,2,23470,21678,0,21709,23421,0
42,0001,2021-01-23 22:00:55.456,2,23470,21678,0,21709,23421,0
43,0001,2021-01-23 22:00:56.471,2,23470,21678,0,21709,23421,0
44,0001,2021-01-23 22:00:57.486,2,23470,21678,0,21709,23421,0
45,0001,2021-01-23 22:00:58.498,2,23470,21678,0,21709,23421,0
46,0001,2021-01-23 22:00:59.513,2,23470,21678,0,21709,23421,0
47,0001,2021-01-23 22:01:00.528,2,23470,21678,0,21709,23421,0
48,0001,2021-01-23 22:01:01.544,2,23470,21678,0,21709,23421,0
49,0001,2021-01-23 22:01:02.559,2,23470,21678,0,21709,23421,0
50,0001,2021-01-23 22:01:03.574,2,23470,21678,0,21709,23421,0
51,0001,2021-01-23 22:01:04.59,2,23470,21678,0,21709,23421,0
52,0001,2021-01-23 22:01:05.605,2,23470,21678,0,21709,23421,0
53,0001,2021-01-23 22:01:06.621,2,23470,21678,0,21709,23421,0
54,0001,2021-01-23 22:01:07.636,2,23470,21678,0,21709,23421,0
55,0001,2021-01-23 22:01:08.651,2,23470,21678,0,21709,23421,0
56,0001,2021-01-23 22:01:09.667,2,23470,21678,0,21709,23421,0
57,0001,2021-01-23 22:01:10.682,2,23470,21678,0,21709,23421,0
58,0001,2021-01-23 22:01:11.698,2,23470,21678,0,21709,23421,0
59,0001,2021-01-23 22:01:12.713,2,23470,21678,0,21709,23421,0
60,0001,2021-01-23 22:01:13.714,2,23470,21678,0,21709,23421,0
61,0001,2021-01-23 22:01:14.729,2,23470,21678,0,21709,23421,0
62,0001,2021-01-23 22:01:15.745,2,23470,21678,0,21709,23421,0
63,0001,2021-01-23 22:01:16.76,2,23470,21678,0,21709,23421,0
64,0001,2021-01-23 22:01:17.776,2,23470,21678,0,21709,23421,0
65,0001,2021-01-23 22:01:18.791,2,23470,21678,0,21709,23421,0
66,0001,2021-01-23 22:01:19.807,2,23470,21678,0,21709,23421,0
67,0001,2021-01-23 22:01:20.822,2,23470,21678,0,21709,23421,0
68,0001,2021-01-23 22:01:21.837,2,23470,21678,0,21709,23421,0
69,0001,2021-01-23 22:01:22.853,2,23470,21678,0,21709,23421,0
70,0001,2021-01-23 22:01:23.868,2,23470,21678,0,21709,23421,0
71,0001,2021-01-23 22:01:24.883,2,23470,21678,0,21709,23421,0
72,0001,2021-01-23 22:01:25.899,2,23470,21678,0,21709,23421,0
73,0001,2021-01-23 22:01:26.914,2,23470,21678,0,21709,23421,0
74,0001,2021-01-23 22:01:27.915,2,23470,21678,0,21709,23421,0
75,0001,2021-01-23 22:01:28.931,2,23470,21678,0,21709,23421,0
76,0001,2021-01-23 22:01:29.946,2,23470,21678,0,21709,23421,0
77,0001,2021-01-23 22:01:30.962,2,23470,21678,0,21709,23421,0
78,0001,2021-01-23 22:01:31.977,2,23470,21678,0,21709,23421,0
79,0001,2021-01-23 22:01:32.992,2,23470,21678,0,21709,23421,0
80,0001,2021-01-23 22:01:34.008,2,23470,21678,0,21709,23421,0
81,0001,2021-01-23 22:01:35.023,2,23470,21678,0,21709,23421,0
82,0001,2021-01-23 22:01:36.039,2,23470,21678,0,21709,23421,0
83,0001,2021-01-23 22:01:37.054,2,23470,21678,0,21709,23421,0
84,0001,2021-01-23 22:01:38.069,2,23470,21678,0,21709,23421,0
85,0001,2021-01-23 22:01:39.085,2,23470,21678,0,21709,23421,0
86,0001,2021-01-23 22:01:40.1,2,23470,21678,0,21709,23421,0
87,0001,2021-01-23 22:01:41.115,2,23470,21678,0,21709,23421,0
88,0001,2021-01-23 22:01:42.131,2,23470,21678,0,21709,23421,0
