id,place,receive_time,sensor_num,in1,out1,state1,in2,out2,state2
0,0001,2021-01-30 06:00:04.102,2,40742,37567,0,37620,40659,0
1,0001,2021-01-30 06:00:05.117,2,40742,37567,0,37620,40659,0
2,0001,2021-01-30 06:00:06.133,2,40742,37567,0,37620,40659,0
3,0001,2021-01-30 06:00:07.148,2,40742,37567,0,37620,40659,0
4,0001,2021-01-30 06:00:08.164,2,40742,37567,0,37620,40659,0
5,0001,2021-01-30 06:00:09.179,2,40742,37567,0,37620,40659,0
6,0001,2021-01-30 06:00:10.194,2,40742,37567,0,37620,40659,0
7,0001,2021-01-30 06:00:11.196,2,40742,37567,0,37620,40659,0
8,0001,2021-01-30 06:00:12.211,2,40742,37567,0,37620,40659,0
9,0001,2021-01-30 06:00:13.227,2,40742,37567,0,37620,40659,0
10,0001,2021-01-30 06:00:14.242,2,40742,37567,0,37620,40659,0
11,0001,2021-01-30 06:00:15.257,2,40742,37567,0,37620,40659,0
12,0001,2021-01-30 06:00:16.273,2,40742,37567,0,37620,40659,0
13,0001,2021-01-30 06:00:17.288,2,40742,37567,0,37620,40659,0
14,0001,2021-01-30 06:00:18.304,2,40742,37567,0,37620,40659,0
15,0001,2021-01-30 06:00:19.319,2,40742,37567,0,37620,40659,0
16,0001,2021-01-30 06:00:20.334,2,40742,37567,0,37620,40659,0
17,0001,2021-01-30 06:00:21.35,2,40742,37567,0,37620,40659,0
18,0001,2021-01-30 06:00:22.365,2,40742,37567,0,37620,40659,0
19,0001,2021-01-30 06:00:23.381,2,40742,37567,0,37620,40659,0
20,0001,2021-01-30 06:00:24.396,2,40742,37567,0,37620,40659,0
21,0001,2021-01-30 06:00:25.411,2,40742,37567,0,37620,40659,0
22,0001,2021-01-30 06:00:26.413,2,40742,37567,0,37620,40659,0
23,0001,2021-01-30 06:00:27.428,2,40742,37567,0,37620,40659,0
24,0001,2021-01-30 06:00:28.443,2,40742,37567,0,37620,40659,0
25,0001,2021-01-30 06:00:29.459,2,40742,37567,0,37620,40659,0
26,0001,2021-01-30 06:00:30.474,2,40742,37567,0,37620,40659,0
27,0001,2021-01-30 06:00:31.49,2,40742,37567,0,37620,40659,0
28,0001,2021-01-30 06:00:32.505,2,40742,37567,0,37620,40659,0
29,0001,2021-01-30 06:00:33.52,2,40742,37567,0,37620,40659,0
30,0001,2021-01-30 06:00:34.536,2,40742,37567,0,37620,40659,0
31,0001,2021-01-30 06:00:35.551,2,40742,37567,0,37620,40659,0
32,0001,2021-01-30 06:00:36.567,2,40742,37567,0,37620,40659,0
33,0001,2021-01-30 06:00:37.582,2,40742,37567,0,37620,40659,0
34,0001,2021-01-30 06:00:38.597,2,40742,37567,0,37620,40659,0
35,0001,2021-01-30 06:00:39.613,2,40742,37567,0,37620,40659,0
36,0001,2021-01-30 06:00:40.628,2,40742,37567,0,37620,40659,0
37,0001,2021-01-30 06:00:41.629,2,40742,37567,0,37620,40659,0
38,0001,2021-01-30 06:00:42.645,2,40742,37567,0,37620,40659,0
39,0001,2021-01-30 06:00:43.66,2,40742,37567,0,37620,40659,0
40,0001,2021-01-30 06:00:44.675,2,40742,37567,0,37620,40659,0
41,0001,2021-01-30 06:00:45.691,2,40742,37567,0,37620,40659,0
42,0001,2021-01-30 06:00:46.706,2,40742,37567,0,37620,40659,0
43,0001,2021-01-30 06:00:47.722,2,40742,37567,0,37620,40659,0
44,0001,2021-01-30 06:00:48.737,2,40742,37567,0,37620,40659,0
45,0001,2021-01-30 06:00:49.752,2,40742,37567,0,37620,40659,0
46,0001,2021-01-30 06:00:50.768,2,40742,37567,0,37620,40659,0
47,0001,2021-01-30 06:00:51.783,2,40742,37567,0,37620,40659,0
48,0001,2021-01-30 06:00:52.799,2,40742,37567,0,37620,40659,0
49,0001,2021-01-30 06:00:53.814,2,40742,37567,0,37620,40659,0
50,0001,2021-01-30 06:00:54.829,2,40742,37567,1,37620,40659,1
51,0001,2021-01-30 06:00:55.841,2,40742,37567,1,37620,40659,1
52,0001,2021-01-30 06:00:56.856,2,40742,37567,1,37620,40659,1
53,0001,2021-01-30 06:00:57.871,2,40742,37567,1,37620,40659,1
54,0001,2021-01-30 06:00:58.887,2,40742,37567,1,37620,40659,1
55,0001,2021-01-30 06:00:59.902,2,40742,37567,1,37620,40659,1
56,0001,2021-01-30 06:01:00.917,2,40742,37567,1,37620,40659,1
57,0001,2021-01-30 06:01:01.933,2,40742,37567,1,37620,40659,1
58,0001,2021-01-30 06:01:02.948,2,40742,37567,1,37620,40659,1
59,0001,2021-01-30 06:01:03.964,2,40743,37567,0,37620,40660,0
60,0001,2021-01-30 06:01:04.979,2,40743,37567,1,37620,40660,1
61,0001,2021-01-30 06:01:05.994,2,40743,37567,2,37620,40660,2
62,0001,2021-01-30 06:01:07.01,2,40743,37567,3,37620,40660,3
63,0001,2021-01-30 06:01:08.025,2,40743,37567,3,37620,40660,3
64,0001,2021-01-30 06:01:09.041,2,40743,37567,3,37620,40660,3
65,0001,2021-01-30 06:01:10.056,2,40743,37567,3,37620,40660,3
66,0001,2021-01-30 06:01:11.057,2,40743,37567,3,37620,40660,3
67,0001,2021-01-30 06:01:12.073,2,40743,37567,3,37620,40660,3
68,0001,2021-01-30 06:01:13.088,2,40743,37567,3,37620,40660,3
69,0001,2021-01-30 06:01:14.103,2,40743,37567,3,37620,40660,3
70,0001,2021-01-30 06:01:15.119,2,40743,37567,3,37620,40660,3
71,0001,2021-01-30 06:01:16.134,2,40743,37568,2,37621,40660,2
72,0001,2021-01-30 06:01:17.15,2,40743,37568,2,37621,40660,2
73,0001,2021-01-30 06:01:18.165,2,40743,37569,0,37622,40660,0
74,0001,2021-01-30 06:01:19.18,2,40743,37569,0,37622,40660,0
75,0001,2021-01-30 06:01:20.196,2,40743,37569,0,37622,40660,0
76,0001,2021-01-30 06:01:21.211,2,40743,37569,0,37622,40660,0
77,0001,2021-01-30 06:01:22.227,2,40743,37569,0,37622,40660,0
78,0001,2021-01-30 06:01:23.242,2,40743,37569,0,37622,40660,0
79,0001,2021-01-30 06:01:24.257,2,40743,37569,0,37622,40660,0
80,0001,2021-01-30 06:01:25.273,2,40743,37569,0,37622,40660,0
81,0001,2021-01-30 06:01:26.274,2,40743,37569,0,37622,40660,0
82,0001,2021-01-30 06:01:27.289,2,40743,37569,0,37622,40660,0
83,0001,2021-01-30 06:01:28.305,2,40743,37569,0,37622,40660,0
84,0001,2021-01-30 06:01:29.32,2,40743,37569,0,37622,40660,0
85,0001,2021-01-30 06:01:30.336,2,40743,37569,0,37622,40660,0
86,0001,2021-01-30 06:01:31.351,2,40743,37569,0,37622,40660,0
87,0001,2021-01-30 06:01:32.366,2,40743,37569,0,37622,40660,0
88,0001,2021-01-30 06:01:33.382,2,40743,37569,0,37622,40660,0
89,0001,2021-01-30 06:01:34.397,2,40743,37569,0,37622,40660,0
90,0001,2021-01-30 06:01:35.412,2,40743,37569,0,37622,40660,0
91,0001,2021-01-30 06:01:36.428,2,40743,37569,0,37622,40660,0
92,0001,2021-01-30 06:01:37.443,2,40743,37569,0,37622,40660,0
93,0001,2021-01-30 06:01:38.458,2,40743,37569,0,37622,40660,0
94,0001,2021-01-30 06:01:39.474,2,40743,37569,0,37622,40660,0
95,0001,2021-01-30 06:01:40.489,2,40743,37569,0,37622,40660,0
96,0001,2021-01-30 06:01:41.49,2,40743,37569,0,37622,40660,0
97,0001,2021-01-30 06:01:42.506,2,40743,37569,0,37622,40660,0
98,0001,2021-01-30 06:01:43.521,2,40743,37569,0,37622,40660,0
99,0001,2021-01-30 06:01:44.537,2,40743,37569,0,37622,40660,0
100,0001,2021-01-30 06:01:45.552,2,40743,37569,0,37622,40660,0
101,0001,2021-01-30 06:01:46.567,2,40743,37569,0,37622,40660,0
102,0001,2021-01-30 06:01:47.583,2,40743,37569,0,37622,40660,0
103,0001,2021-01-30 06:01:48.598,2,40743,37569,0,37622,40660,0
104,0001,2021-01-30 06:01:49.614,2,40743,37569,0,37622,40660,0
105,0001,2021-01-30 06:02:33.233,2,40743,37569,0,37622,40660,0
106,0001,2021-01-30 06:02:34.248,2,40743,37569,0,37622,40660,0
107,0001,2021-01-30 06:02:35.264,2,40743,37569,0,37622,40660,0
108,0001,2021-01-30 06:02:36.279,2,40743,37569,0,37622,40660,0
109,0001,2021-01-30 06:02:38.31,2,40743,37569,0,37622,40660,0
110,0001,2021-01-30 06:02:39.325,2,40743,37569,0,37622,40660,0
111,0001,2021-01-30 06:02:40.341,2,40743,37569,0,37622,40660,0
112,0001,2021-01-30 06:02:41.342,2,40743,37569,0,37622,40660,0
113,0001,2021-01-30 06:06:37.754,2,40743,37569,0,37622,40660,0
114,0001,2021-01-30 06:06:38.77,2,40743,37569,0,37622,40660,0
115,0001,2021-01-30 06:06:39.785,2,40743,37569,0,37622,40660,0
116,0001,2021-01-30 06:06:40.786,2,40743,37569,0,37622,40660,0
117,0001,2021-01-30 06:06:41.802,2,40743,37569,0,37622,40660,0
118,0001,2021-01-30 06:06:42.817,2,40743,37569,0,37622,40660,0
119,0001,2021-01-30 06:06:43.833,2,40743,37569,0,37622,40660,0
120,0001,2021-01-30 06:06:44.848,2,40743,37569,0,37622,40660,0
121,0001,2021-01-30 06:06:45.863,2,40743,37569,0,37622,40660,0
122,0001,2021-01-30 06:06:46.879,2,40743,37569,0,37622,40660,0
123,0001,2021-01-30 06:06:47.894,2,40743,37569,0,37622,40660,0
124,0001,2021-01-30 06:06:48.91,2,40743,37569,0,37622,40660,0
125,0001,2021-01-30 06:06:49.925,2,40743,37569,0,37622,40660,0
126,0001,2021-01-30 06:06:50.94,2,40743,37569,0,37622,40660,0
127,0001,2021-01-30 06:06:51.956,2,40743,37569,0,37622,40660,0
128,0001,2021-01-30 06:06:52.971,2,40743,37569,0,37622,40660,0
129,0001,2021-01-30 06:06:53.986,2,40743,37569,0,37622,40660,0
130,0001,2021-01-30 06:06:55.002,2,40743,37569,0,37622,40660,0
131,0001,2021-01-30 06:06:56.003,2,40743,37569,0,37622,40660,0
132,0001,2021-01-30 06:06:57.018,2,40743,37569,0,37622,40660,0
133,0001,2021-01-30 06:06:58.034,2,40743,37569,0,37622,40660,0
134,0001,2021-01-30 06:06:59.049,2,40743,37569,0,37622,40660,0
135,0001,2021-01-30 06:07:00.065,2,40743,37569,0,37622,40660,0
136,0001,2021-01-30 06:07:01.08,2,40743,37569,0,37622,40660,0
137,0001,2021-01-30 06:07:02.095,2,40743,37569,0,37622,40660,0
138,0001,2021-01-30 06:07:03.111,2,40743,37569,0,37622,40660,0
