id,place,receive_time,sensor_num,in1,out1,state1,in2,out2,state2
0,0001,2021-01-19 10:00:00.143,2,10159,8857,0,8869,10136,0
1,0001,2021-01-19 10:00:01.144,2,10159,8857,0,8869,10136,0
2,0001,2021-01-19 10:00:02.159,2,10159,8857,0,8869,10136,0
3,0001,2021-01-19 10:00:03.175,2,10159,8857,0,8869,10136,0
4,0001,2021-01-19 10:00:04.19,2,10159,8857,0,8869,10136,0
5,0001,2021-01-19 10:00:05.205,2,10159,8857,0,8869,10136,0
6,0001,2021-01-19 10:00:06.221,2,10159,8857,0,8869,10136,0
7,0001,2021-01-19 10:00:07.236,2,10159,8857,1,8869,10136,1
8,0001,2021-01-19 10:00:08.252,2,10159,8857,1,8869,10136,1
9,0001,2021-01-19 10:00:09.267,2,10159,8857,1,8869,10136,1
10,0001,2021-01-19 10:00:10.283,2,10159,8857,1,8869,10136,1
11,0001,2021-01-19 10:00:11.298,2,10159,8857,1,8869,10136,1
12,0001,2021-01-19 10:00:12.313,2,10159,8857,1,8869,10136,1
13,0001,2021-01-19 10:00:13.329,2,10159,8857,1,8869,10136,1
14,0001,2021-01-19 10:00:14.344,2,10159,8857,1,8869,10136,1
15,0001,2021-01-19 10:00:15.345,2,10159,8857,1,8869,10136,1
16,0001,2021-01-19 10:00:16.361,2,10159,8857,1,8869,10136,1
17,0001,2021-01-19 10:00:17.376,2,10159,8857,1,8869,10136,1
18,0001,2021-01-19 10:00:18.392,2,10160,8857,0,8869,10137,0
19,0001,2021-01-19 10:00:19.407,2,10160,8857,0,8869,10137,0
20,0001,2021-01-19 10:00:20.422,2,10160,8857,0,8869,10137,0
21,0001,2021-01-19 10:00:21.438,2,10160,8857,0,8869,10137,0
22,0001,2021-01-19 10:00:22.453,2,10160,8857,0,8869,10137,0
23,0001,2021-01-19 10:00:23.469,2,10160,8857,0,8869,10137,0
24,0001,2021-01-19 10:00:24.484,2,10160,8857,0,8869,10137,0
25,0001,2021-01-19 10:00:25.499,2,10160,8857,0,8869,10137,0
26,0001,2021-01-19 10:00:26.515,2,10160,8857,0,8869,10137,0
27,0001,2021-01-19 10:00:27.53,2,10160,8857,0,8869,10137,0
28,0001,2021-01-19 10:00:28.545,2,10160,8857,0,8869,10137,0
29,0001,2021-01-19 10:00:34.633,2,10160,8857,0,8869,10137,0
30,0001,2021-01-19 10:00:35.648,2,10160,8857,0,8869,10137,0
31,0001,2021-01-19 10:00:36.664,2,10160,8857,0,8869,10137,0
32,0001,2021-01-19 10:00:37.679,2,10160,8857,0,8869,10137,0
33,0001,2021-01-19 10:00:38.694,2,10160,8857,0,8869,10137,0
34,0001,2021-01-19 10:00:39.71,2,10160,8857,0,8869,10137,0
35,0001,2021-01-19 10:00:40.725,2,10160,8857,0,8869,10137,0
36,0001,2021-01-19 10:00:41.741,2,10160,8857,0,8869,10137,0
37,0001,2021-01-19 10:00:42.756,2,10160,8857,0,8869,10137,0
38,0001,2021-01-19 10:00:43.771,2,10160,8857,0,8869,10137,0
39,0001,2021-01-19 10:00:44.787,2,10160,8857,1,8869,10137,1
40,0001,2021-01-19 10:00:45.788,2,10160,8857,1,8869,10137,1
41,0001,2021-01-19 10:00:46.804,2,10160,8857,1,8869,10137,1
42,0001,2021-01-19 10:00:47.819,2,10160,8857,1,8869,10137,1
43,0001,2021-01-19 10:00:48.834,2,10160,8857,1,8869,10137,1
44,0001,2021-01-19 10:00:49.85,2,10160,8857,1,8869,10137,1
45,0001,2021-01-19 10:00:50.865,2,10160,8857,1,8869,10137,1
46,0001,2021-01-19 10:00:51.88,2,10160,8857,1,8869,10137,1
47,0001,2021-01-19 10:00:52.896,2,10160,8857,2,8869,10137,2
48,0001,2021-01-19 10:00:53.911,2,10160,8858,1,8870,10137,1
49,0001,2021-01-19 10:00:54.927,2,10160,8858,1,8870,10137,1
50,0001,2021-01-19 10:00:55.942,2,10160,8858,1,8870,10137,1
51,0001,2021-01-19 10:00:56.957,2,10160,8858,1,8870,10137,1
52,0001,2021-01-19 10:00:57.973,2,10160,8858,1,8870,10137,1
53,0001,2021-01-19 10:00:58.988,2,10160,8858,1,8870,10137,1
54,0001,2021-01-19 10:01:00.004,2,10160,8858,1,8870,10137,1
55,0001,2021-01-19 10:01:01.005,2,10160,8858,1,8870,10137,1
56,0001,2021-01-19 10:01:02.02,2,10160,8858,1,8870,10137,1
57,0001,2021-01-19 10:01:03.036,2,10160,8858,1,8870,10137,1
58,0001,2021-01-19 10:01:04.051,2,10160,8859,1,8871,10137,1
59,0001,2021-01-19 10:01:05.066,2,10160,8859,1,8871,10137,1
60,0001,2021-01-19 10:01:06.082,2,10160,8859,0,8871,10137,0
61,0001,2021-01-19 10:01:07.097,2,10160,8859,0,8871,10137,0
62,0001,2021-01-19 10:01:08.113,2,10160,8859,0,8871,10137,0
63,0001,2021-01-19 10:01:09.128,2,10160,8859,0,8871,10137,0
64,0001,2021-01-19 10:01:10.143,2,10160,8859,0,8871,10137,0
65,0001,2021-01-19 10:01:11.159,2,10160,8859,0,8871,10137,0
66,0001,2021-01-19 10:01:13.189,2,10160,8859,0,8871,10137,0
67,0001,2021-01-19 10:01:14.205,2,10160,8859,0,8871,10137,0
68,0001,2021-01-19 10:01:15.206,2,10160,8859,0,8871,10137,0
69,0001,2021-01-19 10:01:16.222,2,10160,8859,0,8871,10137,0
70,0001,2021-01-19 10:01:17.237,2,10160,8859,0,8871,10137,0
71,0001,2021-01-19 10:01:18.253,2,10160,8859,0,8871,10137,0
72,0001,2021-01-19 10:01:19.268,2,10160,8859,0,8871,10137,0
73,0001,2021-01-19 10:01:20.283,2,10160,8859,0,8871,10137,0
74,0001,2021-01-19 10:01:21.299,2,10160,8859,0,8871,10137,0
75,0001,2021-01-19 10:01:22.314,2,10160,8859,0,8871,10137,0
76,0001,2021-01-19 10:01:23.33,2,10160,8859,1,8871,10137,1
77,0001,2021-01-19 10:01:24.345,2,10160,8859,2,8871,10137,2
78,0001,2021-01-19 10:01:25.36,2,10160,8859,2,8871,10137,2
79,0001,2021-01-19 10:01:26.376,2,10160,8859,2,8871,10137,2
80,0001,2021-01-19 10:01:27.391,2,10160,8859,2,8871,10137,2
81,0001,2021-01-19 10:01:28.407,2,10160,8859,2,8871,10137,2
82,0001,2021-01-19 10:01:29.422,2,10160,8859,2,8871,10137,2
83,0001,2021-01-19 10:01:30.423,2,10160,8859,2,8871,10137,2
84,0001,2021-01-19 10:01:31.439,2,10160,8859,2,8871,10137,2
85,0001,2021-01-19 10:01:32.454,2,10160,8859,2,8871,10137,2
86,0001,2021-01-19 10:01:33.469,2,10160,8860,1,8872,10137,1
87,0001,2021-01-19 10:01:34.485,2,10160,8860,1,8872,10137,1
88,0001,2021-01-19 10:01:35.5,2,10160,8861,0,8873,10137,0
89,0001,2021-01-19 10:01:36.516,2,10160,8861,0,8873,10137,0
90,0001,2021-01-19 10:01:37.531,2,10160,8861,0,8873,10137,0
91,0001,2021-01-19 10:01:38.546,2,10160,8861,0,8873,10137,0
92,0001,2021-01-19 10:01:39.562,2,10160,8861,0,8873,10137,0
93,0001,2021-01-19 10:01:40.577,2,10160,8861,0,8873,10137,0
94,0001,2021-01-19 10:01:41.592,2,10160,8861,0,8873,10137,0
95,0001,2021-01-19 10:01:42.608,2,10160,8861,0,8873,10137,0
96,0001,2021-01-19 10:01:43.623,2,10160,8861,0,8873,10137,0
97,0001,2021-01-19 10:01:44.639,2,10160,8861,0,8873,10137,0
98,0001,2021-01-19 10:01:47.671,2,10160,8861,0,8873,10137,0
99,0001,2021-01-19 10:01:48.686,2,10160,8861,0,8873,10137,0
100,0001,2021-01-19 10:01:49.702,2,10160,8861,0,8873,10137,0
101,0001,2021-01-19 10:01:50.717,2,10160,8861,0,8873,10137,0
102,0001,2021-01-19 10:01:51.732,2,10160,8861,0,8873,10137,0
