id,place,receive_time,sensor_num,in1,out1,state1,in2,out2,state2
0,0001,2021-01-24 13:00:00.91,2,24071,22063,1,22094,24019,1
1,0001,2021-01-24 13:00:01.925,2,24071,22063,1,22094,24019,1
2,0001,2021-01-24 13:00:02.94,2,24071,22063,1,22094,24019,1
3,0001,2021-01-24 13:00:03.956,2,24071,22063,1,22094,24019,1
4,0001,2021-01-24 13:00:04.971,2,24071,22063,2,22094,24019,2
5,0001,2021-01-24 13:00:05.987,2,24071,22063,2,22094,24019,2
6,0001,2021-01-24 13:00:07.002,2,24071,22063,2,22094,24019,2
7,0001,2021-01-24 13:00:08.017,2,24071,22063,2,22094,24019,2
8,0001,2021-01-24 13:00:09.033,2,24071,22063,2,22094,24019,2
9,0001,2021-01-24 13:00:10.048,2,24072,22063,1,22094,24020,1
10,0001,2021-01-24 13:00:11.064,2,24072,22063,2,22094,24020,2
11,0001,2021-01-24 13:00:12.079,2,24072,22063,2,22094,24020,2
12,0001,2021-01-24 13:00:13.08,2,24072,22063,2,22094,24020,2
13,0001,2021-01-24 13:00:14.096,2,24072,22063,2,22094,24020,2
14,0001,2021-01-24 13:00:15.111,2,24072,22063,2,22094,24020,2
15,0001,2021-01-24 13:00:16.126,2,24072,22064,1,22095,24020,1
16,0001,2021-01-24 13:00:17.142,2,24072,22064,1,22095,24020,1
17,0001,2021-01-24 13:00:18.157,2,24072,22064,1,22095,24020,1
18,0001,2021-01-24 13:00:19.172,2,24072,22064,1,22095,24020,1
19,0001,2021-01-24 13:00:20.188,2,24072,22064,1,22095,24020,1
20,0001,2021-01-24 13:00:21.203,2,24072,22064,3,22095,24020,3
21,0001,2021-01-24 13:00:22.219,2,24072,22064,3,22095,24020,3
22,0001,2021-01-24 13:00:23.234,2,24072,22065,2,22096,24020,2
23,0001,2021-01-24 13:00:24.249,2,24072,22065,1,22096,24020,1
24,0001,2021-01-24 13:00:25.265,2,24072,22065,1,22096,24020,1
25,0001,2021-01-24 13:00:26.28,2,24072,22065,1,22096,24020,1
26,0001,2021-01-24 13:00:27.296,2,24072,22065,1,22096,24020,1
27,0001,2021-01-24 13:00:28.297,2,24072,22065,1,22096,24020,1
28,0001,2021-01-24 13:00:29.312,2,24072,22065,1,22096,24020,1
29,0001,2021-01-24 13:00:30.328,2,24072,22065,1,22096,24020,1
30,0001,2021-01-24 13:00:31.343,2,24072,22066,0,22097,24020,0
31,0001,2021-01-24 13:00:32.358,2,24072,22066,0,22097,24020,0
32,0001,2021-01-24 13:00:33.374,2,24072,22066,0,22097,24020,0
