id,place,receive_time,sensor_num,in1,out1,state1,in2,out2,state2
0,0001,2021-01-30 03:00:00.182,2,40737,37559,0,37612,40654,0
1,0001,2021-01-30 03:00:01.198,2,40737,37559,0,37612,40654,0
2,0001,2021-01-30 03:00:02.213,2,40737,37559,0,37612,40654,0
3,0001,2021-01-30 03:00:03.229,2,40737,37559,0,37612,40654,0
4,0001,2021-01-30 03:00:04.244,2,40737,37559,0,37612,40654,0
5,0001,2021-01-30 03:00:05.259,2,40737,37559,0,37612,40654,0
6,0001,2021-01-30 03:00:06.275,2,40737,37559,0,37612,40654,0
7,0001,2021-01-30 03:00:07.29,2,40737,37559,0,37612,40654,0
8,0001,2021-01-30 03:00:08.306,2,40737,37559,0,37612,40654,0
9,0001,2021-01-30 03:00:09.321,2,40737,37559,0,37612,40654,0
10,0001,2021-01-30 03:00:10.336,2,40737,37559,0,37612,40654,0
11,0001,2021-01-30 03:00:11.35,2,40737,37559,0,37612,40654,0
12,0001,2021-01-30 03:00:12.365,2,40737,37559,0,37612,40654,0
13,0001,2021-01-30 03:00:13.38,2,40737,37559,0,37612,40654,0
14,0001,2021-01-30 03:00:14.396,2,40737,37559,0,37612,40654,0
15,0001,2021-01-30 03:00:15.411,2,40737,37559,0,37612,40654,0
16,0001,2021-01-30 03:00:16.427,2,40737,37559,0,37612,40654,0
17,0001,2021-01-30 03:00:17.442,2,40737,37559,0,37612,40654,0
18,0001,2021-01-30 03:00:18.457,2,40737,37559,0,37612,40654,0
19,0001,2021-01-30 03:00:19.473,2,40737,37559,0,37612,40654,0
20,0001,2021-01-30 03:00:20.488,2,40737,37559,0,37612,40654,0
21,0001,2021-01-30 03:00:21.504,2,40737,37559,0,37612,40654,0
22,0001,2021-01-30 03:00:22.519,2,40737,37559,0,37612,40654,0
23,0001,2021-01-30 03:00:23.534,2,40737,37559,0,37612,40654,0
24,0001,2021-01-30 03:00:24.55,2,40737,37559,0,37612,40654,0
25,0001,2021-01-30 03:00:25.565,2,40737,37559,0,37612,40654,0
26,0001,2021-01-30 03:00:26.566,2,40737,37559,0,37612,40654,0
27,0001,2021-01-30 03:00:27.582,2,40737,37559,0,37612,40654,0
28,0001,2021-01-30 03:00:28.597,2,40737,37559,0,37612,40654,0
