id,place,receive_time,sensor_num,in1,out1,state1,in2,out2,state2
0,0001,2021-02-01 17:00:00.795,2,45483,42107,1,42162,45360,1
1,0001,2021-02-01 17:00:01.81,2,45483,42107,1,42162,45360,1
2,0001,2021-02-01 17:00:02.825,2,45483,42107,1,42162,45360,1
3,0001,2021-02-01 17:00:03.841,2,45483,42107,1,42162,45360,1
4,0001,2021-02-01 17:00:04.856,2,45483,42107,1,42162,45360,1
5,0001,2021-02-01 17:00:05.871,2,45483,42107,1,42162,45360,1
6,0001,2021-02-01 17:00:06.887,2,45483,42107,1,42162,45360,1
7,0001,2021-02-01 17:00:07.903,2,45483,42107,1,42162,45360,1
8,0001,2021-02-01 17:00:08.918,2,45483,42107,1,42162,45360,1
9,0001,2021-02-01 17:00:09.919,2,45483,42107,1,42162,45360,1
10,0001,2021-02-01 17:00:10.935,2,45483,42108,0,42163,45360,0
11,0001,2021-02-01 17:00:11.95,2,45483,42108,0,42163,45360,0
12,0001,2021-02-01 17:00:12.965,2,45483,42108,0,42163,45360,0
13,0001,2021-02-01 17:00:13.981,2,45483,42108,0,42163,45360,0
14,0001,2021-02-01 17:00:14.996,2,45483,42108,0,42163,45360,0
15,0001,2021-02-01 17:00:16.012,2,45483,42108,0,42163,45360,0
16,0001,2021-02-01 17:00:17.027,2,45483,42108,0,42163,45360,0
17,0001,2021-02-01 17:00:18.042,2,45483,42108,0,42163,45360,0
18,0001,2021-02-01 17:00:19.058,2,45483,42108,0,42163,45360,0
19,0001,2021-02-01 17:00:20.073,2,45483,42108,0,42163,45360,0
20,0001,2021-02-01 17:00:21.089,2,45483,42108,0,42163,45360,0
21,0001,2021-02-01 17:00:22.104,2,45483,42108,0,42163,45360,0
22,0001,2021-02-01 17:00:23.119,2,45483,42108,0,42163,45360,0
23,0001,2021-02-01 17:00:24.135,2,45483,42108,0,42163,45360,0
24,0001,2021-02-01 17:00:25.136,2,45483,42108,0,42163,45360,0
25,0001,2021-02-01 17:00:29.198,2,45483,42108,0,42163,45360,0
26,0001,2021-02-01 17:00:30.213,2,45483,42108,0,42163,45360,0
27,0001,2021-02-01 17:00:31.228,2,45483,42108,0,42163,45360,0
28,0001,2021-02-01 17:00:32.244,2,45483,42108,0,42163,45360,0
29,0001,2021-02-01 17:00:33.259,2,45483,42108,0,42163,45360,0
30,0001,2021-02-01 17:00:34.275,2,45483,42108,0,42163,45360,0
31,0001,2021-02-01 17:00:35.29,2,45483,42108,0,42163,45360,0
32,0001,2021-02-01 17:00:36.305,2,45483,42108,0,42163,45360,0
33,0001,2021-02-01 17:00:37.32,2,45483,42108,0,42163,45360,0
34,0001,2021-02-01 17:00:38.336,2,45483,42108,0,42163,45360,0
35,0001,2021-02-01 17:00:39.351,2,45483,42108,0,42163,45360,0
36,0001,2021-02-01 17:00:40.353,2,45483,42108,0,42163,45360,0
37,0001,2021-02-01 17:00:41.368,2,45483,42108,0,42163,45360,0
38,0001,2021-02-01 17:00:42.384,2,45483,42108,0,42163,45360,0
39,0001,2021-02-01 17:00:43.399,2,45483,42108,0,42163,45360,0
40,0001,2021-02-01 17:00:44.414,2,45483,42108,0,42163,45360,0
41,0001,2021-02-01 17:00:45.43,2,45483,42108,0,42163,45360,0
42,0001,2021-02-01 17:00:46.445,2,45483,42108,0,42163,45360,0
43,0001,2021-02-01 17:00:47.461,2,45483,42108,0,42163,45360,0
44,0001,2021-02-01 17:00:48.476,2,45483,42108,0,42163,45360,0
45,0001,2021-02-01 17:00:49.491,2,45483,42108,0,42163,45360,0
46,0001,2021-02-01 17:00:50.507,2,45483,42108,0,42163,45360,0
47,0001,2021-02-01 17:00:51.522,2,45483,42108,0,42163,45360,0
48,0001,2021-02-01 17:00:52.537,2,45483,42108,0,42163,45360,0
49,0001,2021-02-01 17:00:53.553,2,45483,42108,0,42163,45360,0
50,0001,2021-02-01 17:00:54.554,2,45483,42108,0,42163,45360,0
51,0001,2021-02-01 17:00:55.569,2,45483,42108,0,42163,45360,0
52,0001,2021-02-01 17:00:56.585,2,45483,42108,0,42163,45360,0
53,0001,2021-02-01 17:00:57.6,2,45483,42108,1,42163,45360,1
54,0001,2021-02-01 17:00:58.616,2,45483,42108,1,42163,45360,1
55,0001,2021-02-01 17:00:59.631,2,45483,42108,1,42163,45360,1
56,0001,2021-02-01 17:01:00.646,2,45483,42108,1,42163,45360,1
57,0001,2021-02-01 17:01:01.662,2,45483,42108,1,42163,45360,1
58,0001,2021-02-01 17:01:02.677,2,45483,42108,1,42163,45360,1
59,0001,2021-02-01 17:01:03.693,2,45483,42108,1,42163,45360,1
60,0001,2021-02-01 17:01:04.708,2,45483,42108,1,42163,45360,1
61,0001,2021-02-01 17:01:05.723,2,45483,42108,1,42163,45360,1
62,0001,2021-02-01 17:01:06.739,2,45483,42108,1,42163,45360,1
63,0001,2021-02-01 17:01:07.754,2,45483,42108,1,42163,45360,1
64,0001,2021-02-01 17:01:08.769,2,45484,42108,0,42163,45361,0
65,0001,2021-02-01 17:01:09.771,2,45484,42108,1,42163,45361,1
66,0001,2021-02-01 17:01:10.786,2,45484,42108,1,42163,45361,1
67,0001,2021-02-01 17:01:11.801,2,45484,42108,1,42163,45361,1
68,0001,2021-02-01 17:01:12.817,2,45484,42108,1,42163,45361,1
69,0001,2021-02-01 17:01:13.832,2,45484,42108,1,42163,45361,1
70,0001,2021-02-01 17:01:14.848,2,45484,42108,1,42163,45361,1
71,0001,2021-02-01 17:01:15.863,2,45484,42108,1,42163,45361,1
72,0001,2021-02-01 17:01:16.879,2,45484,42108,1,42163,45361,1
73,0001,2021-02-01 17:01:17.894,2,45484,42108,2,42163,45361,2
74,0001,2021-02-01 17:01:18.909,2,45484,42108,3,42163,45361,3
75,0001,2021-02-01 17:01:19.925,2,45484,42108,3,42163,45361,3
76,0001,2021-02-01 17:01:20.94,2,45485,42108,4,42163,45362,4
77,0001,2021-02-01 17:01:21.956,2,45485,42108,7,42163,45362,7
78,0001,2021-02-01 17:01:22.971,2,45485,42108,7,42163,45362,7
79,0001,2021-02-01 17:01:23.986,2,45485,42108,7,42163,45362,7
80,0001,2021-02-01 17:01:24.996,2,45485,42108,8,42163,45362,8
81,0001,2021-02-01 17:01:26.012,2,45485,42108,8,42163,45362,8
82,0001,2021-02-01 17:01:28.043,1,45485,42109,12,42164,45362,12
83,0001,2021-02-01 17:01:29.058,1,45485,42109,12,42164,45362,12
84,0001,2021-02-01 17:01:30.073,1,45485,42110,10,42165,45362,10
85,0001,2021-02-01 17:01:31.089,1,45485,42110,4,42165,45362,4
86,0001,2021-02-01 17:01:32.104,1,45485,42110,4,42165,45362,4
87,0001,2021-02-01 17:01:33.12,1,45485,42110,4,42165,45362,4
88,0001,2021-02-01 17:01:34.135,2,45485,42110,4,42165,45362,4
89,0001,2021-02-01 17:01:35.15,2,45485,42110,4,42165,45362,4
90,0001,2021-02-01 17:01:36.166,2,45485,42110,4,42165,45362,4
91,0001,2021-02-01 17:01:37.181,2,45485,42110,0,42165,45362,0
92,0001,2021-02-01 17:01:38.196,2,45485,42110,1,42165,45362,1
93,0001,2021-02-01 17:01:39.212,2,45485,42110,1,42165,45362,1
94,0001,2021-02-01 17:01:40.213,2,45485,42110,2,42165,45362,2
95,0001,2021-02-01 17:01:41.228,2,45485,42110,2,42165,45362,2
96,0001,2021-02-01 17:01:42.244,2,45485,42110,2,42165,45362,2
97,0001,2021-02-01 17:01:43.259,2,45485,42110,2,42165,45362,2
98,0001,2021-02-01 17:01:44.274,2,45485,42110,2,42165,45362,2
99,0001,2021-02-01 17:01:45.29,2,45485,42110,2,42165,45362,2
100,0001,2021-02-01 17:01:46.305,2,45485,42110,2,42165,45362,2
101,0001,2021-02-01 17:01:47.321,2,45485,42110,2,42165,45362,2
102,0001,2021-02-01 17:01:48.336,2,45485,42110,2,42165,45362,2
103,0001,2021-02-01 17:01:49.351,2,45485,42112,0,42167,45362,0
104,0001,2021-02-01 17:01:50.367,2,45485,42112,0,42167,45362,0
105,0001,2021-02-01 17:01:51.382,2,45485,42112,1,42167,45362,1
106,0001,2021-02-01 17:01:52.397,2,45485,42112,1,42167,45362,1
107,0001,2021-02-01 17:01:53.413,2,45485,42112,3,42167,45362,3
108,0001,2021-02-01 17:01:54.428,2,45485,42112,3,42167,45362,3
109,0001,2021-02-01 17:01:55.43,2,45485,42112,3,42167,45362,3
110,0001,2021-02-01 17:01:56.445,2,45485,42112,3,42167,45362,3
111,0001,2021-02-01 17:01:57.46,2,45485,42112,3,42167,45362,3
112,0001,2021-02-01 17:01:58.476,2,45485,42112,4,42167,45362,4
