cols,importance,model_name,model_target
order_weekend,0.3316977344874718,tree,y_weekday
order_weekday,0.3249787602961446,tree,y_weekday
order_delivery,0.04492370122929698,tree,y_weekday
order,0.028309633940401487,tree,y_weekday
order_time_16,0.023916368921075553,tree,y_weekday
order_time_17,0.023856495392928948,tree,y_weekday
order_time_12,0.02231306817966026,tree,y_weekday
order_time_20,0.022189705034507005,tree,y_weekday
order_time_14,0.021521896275321636,tree,y_weekday
delta_avg,0.017828259890901962,tree,y_weekday
order_time_13,0.01705707912665409,tree,y_weekday
order_time_19,0.01656479820630977,tree,y_weekday
order_fin,0.016085353218664427,tree,y_weekday
order_cancel,0.014029436465076118,tree,y_weekday
order_time_18,0.013683767971365224,tree,y_weekday
order_time_21,0.013149683547472604,tree,y_weekday
order_takeout,0.011828636590622802,tree,y_weekday
order_time_15,0.011241125324759318,tree,y_weekday
order_time_11,0.011199994070822984,tree,y_weekday
store_保土ケ谷店,0.0031900550102470075,tree,y_weekday
store_町田店,0.001652294976177103,tree,y_weekday
store_草加店,0.0013803122640491858,tree,y_weekday
store_銀座店,0.0013637957070434708,tree,y_weekday
store_稲城店,0.0012269442347103874,tree,y_weekday
store_府中店,0.000862695165030741,tree,y_weekday
store_江戸川店,0.0008544790206018768,tree,y_weekday
store_荒川店,0.0007975137525617522,tree,y_weekday
store_秦野店,0.0007361665408262329,tree,y_weekday
store_和光店,0.0005793903330576812,tree,y_weekday
store_上野店,0.000529816828624941,tree,y_weekday
store_熊谷店,0.0004510379976121291,tree,y_weekday
store_石神井店,0.0,tree,y_weekday
store_磯子店,0.0,tree,y_weekday
store_浦安店,0.0,tree,y_weekday
store_海老名店,0.0,tree,y_weekday
store_清瀬店,0.0,tree,y_weekday
store_渋谷店,0.0,tree,y_weekday
store_港北店,0.0,tree,y_weekday
store_港南店,0.0,tree,y_weekday
store_神奈川店,0.0,tree,y_weekday
store_瀬谷店,0.0,tree,y_weekday
store_相模原店,0.0,tree,y_weekday
store_狛江店,0.0,tree,y_weekday
store_浦和店,0.0,tree,y_weekday
store_王子店,0.0,tree,y_weekday
store_高田馬場店,0.0,tree,y_weekday
store_白井店,0.0,tree,y_weekday
store_目黒店,0.0,tree,y_weekday
store_狭山店,0.0,tree,y_weekday
store_高座店,0.0,tree,y_weekday
store_神田店,0.0,tree,y_weekday
store_流山店,0.0,tree,y_weekday
store_東村山店,0.0,tree,y_weekday
store_東松山店,0.0,tree,y_weekday
store_松戸店,0.0,tree,y_weekday
store_板橋店,0.0,tree,y_weekday
store_柏店,0.0,tree,y_weekday
store_栃木店,0.0,tree,y_weekday
store_栄店,0.0,tree,y_weekday
store_桐生店,0.0,tree,y_weekday
store_横浜南店,0.0,tree,y_weekday
store_鴻巣店,0.0,tree,y_weekday
store_横浜緑店,0.0,tree,y_weekday
store_横須賀店,0.0,tree,y_weekday
store_武蔵村山店,0.0,tree,y_weekday
store_武蔵野店,0.0,tree,y_weekday
store_水戸店,0.0,tree,y_weekday
store_江東店,0.0,tree,y_weekday
store_池尻店,0.0,tree,y_weekday
store_池袋店,0.0,tree,y_weekday
store_泉店,0.0,tree,y_weekday
store_浅草店,0.0,tree,y_weekday
store_立川店,0.0,tree,y_weekday
store_福生店,0.0,tree,y_weekday
store_高崎店,0.0,tree,y_weekday
store_赤羽店,0.0,tree,y_weekday
store_越谷店,0.0,tree,y_weekday
store_足利店,0.0,tree,y_weekday
store_高津店,0.0,tree,y_weekday
store_足柄上店,0.0,tree,y_weekday
store_足立店,0.0,tree,y_weekday
store_逗子店,0.0,tree,y_weekday
store_那珂店,0.0,tree,y_weekday
store_都筑店,0.0,tree,y_weekday
store_金沢店,0.0,tree,y_weekday
store_鎌倉店,0.0,tree,y_weekday
store_青山店,0.0,tree,y_weekday
store_青梅店,0.0,tree,y_weekday
store_青葉店,0.0,tree,y_weekday
store_館林店,0.0,tree,y_weekday
store_駒沢店,0.0,tree,y_weekday
store_駒込店,0.0,tree,y_weekday
store_高円寺店,0.0,tree,y_weekday
store_高島平店,0.0,tree,y_weekday
store_赤坂店,0.0,tree,y_weekday
store_谷中店,0.0,tree,y_weekday
store_調布店,0.0,tree,y_weekday
store_茂原店,0.0,tree,y_weekday
store_綾瀬店,0.0,tree,y_weekday
store_練馬店,0.0,tree,y_weekday
store_羽村店,0.0,tree,y_weekday
store_羽生店,0.0,tree,y_weekday
store_習志野店,0.0,tree,y_weekday
store_自由が丘店,0.0,tree,y_weekday
store_船橋店,0.0,tree,y_weekday
store_若葉店,0.0,tree,y_weekday
store_茅ヶ崎店,0.0,tree,y_weekday
store_西葛西店,0.0,tree,y_weekday
store_東大和店,0.0,tree,y_weekday
store_荻窪店,0.0,tree,y_weekday
store_葛飾店,0.0,tree,y_weekday
store_蒲田店,0.0,tree,y_weekday
store_藤沢店,0.0,tree,y_weekday
store_行田店,0.0,tree,y_weekday
store_西多摩店,0.0,tree,y_weekday
store_西東京店,0.0,tree,y_weekday
store_東尾久店,0.0,tree,y_weekday
store_日本橋店,0.0,tree,y_weekday
store_東久留米店,0.0,tree,y_weekday
store_取手店,0.0,tree,y_weekday
store_八王子店,0.0,tree,y_weekday
store_六本木店,0.0,tree,y_weekday
store_前橋店,0.0,tree,y_weekday
store_北千住店,0.0,tree,y_weekday
store_千葉中央店,0.0,tree,y_weekday
store_千葉緑店,0.0,tree,y_weekday
store_南砂店,0.0,tree,y_weekday
