x0,x1,x2,x3,target
0,4.831144345535974,4.6954769763415936,5.082238855637711,4.501977207504361,0
1,1.4607155728808934,1.21671437314972,7.632438570696363,2.3594425470574336,0
2,4.0110184711562,4.515939301610963,5.935903615043176,5.981296372370804,1
3,5.982381998946939,4.965862552684809,3.890340035813534,2.480491074344097,0
4,5.4391878150523585,5.911559862466819,4.827871550978072,6.653824629779231,1
5,5.062620262359789,5.091764126624911,4.962102424336343,5.121192574957557,1
6,4.1374335801243545,4.592533639978782,5.821418331911374,5.9000194907484005,1
7,3.5268886608800707,4.277726193315341,6.39361222223244,6.457902565383163,1
8,6.008352781300795,5.552546619194792,4.06638921214589,4.176480270683759,0
9,4.8343064719046165,5.697922101549842,5.429099689593007,7.501253669369909,1
10,5.002485077637574,4.628921837893813,4.867516637501019,3.8807542408647366,0
11,7.003902103359346,6.545609003138795,3.3010628825313266,4.7058877141158515,1
12,4.012416444504165,4.5204891300147105,5.935931844868695,5.99150494326267,1
13,5.679890831841353,5.365566633729312,4.368060348099044,4.423757924192503,0
14,4.397115459492454,5.4943614849652676,5.846470635550252,7.966316935413071,1
15,5.852707889648545,6.204114294030895,4.468057706473344,6.513959333538059,1
16,8.644794135545485,7.185840818304301,1.691293212285292,2.589065241272472,1
17,6.1903428907304745,6.267679251746616,4.1129980367384364,5.873901027159789,1
18,7.299530061217758,6.833727425396074,3.0714328001550317,4.842783795687134,0
19,5.072266192774626,4.966728152294837,4.907618904114792,4.722386036229383,0
20,4.163588398679503,4.006117700724219,5.587216991083742,4.076581939605463,0
21,5.9503018409656345,5.983259704450294,4.281807422971579,5.611331491914401,1
22,2.775417511573475,2.5751179087138567,6.63818777109314,3.1995114455600033,0
23,4.285904408097627,4.669927084699519,5.682566994911406,5.766872616064557,1
24,4.8355411832690915,5.7905593770736346,5.460100399131491,7.776101794923029,1
25,3.110938100857981,2.9340871656860714,6.388746267051616,3.450786338182962,0
26,6.227535921416356,6.225467630346488,4.056683384837848,5.655766141852056,1
27,4.674726477105306,4.878075522908135,5.32084781737268,5.434581117334917,1
28,6.752610865499708,6.321718333323045,3.503600626320341,4.652568560664767,1
29,5.353625156757258,5.828155720642798,4.89432743067516,6.6141584035432235,1
30,6.621075540757403,6.3843343052189265,3.6724668232592745,5.164035734504795,1
31,4.61168864904375,4.85533160943516,5.383337282552845,5.521457397878752,1
32,3.9008692395181224,3.7159144145275738,5.779345572712609,3.8524612484924576,0
33,7.344194690103786,7.2157913408726415,3.1550703675336926,5.878974060260039,0
34,6.129912171947707,5.607669949724545,3.9498248106549,4.042743607083562,0
35,5.556657706316858,5.984293792330268,4.722032415417169,6.5829768956105745,1
36,4.3087779585747,4.152894716968018,5.476284493371089,4.159639903533296,0
37,5.107863233494684,4.987428885475423,4.87507799144969,4.696897587608124,0
38,3.917656150024089,3.754405161360519,5.774041680006963,3.9266193627035415,0
39,6.703874030822577,6.282412778280228,3.5443210096232045,4.654577578551224,0
40,2.9954672776394293,2.7921008184277443,6.468145155379984,3.308977454327849,0
41,3.0227257921685258,2.829016032962726,6.450589432971518,3.3526445058123087,0
42,4.4996480564708365,5.5707321399335,5.758593823763169,7.94313089652824,1
43,3.4424139034141605,4.184859311389486,6.45554486400327,6.387174018827517,1
44,4.94314128260616,5.017293335746925,5.069579442209739,5.191773479405032,1
45,5.832928028220741,6.128277719284439,4.463652120318812,6.335138135620709,1
46,4.367475470142322,4.708613241884427,5.60494067630717,5.682218458883037,1
47,4.181685279187228,4.042069332373026,5.579561798091522,4.139900292650381,0
48,7.259118924490664,7.081244592450352,3.2031058216849226,5.684696252937441,0
49,6.345289009638926,5.9385644707031835,3.8248204070769365,4.505410313030421,0
50,6.781113242325979,6.883123562743818,3.667985009225948,6.266499399748152,0
51,4.071258949634926,4.556194057536088,5.882660680307192,5.953830502734412,1
52,4.826556868336043,5.696962564633253,5.437423810385603,7.517442871230043,1
