1,1010001007884,12,0,2021-04-05,2021-04-01,"ゼロシーセブン株式会社",,301,"東京都","港区","赤坂１丁目１２番３２号",,13,103,1070052,,,,,,,2015-10-05,1,,,,,"ゼロシーセブン",0
2,1010001015169,21,0,2021-04-05,2021-03-30,"株式会社グランメール",,301,"東京都","千代田区","神田佐久間町４丁目１６番地",,13,101,1010025,,,2021-03-30,01,,,2020-11-24,1,,,,,"グランメール",0
3,1010001095599,21,0,2021-04-05,2021-03-31,"虎ノ門住宅販売株式会社",,301,"東京都","中央区","銀座７丁目１２番９号",,13,102,1040061,,,2021-03-31,01,,,2015-10-05,1,,,,,"トラノモンジュウタクハンバイ",0
4,1010001096077,71,0,2021-04-05,2021-03-22,"スローガン株式会社",,301,"東京都","港区","南青山２丁目１１番１７号",,13,103,1070062,,,,,,"令和３年３月１日東京都港区南青山二丁目１１番１７号スローガンアドバイザリー株式会社（9010401127688）を合併",2015-10-05,1,,,,,"スローガン",0
5,1010001216948,01,0,2021-04-05,2021-04-05,"株式会社あおぞら",,301,"東京都","千代田区","神田佐久間町１丁目１４番地第２東ビル４０１号",,13,101,1010025,,,,,,,2021-04-05,1,,,,,"アオゾラ",0
6,1010003034539,01,0,2021-04-05,2021-04-05,"合同会社ＨＩＴ",,305,"東京都","中央区","日本橋浜町１丁目８番１２－５０４号",,13,102,1030007,,,,,,,2021-04-05,1,,,,,"エイチアイティー",0
7,1010003034547,01,0,2021-04-05,2021-04-05,"合同会社えにし",,305,"東京都","中央区","銀座１丁目５番１５号ドゥーミラン銀座ビル８階",,13,102,1040061,,,,,,,2021-04-05,1,,,,,"エニシ",0
8,1010003034571,01,0,2021-04-05,2021-04-05,"ＮＡＫＡＴＡ　ＫＵＮＩＨＩＫＯ　ＤＥＳＩＧＮ合同会社",,305,"東京都","千代田区","神田練塀町３番地富士ソフト秋葉原ビル１２Ｆ",,13,101,1010022,,,,,,,2021-04-05,1,,,,,"ナカタクニヒコデザイン",0
9,1010005033159,01,0,2021-04-05,2021-04-05,"一般社団法人がん治療設計の窓口",,399,"東京都","千代田区","神田三崎町２丁目７番６号",,13,101,1010061,,,,,,,2021-04-05,1,,,,,"ガンチリョウセッケイノマドグチ",0
10,1010005033167,01,0,2021-04-05,2021-04-05,"土地家屋調査士法人青沼総合事務所",,399,"東京都","中央区","八重洲１丁目１番８号",,13,102,1030028,,,,,,,2021-04-05,1,,,,,"アオヌマソウゴウジムショ",0
11,1010101014599,01,0,2021-04-05,2021-04-05,"株式会社ＹｏｕＳ",,301,"東京都","八王子市","明神町４丁目８番１６号アクシア八王子１００２号",,13,201,1920046,,,,,,,2021-04-05,1,,,,,"ユーアス",0
12,1010401081918,01,1,2021-04-05,2015-10-05,"株式会社スタンダード・クリエイティブ",,301,"東京都","港区","北青山２丁目１０番２２号",,13,103,1070061,,,,,,,2015-10-05,0,,,,,"スタンダードクリエイティブ",0
13,1010401081918,12,0,2021-04-05,2021-03-30,"株式会社スタンダード・クリエイティブ",,301,"東京都","目黒区","自由が丘２丁目８番５号",,13,110,1520035,,,,,,,2015-10-05,1,,,,,"スタンダードクリエイティブ",0
14,1010401129254,01,1,2021-04-05,2017-01-20,"株式会社Ｙａｓｕｉ＆Ｃｏｍｐａｎｙ",,301,"東京都","港区","南青山５丁目２番１号ＮＢＦ・ＡＬＬＩＡＮＣＥ２０１",,13,103,1070062,,,,,,,2017-01-20,0,,,,,"ヤスイアンドカンパニー",0
15,1010401129254,12,1,2021-04-05,2018-02-27,"株式会社Ｙａｓｕｉ＆Ｃｏｍｐａｎｙ",,301,"東京都","港区","六本木６丁目１０番１号",,13,103,1060032,,,,,,,2017-01-20,1,,,,,"ヤスイアンドカンパニー",0
16,1010401141498,21,0,2021-04-05,2021-03-31,"株式会社スペースバリューホテルディベロップメント",,301,"東京都","港区","芝３丁目４番１２号",,13,103,1050014,,,2021-03-31,01,,,2018-10-16,1,,,,,"スペースバリューホテルディベロップメント",0
17,1010401154888,12,0,2021-04-05,2021-03-26,"ｊｏｙｔｅｌｅｃｏｍ株式会社",,301,"東京都","港区","南青山２丁目２２番１４号フォンテ青山５１０",,13,103,1070062,,,,,,,2020-09-01,1,,,,,"ジョイテレコム",0
18,1010401159185,01,0,2021-04-05,2021-04-05,"ＳｕｎＴｏｍｍｙ株式会社",,301,"東京都","港区","六本木５丁目２番１号",,13,103,1060032,,,,,,,2021-04-05,1,,,,,"サントミー",0
19,1010401159202,01,0,2021-04-05,2021-04-05,"株式会社エスジーティーグローバル",,301,"東京都","港区","三田２丁目３番３４号",,13,103,1080073,,,,,,,2021-04-05,1,,,,,"エスジーティーグローバル",0
20,1010401159219,01,0,2021-04-05,2021-04-05,"株式会社つなぐリプロ",,301,"東京都","港区","赤坂２丁目５番８号ヒューリックＪＰ赤坂ビル",,13,103,1070052,,,,,,,2021-04-05,1,,,,,"ツナグリプロ",0
21,1010401159227,01,0,2021-04-05,2021-04-05,"株式会社ＰＳｑｕａｒｅｄ",,301,"東京都","港区","三田２丁目３番３４－１３０３号",,13,103,1080073,,,,,,,2021-04-05,1,,,,,"ピースクウェアド",0
22,1010401159235,01,0,2021-04-05,2021-04-05,"ＫＭＣ株式会社",,301,"東京都","港区","新橋４丁目３１番３号名和ビル３Ｆ",,13,103,1050004,,,,,,,2021-04-05,1,,,,,"ケーエムシー",0
23,1010401159243,01,0,2021-04-05,2021-04-05,"株式会社パトセル",,301,"東京都","港区","浜松町２丁目２番１５号浜松町ダイヤビル２Ｆ",,13,103,1050013,,,,,,,2021-04-05,1,,,,,"パトセル",0
24,1010401159251,01,0,2021-04-05,2021-04-05,"株式会社Ｒａｆｆｉｎｅ",,301,"東京都","港区","六本木６丁目２番３１号",,13,103,1060032,,,,,,,2021-04-05,1,,,,,"ラフィネ",0
25,1010401159268,01,0,2021-04-05,2021-04-05,"株式会社ＴｏｐＥｙｅｓ",,301,"東京都","港区","浜松町２丁目２番１５号浜松町ダイヤビル２Ｆ",,13,103,1050013,,,,,,,2021-04-05,1,,,,,"トップアイズ",0
26,1010401159276,01,0,2021-04-05,2021-04-05,"株式会社未来経営イノベーションアカデミー",,301,"東京都","港区","赤坂８丁目１２番４号",,13,103,1070052,,,,,,,2021-04-05,1,,,,,"ミライケイエイイノベーションアカデミー",0
27,1010401159350,01,0,2021-04-05,2021-04-05,"東京ガス野村不動産エナジー株式会社",,301,"東京都","港区","海岸１丁目５番２０号",,13,103,1050022,,,,,,,2021-04-05,1,,,,,"トウキョウガスノムラフドウサンエナジー",0
28,1010405014873,11,0,2021-04-05,2021-03-31,"一般社団法人ＫＪＰ",,399,"東京都","港区","赤坂４丁目９番３号",,13,103,1070052,,,,,,,2016-06-15,1,,,,,"ケージェーピー",0
29,1010501047018,12,0,2021-04-05,2021-03-29,"株式会社リスタートキャリア",,301,"東京都","台東区","台東１丁目２７番１１号やわらぎビル２階",,13,106,1100016,,,,,,,2021-03-12,1,,,,,"リスタートキャリア",0
30,1010501047133,01,0,2021-04-05,2021-04-05,"株式会社サロンゲート",,301,"東京都","台東区","浅草橋３丁目２０番１８号",,13,106,1110053,,,,,,,2021-04-05,1,,,,,"サロンゲート",0
31,1010701029113,12,0,2021-04-05,2021-04-01,"ぺんぎんアソシエイツ株式会社",,301,"東京都","品川区","大井１丁目４９番１０号",,13,109,1400014,,,,,,,2015-10-05,1,,,,,"ペンギンアソシエイツ",0
