1,1010001024310,01,1,2021-04-07,2015-10-05,"株式会社戸田商店",,301,"東京都","千代田区","岩本町２丁目７番１０号",,13,101,1010032,,,,,,,2015-10-05,1,,,,,"トダショウテン",0
2,1010001156954,12,0,2021-04-07,2021-04-02,"株式会社東京エナジー",,301,"東京都","世田谷区","代田２丁目３６番１５号",,13,112,1550033,,,,,,,2015-10-05,1,,,,,"トウキョウエナジー",0
3,1010001176473,12,0,2021-04-07,2021-03-31,"ハッピーアンドラッキー株式会社",,301,"東京都","中央区","晴海１丁目８番１１号晴海アイランドトリトンスクエアオフィスタワーＹ２４階",,13,102,1040053,,,,,,,2016-06-21,1,,,,,"ハッピーアンドラッキー",0
4,1010001203368,11,0,2021-04-07,2021-04-05,"株式会社ＴＡＮＣＥ",,301,"東京都","中央区","日本橋富沢町１２番８号昭和ビル６階",,13,102,1030006,,,,,,,2019-08-16,1,,,,,"タンス",0
5,1010001211882,01,1,2021-04-07,2020-08-27,"厚澤投資管理株式会社",,301,"東京都","千代田区","神田三崎町２丁目１７－８－５Ｆ－８",,13,101,1010061,,,,,,,2020-08-27,1,,,,,"コウザワトウシカンリ",0
6,1010001217021,01,0,2021-04-07,2021-04-07,"ＧＬＯＢＡＬ　ＨＩ－ＴＥＣＨ株式会社",,301,"東京都","千代田区","大手町１丁目７番２号東京サンケイビル２７階",,13,101,1000004,,,,,,,2021-04-07,1,,,,,"グローバルハイテック",0
7,1010001217079,01,0,2021-04-07,2021-04-07,"株式会社クオントディテクト",,301,"東京都","千代田区","大手町１丁目７番２号東京サンケイビル２７Ｆ",,13,101,1000004,,,,,,,2021-04-07,1,,,,,"クオントディテクト",0
8,1010001217087,01,0,2021-04-07,2021-04-07,"サントモ・リソース株式会社",,301,"東京都","千代田区","丸の内１丁目１１番１号パシフィックセンチュリープレイス１３Ｆ",,13,101,1000005,,,,,,,2021-04-07,1,,,,,"サントモリソース",0
9,1010001217095,01,0,2021-04-07,2021-04-07,"株式会社マイナビＭ＆Ａ",,301,"東京都","千代田区","一ツ橋１丁目１番１号",,13,101,1000003,,,,,,,2021-04-07,1,,,,,"マイナビエムアンドエー",0
10,1010001217137,01,0,2021-04-07,2021-04-07,"ＤＹ株式会社",,301,"東京都","千代田区","内幸町１丁目１番１号",,13,101,1000011,,,,,,,2021-04-07,1,,,,,"ディーワイ",0
11,1010001217145,01,0,2021-04-07,2021-04-07,"株式会社ＯＮＯＤＥＲＡアドミニストレーション",,301,"東京都","千代田区","大手町１丁目１番３号",,13,101,1000004,,,,,,,2021-04-07,1,,,,,"オノデラアドミニストレーション",0
12,1010001217161,01,0,2021-04-07,2021-04-07,"日本ソーイング東京受注センター株式会社",,301,"東京都","中央区","湊２丁目４番１号",,13,102,1040043,,,,,,,2021-04-07,1,,,,,"ニホンソーイングトウキョウジュチュウセンター",0
13,1010001217203,01,0,2021-04-07,2021-04-07,"株式会社Ｓｑｕａｄｒｏｎ",,301,"東京都","文京区","小石川５丁目４０番８－４０４号",,13,105,1120002,,,,,,,2021-04-07,1,,,,,"スクアドロン",0
14,1010001217269,01,0,2021-04-07,2021-04-07,"株式会社濱不動産",00122645,301,"東京都","中央区","佃１丁目２番１号",,13,102,1040051,,,,,,,2021-04-07,1,,,,,"ハマフドウサン",0
15,1010003034605,01,0,2021-04-07,2021-04-07,"由利本荘みらいエネルギー合同会社",,305,"東京都","中央区","日本橋２丁目５番１号",,13,102,1030027,,,,,,,2021-04-07,1,,,,,"ユリホンジョウミライエネルギー",0
16,1010005011437,01,1,2021-04-07,2015-10-05,"全国鉱業協同組合",,399,"東京都","千代田区","神田錦町３丁目１７番地１１",,13,101,1010054,,,,,,,2015-10-05,1,,,,,"ゼンコクコウギョウキョウドウクミアイ",0
17,1010005017962,01,1,2021-04-07,2015-10-05,"一般社団法人日本ボビナム協会",,399,"東京都","文京区","後楽２丁目１８番１０号",,13,105,1120004,,,,,,,2015-10-05,1,,,,,"ニホンボビナムキョウカイ",0
18,1010005024323,01,1,2021-04-07,2015-10-05,"一般社団法人ウィメンズ整体協会",,399,"東京都","千代田区","東神田１丁目１４番１３号",,13,101,1010031,,,,,,,2015-10-05,1,,,,,"ウィメンズセイタイキョウカイ",0
19,1010005029264,12,0,2021-04-07,2021-04-02,"一般社団法人ＳＩＰＰ２",,399,"東京都","港区","西新橋１丁目２番９号メンターキャピタル税理士法人内",,13,103,1050003,,,,,,,2018-10-26,1,,,,,"エスアイピーピーツー",0
20,1010101014608,01,0,2021-04-07,2021-04-07,"株式会社Ｒコンサルティング",,301,"東京都","八王子市","東中野２００４番地１－６０１号",,13,201,1920351,,,,,,,2021-04-07,1,,,,,"アールコンサルティング",0
21,1010102003444,01,1,2021-04-07,2015-10-05,"有限会社伸和不動産",,302,"東京都","八王子市","散田町５丁目１１番６号",,13,201,1930832,,,,,,,2015-10-05,1,,,,,"シンワフドウサン",0
22,1010401128223,01,1,2021-04-07,2016-11-18,"株式会社ＥＰＩＰＡＮ",,301,"東京都","港区","三田２丁目２番３－３０２号",,13,103,1080073,,,,,,,2016-11-18,0,,,,,"エピパン",0
23,1010401128223,12,0,2021-04-07,2021-04-01,"株式会社ＥＰＩＰＡＮ",,301,"東京都","中央区","銀座１丁目３番３号１４９９",,13,102,1040061,,,,,,,2016-11-18,1,,,,,"エピパン",0
24,1010401134122,11,0,2021-04-07,2021-03-30,"株式会社ＨＹＢＥ　ＬＡＢＥＬＳ　ＪＡＰＡＮ",,301,"東京都","港区","芝大門２丁目２番１１号泉芝大門ビル２階",,13,103,1050012,,,,,,,2017-10-06,1,,,,,"ハイブレーベルズジャパン",0
25,1010401155507,11,0,2021-04-07,2021-04-01,"ＡＰＲＥＳＩＡ　Ｓｙｓｔｅｍｓ株式会社",,301,"東京都","港区","浜松町２丁目４番１号",,13,103,1050013,,,,,,,2020-10-02,1,,,,,"アプレシアシステムズ",0
26,1010401159210,01,0,2021-04-07,2021-04-07,"株式会社小坂組",,301,"東京都","港区","南青山２丁目１５番５号ＦＡＲＯ青山１階",,13,103,1070062,,,,,,,2021-04-07,1,,,,,"コサカグミ",0
27,1010401159318,01,0,2021-04-07,2021-04-07,"株式会社ａｂｅｎｏＴＶ",,301,"東京都","港区","六本木７丁目８番５号藤和六本木コープ２（９０３）",,13,103,1060032,,,,,,,2021-04-07,1,,,,,"アベノティーヴィー",0
28,1010401159326,01,0,2021-04-07,2021-04-07,"株式会社ＳｙｎｅｃＯ",,301,"東京都","港区","港南１丁目７番１号",,13,103,1080075,,,,,,,2021-04-07,1,,,,,"シネコ",0
29,1010401159334,01,0,2021-04-07,2021-04-07,"東京ガスネットワーク株式会社",,301,"東京都","港区","海岸１丁目５番２０号",,13,103,1050022,,,,,,,2021-04-07,1,,,,,"トウキョウガスネットワーク",0
30,1010401159367,01,0,2021-04-07,2021-04-07,"株式会社ＡＺＢ１０エンターテインメント",,301,"東京都","港区","麻布十番１丁目２番７－１１０５号",,13,103,1060045,,,,,,,2021-04-07,1,,,,,"エーズィービーテンエンターテインメント",0
31,1010401159375,01,0,2021-04-07,2021-04-07,"株式会社ＮＯＢＬＥ　ＭＩＮＤ",,301,"東京都","港区","麻布台１丁目９番１２号",,13,103,1060041,,,,,,,2021-04-07,1,,,,,"ノーブルマインド",0
32,1010401159383,01,0,2021-04-07,2021-04-07,"株式会社バイタイム",,301,"東京都","港区","虎ノ門３丁目１８番１２号ステュディオ虎ノ門４０４号室",,13,103,1050001,,,,,,,2021-04-07,1,,,,,"バイタイム",0
33,1010401159400,01,0,2021-04-07,2021-04-07,"株式会社Ｎｅｕｎａ",,301,"東京都","港区","白金２丁目７番３２号",,13,103,1080072,,,,,,,2021-04-07,1,,,,,,0
34,1010402027795,01,1,2021-04-07,2015-10-05,"オークリッジ・キャピタル有限会社",,302,"東京都","港区","西新橋１丁目４番６号",,13,103,1050003,,,,,,,2015-10-05,0,,,,,"オークリッジキャピタル",0
35,1010402027795,21,0,2021-04-07,2021-03-18,"オークリッジ・キャピタル有限会社",,302,"東京都","港区","西新橋１丁目４番６号",,13,103,1050003,,,2021-03-18,01,,,2015-10-05,1,,,,,"オークリッジキャピタル",0
36,1010403025047,01,1,2021-04-07,2021-04-06,"ＫＲＫ合同会社",,305,"東京都","港区","南麻布２丁目３－１１－５０３号室",,13,103,1060047,,,,,,,2021-04-06,1,,,,,,0
37,1010403025071,01,0,2021-04-07,2021-04-07,"合同会社クオンタムＢ",,305,"東京都","港区","高輪４丁目１０番３１号",,13,103,1080074,,,,,,,2021-04-07,1,,,,,"クオンタムビー",0
38,1010601039344,12,0,2021-04-07,2021-04-01,"株式会社マッシュアップ",,301,"東京都","中央区","月島２丁目１４番４号",,13,102,1040052,,,,,,,2015-10-05,1,,,,,"マッシュアップ",0
39,1010601039385,12,0,2021-04-07,2021-03-29,"トップセンスホールディングス株式会社",,301,"東京都","中央区","銀座１丁目１６番７号銀座大栄ビル５階",,13,102,1040061,,,,,,,2015-10-05,1,,,,,"トップセンスホールディングス",0
