1,1000030070053,01,1,2021-04-09,2015-10-05,"半田財産区",,201,"福島県","伊達郡桑折町","字東大隅１８番地",,07,301,9691611,,,,,,,2015-10-05,0,"koorimachihanda property district","Fukushima","18, Higashiosumi, Koori machi,date gun",,"ハンダザイサンク",0
2,1000030070053,12,1,2021-04-09,2021-03-30,"半田財産区",,201,"福島県","伊達郡桑折町","大字谷地字道下２２－７",,07,301,9691643,,,,,,,2015-10-05,1,"koorimachihanda property district","Fukushima","22-7, michishita,yaji, koori machi,date gun",,"ハンダザイサンク",0
3,1010001033237,11,0,2021-04-09,2021-04-01,"株式会社ＪＰＦ",,301,"東京都","千代田区","富士見２丁目４番１１号",,13,101,1020071,,,,,,,2015-10-05,1,,,,,"ジェイピーエフ",0
4,1010001063449,21,0,2021-04-09,2021-04-01,"ショーレイフィット株式会社",,301,"東京都","中央区","日本橋浜町１丁目１２番９号",,13,102,1030007,,,2021-04-01,11,6010001110163,"令和３年４月１日東京都中央区日本橋浜町一丁目１２番９号昭和冷蔵株式会社（6010001110163）に合併し解散",2015-10-05,1,,,,,"ショーレイフィット",0
5,1010001142500,12,0,2021-04-09,2021-03-31,"株式会社Ｏｆｆｉｃｅ　ＭＡＫＩ",,301,"東京都","港区","六本木２丁目２－２－４０４",,13,103,1060032,,,,,,,2015-10-05,0,,,,,"オフィスマキ",0
6,1010001142500,11,0,2021-04-09,2021-03-31,"株式会社ＯＦＦＩＣＥ　ＭＡＫＩ",,301,"東京都","港区","六本木２丁目２－２－４０４",,13,103,1060032,,,,,,,2015-10-05,1,,,,,"オフィスマキ",0
7,1010001175351,12,0,2021-04-09,2021-04-05,"株式会社ＦＯＯＤＰＩＴアルファ",,301,"東京都","新宿区","百人町２丁目５番１号エクセルシオール新宿西戸山７０４",,13,104,1690073,,,,,,,2016-05-06,1,,,,,"フードピットアルファ",0
8,1010001203368,12,0,2021-04-09,2021-04-07,"株式会社ＴＡＮＣＥ",,301,"東京都","江東区","木場２丁目２０番１０号－４０３",,13,108,1350042,,,,,,,2019-08-16,1,,,,,"タンス",0
9,1010001217129,01,0,2021-04-09,2021-04-09,"株式会社ツーアップ",,301,"東京都","中央区","銀座１丁目２２番１１号",,13,102,1040061,,,,,,,2021-04-09,1,,,,,"ツーアップ",0
10,1010001217211,01,0,2021-04-09,2021-04-09,"ＣＲメディコン・ジャパン株式会社",,301,"東京都","中央区","銀座６丁目１０番１号",,13,102,1040061,,,,,,,2021-04-09,1,,,,,,0
11,1010001217244,01,0,2021-04-09,2021-04-09,"株式会社ＡＧＴ",,301,"東京都","中央区","東日本橋１丁目４番６－３０１号",,13,102,1030004,,,,,,,2021-04-09,1,,,,,"エイジイティ",0
12,1010001217252,01,0,2021-04-09,2021-04-09,"株式会社ダイヤモンド・オーシャンズ",,301,"東京都","千代田区","神田猿楽町２丁目８番１１号ＶＯＲＴ水道橋ＩＩＩ２Ｆ",00122688,13,101,1010064,,,,,,,2021-04-09,1,,,,,"ダイヤモンドオーシャンズ",0
13,1010002005739,01,1,2021-04-09,2015-10-05,"有限会社マルキ紙工",,302,"東京都","文京区","白山３丁目２番１４号",,13,105,1120001,,,,,,,2015-10-05,1,,,,,"マルキシコウ",0
14,1010002023360,01,1,2021-04-09,2015-10-05,"有限会社ナカヤ",,302,"東京都","中央区","日本橋室町１丁目１３番８号",,13,102,1030022,,,,,,,2015-10-05,1,,,,,"ナカヤ",0
15,1010002028839,01,1,2021-04-09,2015-10-05,"有限会社エフトエスコーポレーション",,302,"東京都","文京区","目白台２丁目１２番１３号",,13,105,1120015,,,,,,,2015-10-05,1,,,,,"エフトエスコーポレーション",0
16,1010002050314,11,0,2021-04-09,2021-04-01,"東京化成工業ホールディングス株式会社",,301,"東京都","中央区","日本橋本町４丁目１０番１号",,13,102,1030023,,,,,,,2015-10-05,1,,,,,"トウキョウカセイコウギョウホールディングス",0
17,1010003017592,01,1,2021-04-09,2015-10-05,"株式会社Ａｇｏｒａ",,301,"埼玉県","所沢市","大字北秋津６５０－９",,11,208,3590038,,,,,,,2015-10-05,1,,,,,"アゴラ",0
18,1010003018574,12,0,2021-04-09,2021-04-05,"Ｃ３ｉ　Ｊａｐａｎ合同会社",,305,"東京都","港区","赤坂１丁目１２番３２号アーク森ビル３２階ＥＡＳＴ",,13,103,1070052,,,,,,,2015-10-05,1,,,,,"シースリーアイジャパン",0
19,1010003034596,01,0,2021-04-09,2021-04-09,"合同会社ＢＬＭビジネスラボ",,305,"東京都","中央区","銀座１丁目２２番１１号銀座大竹ビジデンス２階",,13,102,1040061,,,,,,,2021-04-09,1,,,,,"ビーエルエムビジネスラボ",0
20,1010005010604,12,0,2021-04-09,2021-04-05,"特定非営利活動法人エルピーアイジャパン",,399,"東京都","千代田区","内幸町２丁目１番１号飯野ビルディング９階",,13,101,1000011,,,,,,,2015-10-05,1,,,,,"エルピーアイジャパン",0
21,1010005033175,01,0,2021-04-09,2021-04-09,"社会保険労務士法人ネクステップ",,399,"東京都","中央区","日本橋２丁目１番１７号丹生ビル２階",,13,102,1030027,,,,,,,2021-04-09,1,,,,,"ネクステップ",0
22,1010005033183,01,0,2021-04-09,2021-04-09,"妙高開発一般社団法人",,399,"東京都","中央区","銀座１丁目６番１１号土志田ビルディング３Ｆ",,13,102,1040061,,,,,,,2021-04-09,1,,,,,"ミョウコウカイハツ",0
23,1010005033191,01,0,2021-04-09,2021-04-09,"一般社団法人全国介護技術機構",,399,"東京都","千代田区","神田小川町２丁目２番２号小川町Ｂ５ビル２階",,13,101,1010052,,,,,,,2021-04-09,1,,,,,"ゼンコクカイゴギジュツキコウ",0
