1,2020/1/6,0702,0,7,0,2
2,2020/1/7,6143,6,1,4,3
3,2020/1/8,4189,4,1,8,9
4,2020/1/9,5049,5,0,4,9
5,2020/1/10,9954,9,9,5,4
6,2020/1/13,9896,9,8,9,6
7,2020/1/14,1450,1,4,5,0
8,2020/1/15,9594,9,5,9,4
9,2020/1/16,0990,0,9,9,0
10,2020/1/17,6490,6,4,9,0
11,2020/1/20,2668,2,6,6,8
12,2020/1/21,5172,5,1,7,2
13,2020/1/22,4349,4,3,4,9
14,2020/1/23,2309,2,3,0,9
15,2020/1/24,4531,4,5,3,1
16,2020/1/27,0480,0,4,8,0
17,2020/1/28,7411,7,4,1,1
18,2020/1/29,9231,9,2,3,1
19,2020/1/30,6087,6,0,8,7
20,2020/1/31,6448,6,4,4,8
21,2020/2/3,3954,3,9,5,4
22,2020/2/4,6887,6,8,8,7
23,2020/2/5,0966,0,9,6,6
24,2020/2/6,4770,4,7,7,0
25,2020/2/7,9167,9,1,6,7
26,2020/2/10,2108,2,1,0,8
27,2020/2/11,0762,0,7,6,2
28,2020/2/12,1768,1,7,6,8
29,2020/2/13,9550,9,5,5,0
30,2020/2/14,3711,3,7,1,1
31,2020/2/17,6476,6,4,7,6
32,2020/2/18,2840,2,8,4,0
33,2020/2/19,2808,2,8,0,8
34,2020/2/20,5857,5,8,5,7
35,2020/2/21,1913,1,9,1,3
36,2020/2/24,9958,9,9,5,8
37,2020/2/25,9209,9,2,0,9
38,2020/2/26,0978,0,9,7,8
39,2020/2/27,4752,4,7,5,2
40,2020/2/28,8713,8,7,1,3
41,2020/3/2,8836,8,8,3,6
42,2020/3/3,0335,0,3,3,5
43,2020/3/4,8687,8,6,8,7
44,2020/3/5,9217,9,2,1,7
45,2020/3/6,2207,2,2,0,7
46,2020/3/9,1775,1,7,7,5
47,2020/3/10,0425,0,4,2,5
48,2020/3/11,0773,0,7,7,3
49,2020/3/12,9447,9,4,4,7
50,2020/3/13,5706,5,7,0,6
51,2020/3/16,3983,3,9,8,3
52,2020/3/17,4477,4,4,7,7
53,2020/3/18,4097,4,0,9,7
54,2020/3/19,7214,7,2,1,4
55,2020/3/20,5351,5,3,5,1
56,2020/3/23,3012,3,0,1,2
57,2020/3/24,6240,6,2,4,0
58,2020/3/25,2973,2,9,7,3
59,2020/3/26,5141,5,1,4,1
60,2020/3/27,2598,2,5,9,8
61,2020/3/30,4906,4,9,0,6
62,2020/3/31,9561,9,5,6,1
63,2020/4/1,4717,4,7,1,7
64,2020/4/2,4489,4,4,8,9
65,2020/4/3,8864,8,8,6,4
66,2020/4/6,7838,7,8,3,8
67,2020/4/7,7034,7,0,3,4
68,2020/4/8,1092,1,0,9,2
69,2020/4/9,7573,7,5,7,3
70,2020/4/10,2175,2,1,7,5
71,2020/4/13,4803,4,8,0,3
72,2020/4/14,4017,4,0,1,7
73,2020/4/15,2861,2,8,6,1
74,2020/4/16,7072,7,0,7,2
75,2020/4/17,5078,5,0,7,8
76,2020/4/20,9836,9,8,3,6
77,2020/4/21,0426,0,4,2,6
78,2020/4/22,2402,2,4,0,2
79,2020/4/23,2929,2,9,2,9
80,2020/4/24,1429,1,4,2,9
81,2020/4/27,8886,8,8,8,6
82,2020/4/28,4893,4,8,9,3
83,2020/4/29,7278,7,2,7,8
84,2020/4/30,8472,8,4,7,2
85,2020/5/1,3775,3,7,7,5
86,2020/5/4,0029,0,0,2,9
87,2020/5/5,0828,0,8,2,8
88,2020/5/6,1149,1,1,4,9
89,2020/5/7,0491,0,4,9,1
90,2020/5/8,3417,3,4,1,7
91,2020/5/11,4430,4,4,3,0
92,2020/5/12,2116,2,1,1,6
93,2020/5/13,9011,9,0,1,1
94,2020/5/14,7471,7,4,7,1
95,2020/5/15,6531,6,5,3,1
96,2020/5/18,6845,6,8,4,5
97,2020/5/19,2369,2,3,6,9
98,2020/5/20,4996,4,9,9,6
99,2020/5/21,3752,3,7,5,2
100,2020/5/22,1598,1,5,9,8
101,2020/5/25,7886,7,8,8,6
102,2020/5/26,5859,5,8,5,9
103,2020/5/27,7709,7,7,0,9
104,2020/5/28,4767,4,7,6,7
105,2020/5/29,1447,1,4,4,7
106,2020/6/1,2739,2,7,3,9
107,2020/6/2,7732,7,7,3,2
108,2020/6/3,8473,8,4,7,3
109,2020/6/4,3036,3,0,3,6
110,2020/6/5,0517,0,5,1,7
111,2020/6/8,8183,8,1,8,3
112,2020/6/9,3061,3,0,6,1
113,2020/6/10,8609,8,6,0,9
114,2020/6/11,3730,3,7,3,0
115,2020/6/12,0881,0,8,8,1
116,2020/6/15,8475,8,4,7,5
117,2020/6/16,9617,9,6,1,7
118,2020/6/17,0722,0,7,2,2
119,2020/6/18,8256,8,2,5,6
120,2020/6/19,1944,1,9,4,4
