1,2018/1/4,5319,5,3,1,9
2,2018/1/5,6489,6,4,8,9
3,2018/1/8,5346,5,3,4,6
4,2018/1/9,9751,9,7,5,1
5,2018/1/10,1523,1,5,2,3
6,2018/1/11,5820,5,8,2,0
7,2018/1/12,7751,7,7,5,1
8,2018/1/15,6605,6,6,0,5
9,2018/1/16,5564,5,5,6,4
10,2018/1/17,3506,3,5,0,6
11,2018/1/18,6110,6,1,1,0
12,2018/1/19,3027,3,0,2,7
13,2018/1/22,3146,3,1,4,6
14,2018/1/23,0341,0,3,4,1
15,2018/1/24,6443,6,4,4,3
16,2018/1/25,0571,0,5,7,1
17,2018/1/26,8334,8,3,3,4
18,2018/1/29,9016,9,0,1,6
19,2018/1/30,4945,4,9,4,5
20,2018/1/31,4148,4,1,4,8
21,2018/2/1,7163,7,1,6,3
22,2018/2/2,8905,8,9,0,5
23,2018/2/5,2859,2,8,5,9
24,2018/2/6,2666,2,6,6,6
25,2018/2/7,2864,2,8,6,4
26,2018/2/8,2675,2,6,7,5
27,2018/2/9,9600,9,6,0,0
28,2018/2/12,9246,9,2,4,6
29,2018/2/13,1509,1,5,0,9
30,2018/2/14,6647,6,6,4,7
31,2018/2/15,3275,3,2,7,5
32,2018/2/16,1540,1,5,4,0
33,2018/2/19,5550,5,5,5,0
34,2018/2/20,4687,4,6,8,7
35,2018/2/21,8987,8,9,8,7
36,2018/2/22,2979,2,9,7,9
37,2018/2/23,0757,0,7,5,7
38,2018/2/26,5510,5,5,1,0
39,2018/2/27,7336,7,3,3,6
40,2018/2/28,0626,0,6,2,6
41,2018/3/1,5061,5,0,6,1
42,2018/3/2,1107,1,1,0,7
43,2018/3/5,6976,6,9,7,6
44,2018/3/6,3501,3,5,0,1
45,2018/3/7,8083,8,0,8,3
46,2018/3/8,7475,7,4,7,5
47,2018/3/9,3159,3,1,5,9
48,2018/3/12,1028,1,0,2,8
49,2018/3/13,5193,5,1,9,3
50,2018/3/14,5563,5,5,6,3
