No,date,Lottery_result,hundreds_place,tens_place,ones_place
1,2023/1/4,91,0,9,1
2,2023/1/5,433,4,3,3
3,2023/1/6,185,1,8,5
4,2023/1/9,661,6,6,1
5,2023/1/10,203,2,0,3
6,2023/1/11,204,2,0,4
7,2023/1/12,55,0,5,5
8,2023/1/13,118,1,1,8
9,2023/1/16,169,1,6,9
10,2023/1/17,625,6,2,5
11,2023/1/18,963,9,6,3
12,2023/1/19,611,6,1,1
13,2023/1/20,630,6,3,0
14,2023/1/23,606,6,0,6
15,2023/1/24,167,1,6,7
16,2023/1/25,252,2,5,2
17,2023/1/26,637,6,3,7
18,2023/1/27,310,3,1,0
19,2023/1/30,108,1,0,8
20,2023/1/31,482,4,8,2
21,2023/2/1,226,2,2,6
22,2023/2/2,596,5,9,6
23,2023/2/3,566,5,6,6
24,2023/2/6,514,5,1,4
25,2023/2/7,168,1,6,8
26,2023/2/8,716,7,1,6
27,2023/2/9,310,3,1,0
28,2023/2/10,470,4,7,0
29,2023/2/13,309,3,0,9
30,2023/2/14,727,7,2,7
31,2023/2/15,268,2,6,8
32,2023/2/16,657,6,5,7
33,2023/2/17,986,9,8,6
34,2023/2/20,800,8,0,0
35,2023/2/21,520,5,2,0
36,2023/2/22,460,4,6,0
37,2023/2/23,909,9,0,9
38,2023/2/24,432,4,3,2
39,2023/2/27,424,4,2,4
40,2023/2/28,715,7,1,5
41,2023/3/1,989,9,8,9
42,2023/3/2,474,4,7,4
43,2023/3/3,609,6,0,9
44,2023/3/6,145,1,4,5
45,2023/3/7,276,2,7,6
46,2023/3/8,175,1,7,5
47,2023/3/9,92,0,9,2
48,2023/3/10,429,4,2,9
49,2023/3/13,674,6,7,4
50,2023/3/14,144,1,4,4
51,2023/3/15,134,1,3,4
52,2023/3/16,232,2,3,2
53,2023/3/17,161,1,6,1
54,2023/3/20,675,6,7,5
55,2023/3/21,337,3,3,7
56,2023/3/22,928,9,2,8
57,2023/3/23,325,3,2,5
58,2023/3/24,484,4,8,4
59,2023/3/27,321,3,2,1
60,2023/3/28,137,1,3,7
61,2023/3/29,320,3,2,0
62,2023/3/30,839,8,3,9
63,2023/3/31,694,6,9,4
64,2023/4/3,9,0,0,9
65,2023/4/4,911,9,1,1
66,2023/4/5,644,6,4,4
67,2023/4/6,258,2,5,8
68,2023/4/7,278,2,7,8
69,2023/4/10,847,8,4,7
70,2023/4/11,600,6,0,0
71,2023/4/12,890,8,9,0
72,2023/4/13,101,1,0,1
73,2023/4/14,543,5,4,3
74,2023/4/17,72,0,7,2
75,2023/4/18,188,1,8,8
76,2023/4/19,733,7,3,3
77,2023/4/20,423,4,2,3
78,2023/4/21,962,9,6,2
79,2023/4/24,178,1,7,8
80,2023/4/25,273,2,7,3
81,2023/4/26,799,7,9,9
82,2023/4/27,958,9,5,8
83,2023/4/28,953,9,5,3
84,2023/5/1,237,2,3,7
85,2023/5/2,372,3,7,2
86,2023/5/3,828,8,2,8
87,2023/5/4,19,0,1,9
88,2023/5/5,788,7,8,8
89,2023/5/8,734,7,3,4
90,2023/5/9,675,6,7,5
91,2023/5/10,746,7,4,6
92,2023/5/11,218,2,1,8
93,2023/5/12,140,1,4,0
94,2023/5/15,55,0,5,5
95,2023/5/16,464,4,6,4
96,2023/5/17,620,6,2,0
97,2023/5/18,350,3,5,0
98,2023/5/19,138,1,3,8
99,2023/5/22,292,2,9,2
100,2023/5/23,931,9,3,1
101,2023/5/24,584,5,8,4
102,2023/5/25,908,9,0,8
103,2023/5/26,277,2,7,7
104,2023/5/29,22,0,2,2
105,2023/5/30,41,0,4,1
106,2023/5/31,47,0,4,7
107,2023/6/1,608,6,0,8
108,2023/6/2,322,3,2,2
109,2023/6/5,753,7,5,3
110,2023/6/6,76,0,7,6
111,2023/6/7,995,9,9,5
112,2023/6/8,232,2,3,2
113,2023/6/9,583,5,8,3
114,2023/6/12,88,0,8,8
115,2023/6/13,370,3,7,0
116,2023/6/14,809,8,0,9
117,2023/6/15,469,4,6,9
118,2023/6/16,377,3,7,7
119,2023/6/19,893,8,9,3
120,2023/6/20,499,4,9,9
121,2023/6/21,941,9,4,1
122,2023/6/22,357,3,5,7
123,2023/6/23,781,7,8,1
124,2023/6/26,600,6,0,0
125,2023/6/27,305,3,0,5
126,2023/6/28,342,3,4,2
127,2023/6/29,795,7,9,5
128,2023/6/30,455,4,5,5
129,2023/7/3,430,4,3,0
130,2023/7/4,921,9,2,1
131,2023/7/5,574,5,7,4
132,2023/7/6,893,8,9,3
133,2023/7/7,637,6,3,7
134,2023/7/10,888,8,8,8
135,2023/7/11,688,6,8,8
136,2023/7/12,339,3,3,9
137,2023/7/13,112,1,1,2
138,2023/7/14,642,6,4,2
139,2023/7/17,974,9,7,4
140,2023/7/18,97,0,9,7
141,2023/7/19,857,8,5,7
142,2023/7/20,430,4,3,0
143,2023/7/21,831,8,3,1
144,2023/7/24,785,7,8,5
145,2023/7/25,23,0,2,3
146,2023/7/26,199,1,9,9
147,2023/7/27,243,2,4,3
148,2023/7/28,558,5,5,8
149,2023/7/31,353,3,5,3
150,2023/8/1,684,6,8,4
151,2023/8/2,507,5,0,7
152,2023/8/3,427,4,2,7
153,2023/8/4,485,4,8,5
154,2023/8/7,555,5,5,5
155,2023/8/8,422,4,2,2
156,2023/8/9,840,8,4,0
157,2023/8/10,692,6,9,2
158,2023/8/11,485,4,8,5
159,2023/8/14,622,6,2,2
160,2023/8/15,747,7,4,7
161,2023/8/16,748,7,4,8
162,2023/8/17,68,0,6,8
163,2023/8/18,35,0,3,5
164,2023/8/21,846,8,4,6
165,2023/8/22,935,9,3,5
166,2023/8/23,326,3,2,6
167,2023/8/24,758,7,5,8
168,2023/8/25,12,0,1,2
169,2023/8/28,18,0,1,8
170,2023/8/29,672,6,7,2
171,2023/8/30,216,2,1,6
172,2023/8/31,52,0,5,2
173,2023/9/1,781,7,8,1
174,2023/9/4,940,9,4,0
175,2023/9/5,7,0,0,7
176,2023/9/6,117,1,1,7
177,2023/9/7,164,1,6,4
178,2023/9/8,928,9,2,8
179,2023/9/11,286,2,8,6
180,2023/9/12,917,9,1,7
181,2023/9/13,751,7,5,1
182,2023/9/14,580,5,8,0
183,2023/9/15,579,5,7,9
184,2023/9/18,577,5,7,7
185,2023/9/19,484,4,8,4
186,2023/9/20,669,6,6,9
187,2023/9/21,876,8,7,6
188,2023/9/22,17,0,1,7
189,2023/9/25,951,9,5,1
190,2023/9/26,251,2,5,1
191,2023/9/27,305,3,0,5
192,2023/9/28,184,1,8,4
193,2023/9/29,103,1,0,3
194,2023/10/2,480,4,8,0
