No,date,Lottery_result,hundreds_place,tens_place,ones_place
1,2019/1/4,804,8,0,4
2,2019/1/7,755,7,5,5
3,2019/1/8,88,0,8,8
4,2019/1/9,733,7,3,3
5,2019/1/10,654,6,5,4
6,2019/1/11,953,9,5,3
7,2019/1/14,650,6,5,0
8,2019/1/15,608,6,0,8
9,2019/1/16,704,7,0,4
10,2019/1/17,162,1,6,2
11,2019/1/18,616,6,1,6
12,2019/1/21,702,7,0,2
13,2019/1/22,637,6,3,7
14,2019/1/23,249,2,4,9
15,2019/1/24,547,5,4,7
16,2019/1/25,79,0,7,9
17,2019/1/28,647,6,4,7
18,2019/1/29,596,5,9,6
19,2019/1/30,603,6,0,3
20,2019/1/31,210,2,1,0
21,2019/2/1,49,0,4,9
22,2019/2/4,766,7,6,6
23,2019/2/5,322,3,2,2
24,2019/2/6,660,6,6,0
25,2019/2/7,626,6,2,6
26,2019/2/8,684,6,8,4
27,2019/2/11,77,0,7,7
28,2019/2/12,882,8,8,2
29,2019/2/13,87,0,8,7
30,2019/2/14,446,4,4,6
31,2019/2/15,771,7,7,1
32,2019/2/18,878,8,7,8
33,2019/2/19,991,9,9,1
34,2019/2/20,956,9,5,6
35,2019/2/21,831,8,3,1
36,2019/2/22,672,6,7,2
37,2019/2/25,661,6,6,1
38,2019/2/26,635,6,3,5
39,2019/2/27,663,6,6,3
40,2019/2/28,366,3,6,6
41,2019/3/1,958,9,5,8
42,2019/3/4,123,1,2,3
43,2019/3/5,892,8,9,2
44,2019/3/6,637,6,3,7
45,2019/3/7,757,7,5,7
46,2019/3/8,97,0,9,7
47,2019/3/11,302,3,0,2
48,2019/3/12,30,0,3,0
49,2019/3/13,413,4,1,3
50,2019/3/14,449,4,4,9
51,2019/3/15,652,6,5,2
52,2019/3/18,631,6,3,1
53,2019/3/19,998,9,9,8
54,2019/3/20,431,4,3,1
55,2019/3/21,378,3,7,8
56,2019/3/22,148,1,4,8
57,2019/3/25,887,8,8,7
58,2019/3/26,556,5,5,6
59,2019/3/27,247,2,4,7
60,2019/3/28,967,9,6,7
61,2019/3/29,960,9,6,0
62,2019/4/1,373,3,7,3
63,2019/4/2,502,5,0,2
64,2019/4/3,942,9,4,2
65,2019/4/4,391,3,9,1
66,2019/4/5,699,6,9,9
67,2019/4/8,169,1,6,9
68,2019/4/9,745,7,4,5
69,2019/4/10,511,5,1,1
70,2019/4/11,26,0,2,6
71,2019/4/12,906,9,0,6
72,2019/4/15,167,1,6,7
73,2019/4/16,607,6,0,7
74,2019/4/17,765,7,6,5
75,2019/4/18,145,1,4,5
76,2019/4/19,984,9,8,4
77,2019/4/22,764,7,6,4
78,2019/4/23,452,4,5,2
79,2019/4/24,152,1,5,2
80,2019/4/25,830,8,3,0
81,2019/4/26,166,1,6,6
82,2019/4/29,746,7,4,6
83,2019/4/30,619,6,1,9
84,2019/5/1,335,3,3,5
85,2019/5/2,992,9,9,2
86,2019/5/3,349,3,4,9
87,2019/5/6,265,2,6,5
88,2019/5/7,705,7,0,5
89,2019/5/8,451,4,5,1
90,2019/5/9,983,9,8,3
91,2019/5/10,776,7,7,6
92,2019/5/13,482,4,8,2
93,2019/5/14,856,8,5,6
94,2019/5/15,314,3,1,4
95,2019/5/16,129,1,2,9
96,2019/5/17,647,6,4,7
97,2019/5/20,25,0,2,5
98,2019/5/21,193,1,9,3
99,2019/5/22,522,5,2,2
100,2019/5/23,381,3,8,1
101,2019/5/24,682,6,8,2
102,2019/5/27,718,7,1,8
103,2019/5/28,77,0,7,7
104,2019/5/29,779,7,7,9
105,2019/5/30,731,7,3,1
106,2019/5/31,943,9,4,3
107,2019/6/3,383,3,8,3
108,2019/6/4,755,7,5,5
109,2019/6/5,342,3,4,2
110,2019/6/6,856,8,5,6
111,2019/6/7,397,3,9,7
112,2019/6/10,814,8,1,4
113,2019/6/11,80,0,8,0
114,2019/6/12,246,2,4,6
115,2019/6/13,560,5,6,0
116,2019/6/14,683,6,8,3
117,2019/6/17,226,2,2,6
118,2019/6/18,55,0,5,5
119,2019/6/19,377,3,7,7
120,2019/6/20,942,9,4,2
121,2019/6/21,180,1,8,0
122,2019/6/24,11,0,1,1
123,2019/6/25,957,9,5,7
124,2019/6/26,720,7,2,0
125,2019/6/27,928,9,2,8
126,2019/6/28,202,2,0,2
127,2019/7/1,937,9,3,7
128,2019/7/2,214,2,1,4
129,2019/7/3,297,2,9,7
130,2019/7/4,951,9,5,1
131,2019/7/5,782,7,8,2
132,2019/7/8,458,4,5,8
133,2019/7/9,739,7,3,9
134,2019/7/10,763,7,6,3
135,2019/7/11,736,7,3,6
136,2019/7/12,273,2,7,3
137,2019/7/15,47,0,4,7
138,2019/7/16,502,5,0,2
139,2019/7/17,42,0,4,2
140,2019/7/18,808,8,0,8
141,2019/7/19,503,5,0,3
142,2019/7/22,60,0,6,0
143,2019/7/23,463,4,6,3
